CLAVE_CASILLA,ID_ESTADO,estrato,PT,MORENA,PT_MORENA,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM,MC,PES,RSP,FPM,CNR,NULOS
162182C0100,16,9,19,10,27,20,17,4,7,31,10,22,5,14,7,17,17,23,9
160850B0100,16,1,14,15,25,23,18,13,8,25,17,23,8,26,14,22,20,19,9
161122B0100,16,10,6,10,23,18,27,11,6,25,10,28,17,15,5,19,15,26,5
160884B0100,16,11,4,4,2,9,5,1,1,11,6,4,1,4,3,9,10,6,4
161271E0103,16,20,14,21,21,22,34,13,15,27,21,30,10,18,6,30,15,24,10
161752B0100,16,4,7,13,12,13,24,14,4,24,12,18,4,12,8,24,14,21,1
161352C0100,16,24,15,10,28,30,16,12,19,18,22,26,7,17,10,35,24,18,9
160680B0100,16,5,6,10,20,20,26,5,4,25,16,33,12,22,10,22,21,19,5
161878C0100,16,11,9,7,29,20,17,11,8,17,13,29,9,18,7,21,34,13,3
160753B0100,16,4,5,6,2,7,2,3,2,10,2,8,5,10,4,5,4,5,4
160166B0100,16,23,13,15,27,30,26,9,10,23,13,19,7,39,16,27,17,22,9
160437B0100,16,5,6,12,16,15,12,7,6,14,10,11,4,18,2,16,17,16,6
160119C0200,16,24,15,11,23,17,19,16,10,29,26,25,6,13,9,29,27,26,9
162422E0100,16,7,4,10,11,14,16,8,2,19,6,12,7,13,4,16,15,8,4
162638C0300,16,15,14,14,22,27,30,13,5,21,19,29,10,29,14,28,31,21,8
160877B0100,16,11,12,9,20,16,20,10,3,11,15,16,10,17,3,20,23,23,5
161865B0100,16,23,18,14,23,28,35,15,9,29,22,27,12,28,11,23,33,21,10
160948C0100,16,20,14,18,23,27,26,9,7,25,19,24,14,28,12,30,35,29,6
161624C0100,16,14,17,14,31,21,25,11,7,22,22,31,11,27,11,40,29,23,14
162635B0100,16,3,9,6,21,20,22,12,5,8,16,20,14,26,10,27,15,22,6
160822B0100,16,13,12,9,26,22,33,14,10,37,17,23,10,27,7,29,19,27,8
161263C0800,16,20,12,11,30,23,30,12,11,21,12,33,10,27,7,31,22,27,4
160707C0100,16,19,12,17,25,32,28,8,5,19,24,27,10,25,7,31,30,25,14
161384C0200,16,3,7,10,25,24,26,8,13,19,14,26,14,21,7,20,25,20,9
161707C0100,16,4,10,17,23,22,20,11,5,24,15,28,6,6,6,29,23,17,8
161692C0100,16,4,4,9,18,14,18,9,8,24,14,26,10,20,8,24,26,26,5
160046B0100,16,14,22,20,33,21,35,13,10,31,16,30,11,21,13,26,26,30,8
160087S0100,16,12,25,31,43,41,52,18,10,48,34,59,10,38,15,57,52,43,11
161870C0100,16,11,11,5,23,22,26,14,9,37,16,16,4,19,7,19,21,16,7
160593C0100,16,2,7,11,37,29,21,7,1,13,11,16,8,14,4,24,16,15,8
162717C0100,16,8,14,11,17,24,15,6,8,20,17,18,10,24,10,26,17,25,5
160027C0100,16,14,11,12,26,30,21,10,9,23,18,24,10,28,15,27,23,25,12
160124B0100,16,12,12,11,29,22,24,7,8,25,20,24,9,26,12,16,14,23,6
160294C0200,16,18,15,10,25,15,27,14,17,20,18,28,8,19,10,34,23,31,10
162025C0200,16,18,14,12,32,27,21,11,10,22,22,15,6,17,7,33,29,23,6
161125B0100,16,22,9,14,40,26,35,10,11,25,26,24,13,28,5,28,23,31,14
162653C0100,16,3,10,12,15,17,17,13,6,13,15,15,8,23,3,22,26,14,6
161805C0100,16,23,6,7,26,31,29,8,9,25,14,22,5,12,11,27,26,33,15
160066B0100,16,12,7,17,21,21,20,8,6,19,18,24,3,25,7,34,28,14,7
162398B0100,16,7,6,7,11,10,17,4,8,16,14,14,7,16,5,20,14,14,7
162112B0100,16,11,7,2,18,6,17,2,5,10,6,14,3,13,1,11,16,10,2
161263C1600,16,20,14,17,20,32,28,10,15,31,19,24,15,31,13,33,38,25,10
160487C0200,16,6,8,11,24,20,25,6,5,21,13,25,12,16,6,31,18,17,8
160745C0100,16,4,12,9,20,22,20,1,5,10,8,15,5,14,6,21,17,19,3
161913B0100,16,7,8,8,23,23,18,5,7,19,14,24,8,23,8,21,24,23,13
162584B0100,16,15,14,21,33,33,28,9,10,17,18,34,11,27,5,35,34,25,5
161191E0107,16,20,11,19,24,31,30,12,15,28,26,29,9,24,10,16,31,28,12
160945C0200,16,8,13,9,29,24,30,13,9,17,12,19,12,11,7,31,22,23,6
161694C0100,16,4,14,8,22,21,19,7,5,14,17,23,6,26,6,22,20,30,12
161563C0100,16,5,3,8,18,16,23,4,5,16,15,16,5,16,5,28,18,20,10
160076B0100,16,12,12,11,16,20,24,4,9,20,18,16,7,23,8,23,13,21,4
161586B0100,16,5,6,11,13,17,19,7,7,13,8,15,11,15,7,16,18,21,6
162256B0100,16,9,9,8,24,36,19,5,5,27,14,26,5,18,13,21,17,30,6
162466B0100,16,5,9,15,15,20,34,6,8,13,7,19,6,23,6,12,10,13,6
161942C0100,16,5,8,8,20,19,21,12,7,21,16,23,4,13,6,26,19,29,8
161881B0100,16,11,4,3,6,2,2,2,1,4,3,7,7,7,2,6,6,4,4
161242C0200,16,22,16,12,39,31,28,16,11,30,22,20,9,31,9,29,36,24,11
162328C0100,16,16,16,12,22,25,31,13,7,23,26,12,9,19,8,36,21,18,15
160497C0100,16,18,10,18,30,31,29,4,12,21,16,19,8,23,14,17,35,22,5
161212C0100,16,20,10,13,29,32,24,10,8,20,16,23,6,11,7,32,37,22,6
161057B0100,16,20,11,20,23,29,22,6,10,18,24,17,6,20,9,24,27,27,6
160806C0600,16,13,16,15,36,20,37,11,9,25,21,34,7,32,8,31,40,30,10
161501B0100,16,2,11,8,21,19,23,7,6,22,16,22,7,21,9,20,20,22,8
162192B0100,16,9,13,6,22,15,26,6,4,27,16,26,14,24,14,20,20,26,6
162225C0100,16,21,16,13,26,27,29,15,12,19,18,24,2,21,5,41,35,21,5
162472B0100,16,17,12,15,25,35,28,8,12,22,25,31,9,26,8,28,25,27,12
160949C0200,16,20,11,12,24,25,28,6,12,19,23,28,14,24,10,24,27,37,9
162185B0100,16,21,5,16,29,31,30,12,6,22,18,34,14,27,10,34,24,27,9
161904C0100,16,16,15,13,38,23,34,14,9,30,14,20,10,19,9,24,30,28,9
162284B0100,16,9,14,8,34,17,24,10,3,18,13,24,11,18,6,26,22,20,7
162253C0100,16,21,16,15,32,25,22,8,11,23,20,23,10,20,9,27,27,21,10
161611C0100,16,14,12,15,17,23,28,13,13,25,13,31,9,23,8,26,27,32,12
162217B0100,16,21,13,10,32,25,30,15,8,25,22,28,9,31,12,24,23,26,7
161731C0100,16,16,6,12,35,19,17,11,7,29,16,30,11,15,10,27,25,24,5
162608C0100,16,15,9,13,30,22,19,11,3,18,22,29,8,22,11,31,30,17,6
161190C0100,16,22,14,19,31,20,32,6,9,23,18,28,13,26,12,49,34,23,7
160647C0200,16,23,14,7,20,22,35,13,8,30,16,26,14,27,10,25,23,27,6
161961B0100,16,2,11,8,24,26,19,6,9,14,21,23,9,25,11,27,21,16,12
161893B0100,16,12,9,18,35,20,25,6,8,14,18,16,8,22,7,20,32,20,9
162684B0100,16,2,11,13,26,23,22,11,4,15,9,25,13,15,9,27,16,30,8
162219C0600,16,21,13,25,28,31,22,10,7,22,15,22,11,15,11,36,32,23,11
160944C0100,16,20,9,12,25,29,30,13,12,20,9,29,13,21,7,30,26,24,8
160225C0100,16,12,8,13,22,25,23,6,6,15,15,21,8,14,8,19,24,19,3
160858C0600,16,13,17,10,31,32,38,6,9,22,13,21,8,43,14,34,22,26,15
160464C0100,16,7,7,21,20,34,29,10,7,17,14,24,9,26,7,26,19,25,8
160925B0100,16,18,14,15,34,33,24,13,14,31,14,24,11,27,10,25,32,24,7
162228B0100,16,9,12,9,28,29,19,10,6,26,10,23,5,19,8,27,18,19,10
160898C0300,16,18,18,21,28,28,20,10,12,28,15,25,10,20,8,27,29,22,9
