CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CNR,NULOS
080654C0100,8,6,4,8,36,0,1,13,1,51,10,17,6,25,35,13,1,4,0,31
080655B0100,8,15,3,11,56,1,0,9,6,75,29,17,11,21,38,31,5,8,2,36
080656B0100,8,15,4,11,46,1,1,9,1,63,20,23,10,26,33,15,3,7,2,21
080657B0100,8,6,4,10,42,0,1,4,1,46,14,13,6,8,29,11,5,8,3,13
080657C0100,8,6,5,7,24,0,1,7,4,46,20,13,3,14,31,11,3,4,1,33
080658B0100,8,15,4,13,46,0,0,5,3,60,27,17,14,21,37,15,7,12,3,15
080659B0100,8,15,6,10,63,0,2,4,2,46,24,23,8,22,38,16,9,15,1,21
080660B0100,8,6,4,14,32,0,0,6,2,34,14,12,9,22,26,9,6,5,1,19
080660C0100,8,6,2,10,19,0,0,5,2,43,24,14,9,11,27,10,3,4,2,15
080661B0100,8,15,3,10,31,0,1,5,2,55,33,29,9,23,43,16,4,11,1,26
080661C0100,8,15,1,10,44,1,2,6,1,59,19,14,10,25,40,22,5,8,0,26
080661C0200,8,15,7,10,38,1,0,7,2,67,36,13,11,22,42,24,5,9,1,27
080661C0300,8,15,11,15,49,0,4,10,4,60,37,21,8,19,37,17,6,10,4,19
080661C0400,8,15,2,9,46,0,3,8,2,56,27,18,14,21,48,9,7,12,6,23
080662B0100,8,8,6,10,33,1,1,8,3,50,18,17,8,28,32,14,5,7,1,24
080663B0100,8,8,2,8,40,0,3,6,4,55,19,15,9,20,29,15,4,7,0,24
080664B0100,8,8,5,17,34,0,0,9,1,52,20,15,6,27,26,11,3,5,3,23
080665B0100,8,8,3,7,35,0,1,5,4,37,15,10,4,11,25,10,7,5,1,15
080666B0100,8,17,5,11,36,0,1,6,3,58,29,33,8,19,48,26,4,9,1,28
080667B0100,8,8,3,7,46,0,0,4,4,48,25,11,5,14,31,16,0,7,3,23
080668B0100,8,17,3,14,55,0,0,4,8,74,44,19,12,16,45,20,7,14,1,29
080669B0100,8,17,8,10,38,0,1,12,4,64,30,24,11,14,25,13,3,4,4,17
080669C0100,8,17,4,11,44,1,4,9,5,62,29,12,11,14,44,9,4,9,3,26
080671B0100,8,17,6,14,54,0,1,10,5,70,28,16,10,34,39,25,5,8,0,27
080671C0100,8,17,6,11,49,0,1,14,5,66,31,18,12,23,43,15,7,9,0,30
080672B0100,8,17,5,8,33,0,4,6,6,57,22,4,9,25,33,16,3,7,2,22
080673B0100,8,17,4,14,43,0,4,7,6,71,29,10,10,21,38,13,8,13,3,24
080674B0100,8,8,6,10,34,0,1,11,3,52,23,17,8,12,24,12,2,8,0,25
080674C0100,8,8,3,7,38,0,0,6,1,56,24,17,7,13,28,6,1,5,2,18
080675B0100,8,15,11,11,55,1,1,10,2,79,39,21,12,28,45,20,3,8,5,29
080676B0100,8,6,7,7,25,0,2,6,1,47,25,9,7,14,22,11,0,2,1,22
080676C0100,8,6,4,13,32,1,2,5,2,50,16,13,11,11,22,6,2,6,1,19
080677B0100,8,15,6,16,50,0,2,4,2,74,41,13,6,22,39,20,7,13,2,26
080678B0100,8,15,4,14,50,1,3,13,0,53,28,18,9,24,42,19,4,17,1,42
080679B0100,8,6,5,9,32,1,3,6,1,33,15,11,5,13,29,9,1,3,2,13
080679C0100,8,6,3,11,34,0,4,8,0,43,24,15,6,12,32,14,4,10,1,15
080680B0100,8,15,6,19,52,1,2,12,1,64,34,22,17,29,34,19,5,11,0,23
080681B0100,8,15,10,8,61,1,2,11,5,59,38,16,15,27,47,15,7,13,2,28
080682B0100,8,15,2,9,42,0,1,6,3,59,26,17,7,16,37,11,6,12,0,34
080683B0100,8,17,10,14,40,0,0,6,3,61,27,15,17,32,31,15,3,6,4,28
080684B0100,8,8,4,12,25,0,1,5,3,43,18,9,10,14,22,10,5,6,0,18
080684C0100,8,8,3,8,32,0,1,3,0,31,26,9,7,18,22,14,1,3,0,24
080685B0100,8,8,9,5,40,0,0,4,3,47,25,14,4,21,40,7,5,3,1,27
080686B0100,8,17,2,9,37,1,1,7,3,52,23,19,11,19,26,19,4,7,2,27
080687B0100,8,17,10,10,53,0,2,6,2,53,28,16,12,15,23,13,2,3,3,22
080688B0100,8,8,3,8,38,0,4,2,2,38,16,7,9,12,27,15,2,4,0,25
080688C0100,8,8,4,14,34,0,0,4,0,40,27,13,14,20,23,14,4,5,0,12
080689B0100,8,17,3,16,53,0,4,11,3,61,31,20,10,20,41,20,6,8,2,28
080689C0100,8,17,5,12,46,0,1,9,3,54,28,16,14,21,35,13,8,8,1,27
080689C0200,8,17,9,13,58,1,1,3,3,56,26,21,14,24,37,16,3,11,1,22
080690B0100,8,8,4,12,21,0,1,3,5,39,22,10,7,11,30,7,2,4,2,19
080690C0100,8,8,4,9,28,0,1,9,2,34,27,15,6,10,26,10,1,2,2,17
080691B0100,8,8,3,8,26,0,1,8,3,59,26,13,10,14,26,12,2,5,3,28
080691C0100,8,8,7,8,32,1,3,3,2,51,30,15,12,11,34,9,5,1,3,21
080692B0100,8,17,3,9,35,2,2,6,5,56,35,14,11,17,37,16,2,3,4,25
080692C0100,8,17,4,11,46,0,0,5,3,70,31,18,12,22,42,14,2,5,3,28
080693B0100,8,17,6,15,60,0,0,5,6,65,33,21,10,34,51,14,7,8,1,30
080694B0100,8,8,5,8,42,0,3,7,4,51,23,12,10,19,30,8,5,7,0,19
080695B0100,8,8,2,10,42,0,1,8,4,55,28,16,7,21,30,14,0,3,1,24
080695C0100,8,8,8,9,35,0,1,4,4,59,35,9,10,13,30,15,4,13,3,17
080696B0100,8,15,6,14,52,0,1,15,4,63,26,13,8,21,33,25,3,6,1,17
080696C0100,8,6,2,10,37,0,2,7,3,50,19,20,12,16,33,11,1,4,0,26
080697B0100,8,15,8,15,46,0,2,6,1,45,26,24,11,25,28,15,5,7,3,25
080697C0100,8,15,4,13,46,0,1,3,3,61,29,14,6,29,41,15,3,4,3,24
080698B0100,8,6,3,8,35,0,0,9,0,43,18,10,10,19,34,11,7,12,2,21
080699B0100,8,6,6,11,36,0,0,5,2,27,16,8,6,17,20,14,5,7,3,24
080699C0100,8,6,4,7,25,0,0,9,3,40,23,11,7,14,21,9,4,8,3,27
080700B0100,8,15,6,15,41,0,2,5,2,71,35,23,11,28,52,11,4,9,0,40
080701B0100,8,15,5,10,48,0,2,11,3,45,30,18,10,18,44,13,4,6,1,25
080702B0100,8,15,5,14,63,0,0,11,1,56,35,22,11,26,39,16,3,4,0,30
080703B0100,8,6,3,9,43,0,0,3,1,53,24,16,10,18,25,8,5,5,1,21
080703C0100,8,6,2,11,38,1,0,8,1,49,29,17,8,23,26,18,4,5,2,17
080703C0200,8,6,3,10,27,0,2,4,0,49,22,15,9,18,33,13,4,3,1,25
080704B0100,8,6,4,14,25,0,0,5,2,30,23,9,9,16,30,17,1,6,1,21
080704C0100,8,6,3,6,35,0,0,4,2,42,25,16,5,15,25,8,4,3,1,14
080705B0100,8,15,7,10,43,0,2,6,6,54,23,15,14,27,30,12,2,9,3,17
080705C0100,8,15,6,17,47,1,4,7,2,55,24,18,11,22,31,15,5,8,1,21
080706B0100,8,15,1,11,45,0,0,2,4,70,32,9,9,28,41,20,3,8,2,25
080707B0100,8,15,2,12,38,1,2,6,4,66,29,19,13,24,38,16,5,6,1,30
080708B0100,8,6,5,11,41,0,0,2,4,51,22,16,9,20,30,15,5,8,2,16
080709B0100,8,15,7,13,44,0,1,10,3,70,28,13,11,20,34,19,3,5,2,23
080710B0100,8,15,6,15,53,0,2,3,2,64,34,14,11,25,40,21,6,8,2,30
080712B0100,8,8,6,9,38,0,1,7,1,40,26,12,8,17,32,19,4,2,3,23
080713B0100,8,17,8,7,40,0,2,12,2,61,21,11,5,26,36,14,4,5,2,32
080713C0100,8,17,4,10,49,0,0,4,2,55,32,18,15,15,39,12,7,4,0,23
080714B0100,8,17,5,16,45,1,5,11,2,63,32,11,14,16,46,16,2,11,1,32
080714C0100,8,17,4,12,53,0,2,6,6,77,36,23,15,29,31,12,7,7,0,34
080715B0100,8,17,6,18,48,0,3,10,4,70,36,21,10,30,50,23,4,10,0,24
080716B0100,8,8,7,14,47,0,1,3,5,47,33,14,8,20,27,18,4,10,1,33
080716C0100,8,8,6,9,33,1,0,7,0,64,28,15,8,23,35,12,3,6,2,16
080717B0100,8,17,9,20,47,1,3,8,1,79,32,24,15,29,47,19,6,9,2,26
080717C0100,8,17,6,10,76,1,2,10,6,70,29,23,10,32,44,17,1,7,4,26
080718B0100,8,17,5,14,44,0,2,11,2,71,39,17,12,17,40,19,7,9,2,22
080718C0100,8,17,3,13,42,1,2,9,6,67,35,15,12,22,58,17,4,9,2,26
080718C0200,8,17,4,14,37,0,0,7,4,71,28,16,9,19,31,25,5,6,2,26
080718C0300,8,17,7,12,47,0,0,11,2,72,28,17,8,21,36,13,9,9,1,32
080718C0400,8,17,5,16,46,0,2,9,5,54,33,21,11,20,35,14,2,8,1,25
080719B0100,8,17,4,11,40,0,1,9,7,59,25,18,5,29,37,17,7,5,1,25
080719C0100,8,17,9,14,49,0,0,4,3,62,36,13,7,18,36,14,4,9,0,20
080720B0100,8,6,12,10,34,0,3,3,1,45,21,18,5,16,26,15,4,4,0,24
080720C0100,8,6,6,10,35,0,0,6,4,39,24,16,11,16,21,9,8,5,1,17
080721B0100,8,6,3,12,32,0,0,4,1,38,26,9,9,14,20,9,3,3,2,13
080721C0100,8,6,3,7,39,0,1,6,2,35,24,10,5,8,10,8,3,5,0,14
080722B0100,8,6,5,6,34,1,3,3,2,48,21,9,7,13,26,16,4,6,1,9
080722C0100,8,6,5,9,34,0,1,7,0,48,27,10,9,21,29,13,2,2,2,19
080723B0100,8,6,2,6,27,0,1,4,2,44,18,14,15,9,18,10,4,6,2,26
080723C0100,8,6,3,6,31,0,0,6,4,44,19,7,8,19,25,14,3,2,0,17
080724B0100,8,6,5,5,31,1,3,1,3,43,22,17,9,22,27,11,1,2,2,16
080724C0100,8,6,3,3,34,0,2,6,2,48,22,15,13,22,29,11,1,4,1,22
080725B0100,8,15,9,12,43,0,1,11,1,46,23,13,9,28,41,20,6,7,6,27
080725C0100,8,15,6,8,49,0,1,6,4,54,24,14,10,18,29,14,8,7,1,24
080725C0200,8,15,4,9,41,1,0,5,2,67,36,21,8,22,32,22,1,9,5,26
080726B0100,8,15,3,15,40,0,0,6,3,59,20,12,4,22,30,13,9,12,2,22
080726C0100,8,15,5,9,51,0,1,6,3,56,33,17,7,13,28,12,2,4,1,21
080726C0200,8,15,12,9,44,0,1,3,8,52,31,15,10,23,34,10,3,5,1,25
080727B0100,8,6,4,17,29,0,2,6,1,50,24,12,5,23,36,14,9,6,1,15
080728B0100,8,15,4,15,39,0,1,9,6,42,35,17,9,16,36,20,6,10,4,18
080729B0100,8,6,8,12,38,0,3,9,5,51,13,7,12,18,27,11,3,5,2,21
080730B0100,8,6,2,10,30,0,0,6,4,45,17,14,10,15,25,6,5,2,2,16
080730C0100,8,6,5,8,27,1,0,4,5,35,18,15,7,14,27,5,3,5,1,17
080731B0100,8,15,9,12,41,0,2,8,2,54,28,10,13,23,41,16,4,3,0,30
080732B0100,8,15,5,4,38,0,1,9,2,53,26,21,14,13,32,13,6,7,2,23
080733B0100,8,15,4,11,41,0,0,4,2,54,24,16,14,22,35,18,5,9,1,32
080734B0100,8,6,7,8,42,0,0,5,3,48,23,16,10,18,25,15,7,4,1,24
080734C0100,8,6,5,12,43,0,1,9,1,46,25,16,6,14,21,13,7,6,3,27
080735B0100,8,15,9,13,46,1,0,8,2,66,31,22,14,15,43,12,3,8,2,36
080736B0100,8,15,4,9,38,0,0,7,4,53,28,20,11,21,36,17,4,4,2,36
080736C0100,8,15,7,14,32,0,2,4,2,63,25,18,8,14,31,15,5,9,1,21
080737B0100,8,15,5,13,37,0,4,9,0,73,25,20,13,26,43,23,4,7,1,30
080738B0100,8,6,4,8,32,0,1,8,1,43,20,11,8,18,29,11,3,12,2,14
080739B0100,8,8,0,7,49,0,1,4,1,43,22,14,6,12,33,20,6,4,0,23
080739C0100,8,8,5,7,42,1,0,7,1,42,15,16,14,28,22,7,3,9,1,18
080740B0100,8,17,7,12,42,0,2,5,2,52,37,21,6,28,37,20,8,4,3,26
080740C0100,8,17,7,14,49,0,2,7,1,55,15,14,12,16,36,16,6,6,3,20
080740C0200,8,17,11,20,40,0,1,9,4,50,34,13,12,22,43,12,3,8,1,21
080741B0100,8,15,6,15,57,1,0,5,3,53,26,15,14,12,31,6,3,4,1,19
080742B0100,8,6,4,9,32,1,0,8,3,53,22,13,8,17,28,13,5,4,4,25
080743B0100,8,15,5,9,45,1,5,10,1,60,31,19,5,19,27,22,6,10,0,27
080744B0100,8,15,10,16,49,0,2,7,3,47,30,18,14,21,37,28,4,11,2,30
080745B0100,8,6,2,7,26,0,1,5,3,36,18,10,9,11,26,8,4,4,2,11
080745C0100,8,6,3,10,35,0,0,6,1,43,22,7,4,17,24,8,2,3,4,19
080746B0100,8,6,3,9,38,0,0,5,2,31,13,17,8,13,20,14,5,3,2,15
080746C0100,8,6,2,4,30,0,0,3,2,52,21,6,7,10,26,15,2,5,1,22
080747B0100,8,15,3,13,41,1,0,11,3,77,24,11,15,21,31,13,6,5,3,25
080748B0100,8,6,4,4,26,0,2,5,4,40,12,10,11,15,32,13,2,4,1,14
080748C0100,8,6,5,6,37,0,0,3,1,41,17,12,5,15,21,7,2,2,1,13
080749B0100,8,6,4,9,43,0,3,5,2,49,32,16,11,26,33,14,6,8,0,29
080750B0100,8,6,7,9,37,0,0,7,1,51,27,17,4,10,29,10,2,2,1,23
080751B0100,8,6,8,16,42,0,1,1,8,45,22,14,8,18,34,12,4,3,0,19
080752B0100,8,6,6,4,26,0,2,6,1,42,18,10,5,18,23,11,1,5,0,18
080752C0100,8,6,6,4,31,0,1,8,1,33,20,12,5,15,26,14,1,1,1,13
080753B0100,8,15,10,8,44,1,0,8,6,45,27,19,8,22,26,21,7,9,1,24
080753C0100,8,15,8,8,50,0,0,6,1,53,39,15,9,21,29,14,5,3,1,26
080753C0200,8,15,5,13,46,1,3,6,3,60,29,17,8,17,27,15,3,11,3,31
080753C0300,8,15,5,11,51,0,1,2,1,54,24,22,6,32,27,14,9,8,0,20
080754B0100,8,15,7,8,68,1,0,6,4,54,35,17,14,24,51,15,5,9,1,28
080754C0100,8,15,5,10,50,0,3,7,3,73,29,13,5,27,35,15,4,10,1,35
080754C0200,8,15,6,12,46,0,3,12,2,63,41,16,12,19,37,24,3,8,0,32
080754C0300,8,15,8,13,50,1,4,6,5,64,27,19,13,28,40,8,3,8,4,27
080754C0400,8,15,6,20,51,1,1,4,4,60,28,22,10,22,43,14,5,10,2,26
080754C0500,8,15,9,12,51,1,2,6,2,87,39,16,16,25,32,15,4,11,2,32
080754C0600,8,15,10,17,49,0,3,9,6,61,29,9,9,26,42,18,6,5,4,28
080754C0700,8,15,6,16,57,1,2,7,4,67,33,16,15,32,45,12,5,4,1,23
080754C0800,8,15,7,9,45,1,1,10,3,68,26,22,23,16,35,25,3,11,3,25
080755B0100,8,6,2,9,37,0,0,2,2,44,20,9,13,12,28,10,6,5,1,19
080756B0100,8,6,3,9,38,0,3,2,2,40,26,8,9,22,23,15,5,5,2,23
080756C0100,8,6,5,11,26,0,1,5,0,39,21,13,7,15,26,9,4,10,0,22
080757B0100,8,6,3,9,28,0,1,3,0,37,24,12,6,21,24,11,5,4,0,18
080757C0100,8,6,4,7,32,0,2,3,0,44,30,10,5,13,19,7,4,3,1,14
080758B0100,8,6,5,7,41,0,1,4,2,53,17,14,11,18,30,15,3,6,0,20
080758C0100,8,6,5,3,41,0,1,8,2,54,21,14,10,24,31,9,5,5,2,21
080759B0100,8,6,3,9,47,1,1,9,3,38,18,22,11,33,32,18,3,9,1,22
080759C0100,8,6,6,6,38,0,2,8,2,52,29,19,7,15,36,13,5,5,3,16
080760B0100,8,15,4,17,36,1,3,8,3,60,31,24,12,21,42,18,6,6,1,21
080760C0100,8,15,7,13,49,0,2,10,2,59,33,25,9,28,36,18,6,5,5,30
080761B0100,8,15,4,13,35,1,1,5,5,60,27,19,14,18,36,10,4,10,4,26
080761C0100,8,15,9,10,49,0,0,3,5,71,32,25,10,15,35,13,3,6,1,22
080762B0100,8,6,9,7,28,0,1,3,1,54,22,10,6,16,24,11,3,4,1,19
080762C0100,8,6,2,4,42,0,1,3,2,40,25,10,4,16,26,21,2,6,0,20
080763B0100,8,6,4,16,32,0,2,8,1,28,22,10,9,6,27,18,3,2,1,21
080763C0100,8,6,1,4,33,0,0,5,2,48,15,12,5,11,24,15,1,4,0,12
080764B0100,8,6,2,14,38,0,5,4,1,47,24,15,13,9,36,19,5,4,3,32
080765B0100,8,15,5,12,42,0,0,9,0,55,31,12,10,21,25,9,6,6,3,31
080766B0100,8,6,4,6,35,0,0,3,0,37,20,11,7,10,25,11,2,4,0,15
080766C0100,8,6,3,7,34,0,1,4,0,42,24,12,7,16,33,10,3,1,1,20
080767B0100,8,17,9,15,52,2,0,6,3,69,27,16,9,22,38,15,3,7,1,22
080767C0100,8,17,2,7,42,0,3,11,5,58,30,27,10,26,45,19,6,8,1,30
080768B0100,8,17,7,20,37,0,2,8,2,54,24,15,8,26,33,15,3,4,1,21
080768C0100,8,17,4,13,50,0,1,10,3,56,24,23,13,10,27,12,7,7,1,26
080769B0100,8,15,4,12,43,0,4,10,0,67,37,19,9,26,35,15,4,6,2,34
080770B0100,8,6,4,9,52,0,2,2,6,41,26,11,6,19,40,16,5,2,1,22
080771B0100,8,6,3,6,43,0,1,5,3,40,15,12,5,18,29,7,5,5,2,22
080771C0100,8,6,2,10,38,0,0,4,4,28,19,12,9,24,20,12,0,7,3,25
080772B0100,8,6,4,9,38,0,2,2,2,45,25,16,6,17,25,12,7,8,0,11
080772C0100,8,6,8,15,35,0,0,3,4,45,23,10,13,22,30,13,4,5,3,24
080773B0100,8,6,2,5,33,1,0,4,3,54,14,16,9,18,18,11,3,9,0,23
080773C0100,8,6,3,6,26,1,0,7,1,34,18,15,6,19,28,11,3,6,1,19
080774B0100,8,15,9,12,39,0,1,7,1,48,28,20,8,20,41,15,3,3,1,27
080774C0100,8,15,6,9,45,0,1,6,1,62,24,17,12,19,40,11,1,7,1,25
080775B0100,8,15,2,11,47,0,0,12,3,55,40,14,10,20,37,15,6,8,3,30
080775C0100,8,15,5,8,49,0,3,7,2,61,22,16,12,29,45,17,4,8,1,20
080776B0100,8,6,3,4,23,0,0,2,0,33,16,11,5,9,15,6,2,3,2,12
080777B0100,8,6,6,8,31,0,1,7,1,43,22,14,10,21,26,19,3,7,1,29
080777C0100,8,6,8,12,41,0,1,6,1,53,27,7,7,21,32,15,3,7,2,20
080778B0100,8,15,1,12,38,0,1,7,3,54,20,16,18,30,37,9,3,4,1,14
080778C0100,8,15,3,15,47,0,1,5,3,41,35,8,9,23,24,16,3,8,2,25
080779B0100,8,15,4,11,43,0,0,4,1,58,23,8,4,19,31,14,4,10,0,23
080779C0100,8,15,11,6,38,0,5,9,4,64,33,7,13,25,27,19,4,7,1,21
080780B0100,8,15,9,6,52,1,4,8,2,69,35,16,14,24,38,16,7,7,1,29
080781B0100,8,6,9,10,43,0,3,7,3,45,27,15,7,21,36,16,1,7,0,21
080782B0100,8,6,1,8,33,1,1,3,1,50,12,9,7,10,23,9,2,2,2,23
080782C0100,8,6,8,8,31,1,0,5,0,39,12,13,6,11,25,2,3,9,0,16
080783B0100,8,15,2,8,40,1,0,8,3,61,30,15,5,17,34,11,2,7,2,22
080784B0100,8,15,7,11,59,1,2,9,3,56,38,20,11,23,46,26,6,10,2,31
080785B0100,8,17,4,8,44,1,2,4,3,61,26,22,11,24,31,16,7,5,3,24
080785S0100,8,8,16,17,82,1,3,11,8,119,58,26,23,56,64,35,8,12,2,57
080786B0100,8,8,2,12,32,0,2,9,3,43,22,22,7,12,18,13,5,5,2,15
080787B0100,8,17,5,15,49,0,0,3,0,59,25,17,12,22,28,19,3,5,0,26
080787C0100,8,17,5,8,44,0,2,6,5,57,25,12,8,22,37,17,5,3,2,22
080788B0100,8,17,6,10,44,0,1,5,3,66,32,12,12,17,47,8,5,7,3,20
080788C0100,8,17,3,15,45,1,4,2,3,57,26,16,8,21,38,17,7,13,1,21
080789B0100,8,8,1,13,34,0,2,11,1,49,14,13,5,15,19,9,3,9,1,13
080789C0100,8,8,3,10,26,0,1,4,1,40,19,10,7,10,29,9,2,6,0,18
080790B0100,8,8,3,7,32,0,2,8,4,37,20,15,8,14,25,9,4,3,0,23
080790C0100,8,8,4,2,40,0,2,6,2,53,18,12,10,8,29,8,0,4,1,15
080791B0100,8,17,4,8,42,0,1,4,3,54,34,16,10,24,36,18,3,9,2,25
080792B0100,8,8,3,14,28,0,1,1,5,43,24,17,3,22,31,10,0,5,1,12
080792C0100,8,8,6,10,34,0,0,6,4,51,28,19,7,19,31,18,4,6,1,27
080793B0100,8,8,1,6,28,0,0,9,4,49,13,14,5,10,17,10,2,8,2,16
080793C0100,8,8,4,7,32,0,1,3,1,32,16,10,6,16,17,12,4,3,0,10
080794B0100,8,8,2,8,26,0,2,8,4,35,18,14,13,9,23,7,4,10,0,13
080795B0100,8,6,6,10,33,0,1,4,4,41,19,8,6,15,27,8,5,3,1,26
080795C0100,8,6,4,15,33,0,2,10,6,36,11,14,6,14,38,7,3,7,1,27
080796B0100,8,15,7,13,46,0,3,6,0,61,25,17,6,23,30,16,1,11,2,20
080797B0100,8,6,11,8,31,0,1,7,7,40,25,15,12,20,33,16,5,7,1,18
080798B0100,8,15,6,11,38,0,2,6,2,64,33,18,15,34,37,20,3,8,1,23
080799B0100,8,6,3,5,40,0,1,1,1,54,25,8,7,16,21,13,3,13,1,21
080800B0100,8,6,2,3,30,0,2,9,4,48,30,14,6,23,39,12,8,8,1,25
080800C0100,8,6,5,13,38,0,1,4,1,66,27,18,9,17,28,16,1,5,0,15
080800S0100,8,6,9,16,100,0,2,21,5,102,55,33,23,54,77,32,11,18,2,42
080801B0100,8,15,5,10,50,0,4,7,4,62,26,21,7,15,41,7,3,11,1,21
080801C0100,8,15,5,16,46,0,1,11,3,60,36,20,13,22,38,13,7,5,3,21
080802B0100,8,6,1,4,35,0,3,11,1,49,27,14,7,17,38,13,5,4,1,23
080803B0100,8,6,5,15,29,0,1,6,5,45,16,8,10,18,29,10,1,6,4,21
080804B0100,8,6,6,13,28,0,2,3,6,56,14,13,6,21,35,12,2,9,3,19
080804C0100,8,6,6,5,43,0,0,4,0,39,20,17,4,21,34,8,2,1,1,23
080805B0100,8,15,12,19,61,3,1,8,3,82,26,26,14,15,38,22,4,6,2,39
080805C0100,8,15,4,14,46,0,0,14,2,76,27,24,9,41,59,22,5,6,1,29
080805C0200,8,15,6,9,52,0,4,7,1,71,33,23,13,19,38,17,7,17,2,41
080805C0300,8,15,5,17,54,0,3,10,1,66,35,24,14,29,38,17,3,10,3,32
080805C0400,8,15,11,15,64,0,3,7,2,71,36,19,21,25,44,26,3,14,2,28
080805C0500,8,15,12,15,53,1,3,13,5,69,34,20,20,19,34,26,5,7,1,41
080805C0600,8,15,7,14,62,0,3,4,3,90,36,23,12,22,44,16,4,10,3,40
080805C0700,8,15,8,13,46,0,1,6,3,93,36,16,15,33,53,13,5,5,1,30
080805C0800,8,15,11,18,65,1,3,7,4,77,36,19,10,27,44,17,4,6,0,31
080805C0900,8,15,5,12,55,0,1,6,5,69,33,23,8,21,40,21,7,9,1,37
080805C1000,8,15,12,11,64,0,4,7,6,75,30,20,13,24,41,31,6,4,3,38
080805C1100,8,15,7,15,57,1,2,16,1,76,35,16,14,34,50,22,5,6,2,27
080806B0100,8,15,2,3,42,0,2,3,7,46,29,18,12,22,48,18,6,8,2,23
080806C0100,8,15,7,9,38,0,0,2,2,60,28,12,14,10,45,16,3,6,0,30
080807B0100,8,6,3,9,36,0,2,4,3,48,25,14,7,12,28,8,3,2,1,27
080807C0100,8,6,6,5,40,0,2,4,0,51,26,13,16,22,31,19,2,5,1,20
080808B0100,8,6,3,5,31,1,1,5,0,39,27,11,7,18,30,13,4,7,2,20
080808C0100,8,6,7,6,27,0,1,5,1,41,18,9,10,16,26,10,1,7,1,18
080809B0100,8,15,7,11,51,0,2,10,1,75,39,29,14,22,35,25,5,10,1,22
080810B0100,8,15,6,16,37,0,0,6,9,63,28,27,10,23,43,21,10,12,2,34
080811B0100,8,8,1,4,19,1,0,2,1,22,21,6,5,10,12,5,4,4,1,16
080812B0100,8,8,3,7,34,0,3,3,2,52,25,16,11,18,19,10,1,7,1,22
080813B0100,8,17,8,15,59,0,1,9,6,59,31,20,9,28,36,21,3,8,3,28
080814B0100,8,17,7,19,57,0,0,7,6,68,31,20,14,27,46,23,5,13,1,26
080815B0100,8,8,4,8,30,0,1,9,0,39,22,10,6,14,19,9,2,2,1,27
080816B0100,8,8,4,13,31,0,2,5,4,59,29,15,6,14,29,15,5,5,3,12
080817B0100,8,6,3,11,32,0,2,3,2,42,19,7,8,17,32,14,4,4,3,21
080817C0100,8,6,4,4,29,0,1,7,3,39,26,9,9,13,20,7,3,6,0,13
080818B0100,8,15,9,10,45,0,2,4,2,53,22,16,9,19,33,14,5,4,2,23
080819B0100,8,6,4,10,31,0,1,5,2,34,22,11,4,12,24,9,2,5,1,12
080819C0100,8,6,1,6,35,0,0,6,1,44,13,13,5,10,22,16,2,9,1,16
080820B0100,8,15,7,18,38,0,0,7,0,54,22,13,12,21,34,15,6,11,0,26
080822B0100,8,15,5,4,31,2,4,4,6,55,25,10,12,22,40,15,6,5,0,21
080823B0100,8,15,8,12,50,0,3,8,2,65,38,16,14,18,34,18,7,7,2,31
080823C0100,8,15,4,14,60,0,0,3,4,74,36,24,12,21,43,17,2,10,3,23
080823C0200,8,15,10,13,53,2,2,6,3,77,40,17,22,23,46,16,7,4,1,21
080824B0100,8,6,4,5,39,0,0,1,2,40,24,9,4,13,31,5,4,4,4,15
080824C0100,8,6,8,7,23,0,1,6,1,38,16,8,8,5,25,8,0,4,1,21
080825B0100,8,15,8,13,42,0,1,6,1,83,32,21,10,34,39,23,9,9,0,41
080826B0100,8,6,11,7,33,0,1,4,1,48,29,9,8,15,22,15,6,4,0,15
080826C0100,8,6,11,10,33,1,2,6,0,50,23,11,6,13,29,15,6,6,1,16
080827B0100,8,6,3,5,26,0,1,3,2,43,16,7,2,14,19,9,2,4,1,18
080827C0100,8,6,6,2,30,0,0,5,1,26,9,12,6,19,24,15,4,8,2,17
080828B0100,8,15,5,17,39,0,1,7,6,59,37,11,8,23,38,22,3,9,5,26
080829B0100,8,6,4,6,34,0,2,7,3,36,21,14,10,16,30,8,5,1,1,21
080829C0100,8,6,3,16,41,0,3,3,2,37,16,21,10,11,29,12,6,7,1,18
080830B0100,8,15,9,12,40,1,2,3,3,81,34,21,10,27,42,19,3,13,1,28
080830S0100,8,6,11,18,86,1,1,16,7,108,58,31,22,38,79,38,9,18,2,53
080831B0100,8,6,4,10,40,0,4,6,5,44,34,8,9,15,29,9,2,6,2,26
080832B0100,8,15,5,5,41,1,1,10,1,60,18,12,9,27,37,16,1,11,3,19
080833B0100,8,15,5,10,39,0,0,9,3,45,30,10,9,21,37,12,2,2,2,25
080834B0100,8,6,2,8,30,0,1,3,4,28,16,11,11,16,18,8,4,5,1,13
080835B0100,8,6,3,12,40,0,1,7,3,41,22,9,9,13,23,16,4,2,2,24
080836B0100,8,6,6,2,36,0,1,5,2,39,22,12,8,13,15,12,5,2,1,17
080836C0100,8,6,9,7,30,1,1,8,1,33,17,10,8,11,25,9,3,7,4,26
