CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PES,RSP,FPM,CNR,NULOS
320463C0200,32,7,1,2,8,11,4,2,2,9,2,0,12,2,15,16,4,13,4,1,30,19,5,6,3,10,77,1,2,0,8,19,14
320510C0400,32,7,0,0,15,19,7,0,2,9,0,0,6,2,21,10,2,10,7,1,27,25,5,2,3,10,66,3,1,0,2,21,7
321905B0100,32,7,0,2,21,28,5,2,1,13,2,4,12,2,29,8,2,7,5,2,26,23,5,4,10,6,75,3,2,0,3,11,13
320470S0100,32,7,1,0,25,44,5,2,5,12,8,6,16,3,41,21,15,17,13,2,53,43,17,2,19,14,137,5,4,0,10,39,14
320785B0100,32,7,1,1,12,21,6,3,6,11,0,1,5,2,28,10,5,15,1,1,41,26,5,5,5,11,86,3,0,0,3,19,11
320507C0900,32,7,3,1,13,28,2,0,2,19,3,2,7,3,16,8,9,5,6,3,33,20,4,3,14,8,82,4,7,0,6,25,18
320283B0100,32,8,1,0,2,11,0,3,1,7,1,2,6,1,12,8,4,7,4,2,23,11,1,0,1,3,52,1,2,0,4,12,10
320327B0100,32,8,1,1,3,4,0,0,0,5,0,1,7,0,3,2,3,4,1,0,1,4,0,1,1,2,16,0,0,0,1,4,3
320125B0100,32,8,2,2,8,13,1,0,1,3,1,2,6,2,6,7,2,1,2,0,15,20,4,1,4,3,30,1,0,0,0,23,6
320064B0100,32,8,0,1,14,9,1,1,0,6,1,1,7,4,21,4,8,6,5,0,23,22,1,0,8,7,43,3,3,0,2,13,10
321267B0100,32,8,1,0,9,7,3,1,2,4,2,1,3,0,16,4,3,9,1,2,15,13,4,0,4,5,48,3,0,0,3,8,9
321344B0100,32,8,0,0,6,13,0,0,1,8,0,0,6,5,15,5,3,6,4,0,19,8,7,2,3,6,37,3,1,0,2,11,11
320122B0100,32,8,2,0,7,8,0,0,3,7,3,0,4,0,9,1,4,3,4,2,18,12,6,2,1,4,45,1,2,0,3,14,3
321268B0100,32,8,1,1,16,31,5,3,2,10,4,2,10,2,22,18,7,14,10,2,44,22,7,1,4,10,76,3,3,0,4,26,7
320069C0100,32,8,1,0,7,13,3,0,4,9,2,0,9,1,12,5,2,5,3,2,22,17,3,2,2,5,42,3,0,0,1,11,11
320320B0100,32,8,0,0,4,5,0,1,1,6,2,0,3,0,3,2,0,3,3,0,7,4,1,0,1,1,18,0,2,0,0,4,0
321367B0100,32,8,1,1,1,6,1,0,0,4,3,0,1,4,6,2,2,2,1,2,18,8,3,5,0,0,21,2,2,0,2,7,7
320381B0100,32,8,1,2,9,19,2,0,3,3,1,1,4,6,13,7,2,8,4,2,31,21,7,0,7,4,50,0,5,0,1,17,7
321309C0100,32,8,0,0,13,12,4,1,1,11,4,1,2,2,14,7,2,14,6,3,32,23,5,2,2,6,56,1,1,0,5,10,6
321274C0100,32,8,0,2,9,12,1,1,0,7,1,0,3,0,15,7,4,9,4,0,14,16,4,1,5,7,48,5,1,0,10,10,8
320297B0100,32,8,2,0,11,13,1,1,0,3,1,1,1,2,10,3,1,6,3,0,20,17,2,0,4,2,33,1,0,0,2,7,3
320125E0100,32,8,1,1,0,3,2,0,1,4,1,0,5,1,7,5,1,3,2,0,9,5,4,1,0,1,19,1,0,0,2,7,1
320060B0100,32,8,1,0,2,6,1,0,0,1,0,0,1,0,3,3,0,2,0,1,4,0,2,1,2,1,17,2,1,0,3,2,2
320251B0100,32,8,3,1,8,25,3,1,0,14,4,1,7,3,22,15,7,15,12,0,30,27,3,2,12,8,88,3,1,0,8,18,15
321316B0100,32,8,1,0,5,13,1,1,2,12,5,4,5,1,9,5,2,4,3,2,20,10,2,0,7,5,38,1,2,0,1,7,2
320258B0100,32,8,0,0,3,11,3,2,3,4,1,2,4,0,10,6,2,1,1,1,11,7,1,1,1,4,18,0,0,0,1,7,5
321319B0100,32,8,0,1,10,21,3,2,2,14,2,1,5,4,21,9,3,4,7,3,27,25,6,4,12,8,71,1,6,0,2,22,12
321347B0100,32,8,2,1,11,16,3,0,1,5,2,2,3,1,17,6,4,7,8,0,13,12,3,2,4,5,51,2,2,0,3,10,5
320280B0100,32,8,0,0,6,9,1,1,2,2,5,1,4,1,17,2,4,7,6,1,24,11,2,2,4,5,41,1,1,0,2,6,6
320717B0100,32,8,0,1,4,7,2,0,0,3,0,0,3,1,3,6,2,4,2,2,9,6,1,2,1,2,15,0,0,0,3,4,1
320124E0100,32,8,0,1,7,4,3,3,1,3,1,0,3,2,6,1,4,2,1,2,5,7,4,0,4,0,13,0,0,0,1,4,2
320241B0100,32,8,0,1,4,9,2,0,0,6,0,2,4,0,11,2,3,3,4,0,10,10,4,1,1,5,23,3,1,0,2,8,3
320313B0100,32,8,0,1,4,11,1,1,0,7,1,2,5,2,5,6,1,5,5,1,13,12,3,2,2,5,35,1,0,0,2,12,2
320383B0100,32,8,2,0,3,4,0,0,0,8,0,0,2,1,4,1,2,2,3,0,8,5,0,1,4,3,11,2,0,0,2,3,1
321752B0100,32,9,0,0,1,4,2,0,1,1,2,0,4,0,6,2,3,3,2,0,12,8,1,0,2,3,16,0,0,0,0,3,2
321425B0100,32,9,0,0,1,7,2,0,1,1,1,0,1,2,7,3,1,1,1,1,6,6,2,1,0,1,13,2,1,0,0,4,2
321473B0100,32,9,0,0,4,5,2,0,0,2,3,1,4,0,6,1,1,1,2,0,3,4,1,0,2,2,12,1,0,0,0,5,5
321763B0100,32,9,1,0,3,4,1,0,0,2,2,0,2,1,5,1,0,3,0,0,5,3,0,0,3,1,12,0,0,0,0,4,4
320662B0100,32,9,3,1,0,1,0,0,0,2,1,1,0,1,3,1,2,5,2,0,5,5,0,0,2,0,22,1,1,0,0,4,3
321545B0100,32,9,0,0,6,4,1,0,0,6,0,1,6,0,10,2,1,3,1,0,9,14,3,1,3,4,30,2,1,0,5,8,6
320936B0100,32,9,0,0,4,7,2,0,1,2,0,0,2,2,5,1,1,3,2,2,10,12,3,2,4,1,22,1,0,0,2,3,3
320360B0100,32,9,0,0,3,11,1,1,0,5,1,0,7,3,7,0,1,0,4,1,10,11,1,0,3,3,38,0,3,0,3,7,5
320687B0100,32,9,0,1,5,8,0,0,0,7,0,0,2,1,7,2,3,6,0,0,8,8,2,2,2,3,20,1,1,0,1,4,5
321079B0100,32,9,1,1,2,6,3,0,0,5,2,1,2,1,2,2,1,1,3,0,10,11,1,0,1,0,27,0,0,0,2,6,5
321438B0100,32,9,0,1,3,3,2,0,0,4,0,1,2,2,8,3,1,5,2,2,15,9,1,4,3,0,23,3,0,0,3,7,7
321562B0100,32,9,3,0,7,13,4,1,0,8,2,3,5,1,14,12,4,6,3,3,25,15,4,2,9,12,66,2,2,0,3,10,4
321476B0100,32,9,2,0,5,5,0,1,0,3,1,1,4,0,5,2,3,2,4,1,4,3,1,0,5,1,16,0,0,0,2,2,2
320688B0100,32,9,2,1,9,12,4,1,1,6,1,1,4,3,7,4,0,3,3,2,19,11,2,1,3,5,37,2,1,0,1,9,7
321018B0100,32,9,1,1,4,7,3,0,1,3,0,3,2,0,5,5,1,8,4,2,14,13,3,3,3,5,23,0,0,0,5,6,4
321452B0100,32,9,1,1,14,15,1,3,1,7,3,4,5,2,12,9,4,6,3,1,25,18,5,2,4,9,47,2,1,0,4,13,5
321760B0100,32,9,0,0,2,9,1,0,1,3,1,1,3,0,7,4,1,3,2,3,6,9,1,2,0,0,26,0,1,0,6,6,3
321736B0100,32,9,3,4,9,9,0,0,2,10,3,1,3,0,12,6,1,11,4,3,13,16,5,2,5,8,41,1,0,0,5,15,7
321750B0100,32,9,0,0,1,7,0,0,2,2,2,0,4,2,7,2,3,3,7,0,8,8,1,1,2,2,18,1,0,0,2,2,5
320559B0100,32,9,2,1,6,11,1,0,1,5,0,0,6,4,11,4,3,4,3,1,19,14,4,0,4,9,29,4,1,0,5,6,6
321405B0100,32,9,0,1,8,10,3,0,0,5,2,2,2,1,8,3,1,3,2,0,17,7,2,0,1,5,31,3,0,0,2,4,1
321385B0100,32,9,2,2,14,21,2,0,1,14,5,2,9,3,27,7,4,10,9,1,30,23,7,3,5,9,58,1,4,0,5,20,16
320601B0100,32,9,0,0,3,6,0,1,1,7,1,0,6,1,5,7,4,5,2,1,11,12,3,0,1,5,41,1,2,0,8,13,6
320931B0100,32,9,0,0,5,10,0,0,1,3,0,0,2,0,12,7,1,4,2,1,19,9,2,2,0,2,30,1,1,0,2,8,1
321561B0100,32,9,1,2,8,9,2,0,1,9,0,0,5,2,22,6,5,12,6,0,19,17,5,2,5,3,65,3,3,0,1,20,6
320679B0100,32,9,0,2,6,18,3,0,2,8,2,2,6,1,12,11,2,4,7,0,24,14,3,1,6,2,44,1,0,0,3,9,12
321742B0100,32,9,2,2,6,9,2,1,1,6,1,1,1,0,9,4,1,3,3,1,12,12,1,4,1,2,27,0,2,0,2,4,7
321542B0100,32,9,2,0,5,3,0,0,0,3,1,1,1,0,6,1,0,3,2,0,8,7,0,0,0,2,16,0,0,0,1,3,1
320754B0100,32,9,1,0,2,9,1,1,0,2,0,0,2,2,3,4,2,1,2,2,10,4,1,0,0,3,14,2,0,0,0,7,0
320685B0100,32,9,0,0,3,5,2,0,1,4,1,0,3,3,9,3,1,0,5,1,10,15,2,3,3,5,29,0,2,0,0,9,9
320964E0100,32,9,0,0,5,2,1,0,0,1,1,0,3,0,0,1,1,1,1,1,5,5,1,1,2,0,10,0,0,0,0,4,2
321740B0100,32,9,0,1,13,9,4,0,1,13,3,2,9,1,14,4,3,8,2,2,12,13,1,1,4,11,55,5,0,0,3,11,9
320586B0100,32,9,0,1,4,8,0,0,0,6,1,0,4,0,8,1,0,4,3,0,9,7,1,0,5,5,20,2,1,0,4,2,5
320596B0100,32,9,0,1,9,13,2,1,0,7,1,2,4,2,16,8,8,2,4,0,22,13,5,5,4,7,59,2,1,0,4,14,8
320925B0100,32,9,0,0,1,8,0,0,0,0,2,0,1,1,2,4,0,3,0,1,5,3,1,0,1,0,11,2,2,0,0,2,0
321019B0100,32,9,0,1,4,7,2,0,0,5,0,0,2,2,5,4,3,8,2,1,16,8,4,3,1,7,32,3,0,0,2,4,2
320583B0100,32,9,3,2,14,23,1,1,1,12,6,6,9,4,30,9,4,9,10,3,53,30,7,3,10,17,65,2,0,0,3,17,16
320369B0100,32,9,2,1,8,24,6,2,1,6,1,0,3,0,15,10,0,7,4,1,20,18,6,4,6,8,45,2,0,0,3,14,7
321547B0100,32,9,1,0,1,3,2,0,0,2,2,0,3,0,4,2,0,5,3,0,5,9,2,0,3,2,20,0,2,0,0,6,4
320681B0100,32,9,0,0,2,5,0,0,1,3,0,1,0,0,7,2,0,1,2,0,8,3,2,1,1,1,12,4,0,0,0,4,5
320879B0100,32,9,0,0,2,5,0,0,1,4,0,0,2,3,3,1,4,7,1,0,7,6,2,0,2,5,22,1,1,0,2,8,1
321578B0100,32,9,2,1,6,16,2,0,1,11,1,0,4,3,21,8,6,2,6,4,22,31,4,3,13,10,85,0,0,0,4,18,13
320106C0100,32,9,0,1,7,13,3,4,0,7,3,3,0,1,17,8,3,8,4,3,21,14,5,1,7,7,54,1,5,0,6,11,8
320024B0100,32,9,2,0,9,9,1,2,1,7,1,3,5,0,12,3,5,6,3,0,23,15,6,2,7,5,59,1,4,0,1,13,8
321550B0100,32,9,0,0,3,4,1,0,0,1,1,0,2,0,4,4,2,2,1,0,7,3,2,0,2,2,18,0,0,0,0,5,3
321430C0100,32,9,0,1,4,17,0,1,1,7,2,0,6,1,15,2,7,5,1,1,20,17,6,2,4,8,62,1,1,0,5,9,12
321052B0100,32,9,0,2,7,8,1,0,1,12,5,1,4,2,13,10,4,6,5,0,23,10,7,2,11,5,44,2,1,0,5,17,13
320929B0100,32,9,1,0,3,10,1,0,0,3,0,1,3,1,7,2,1,0,4,0,9,10,2,2,1,3,21,0,1,0,0,7,4
320588B0100,32,9,0,0,2,8,1,1,0,3,0,0,7,2,3,3,1,2,1,1,9,12,3,3,2,5,23,3,0,0,3,10,2
321475B0100,32,9,1,2,7,11,1,0,0,4,2,1,1,1,5,1,3,3,3,0,12,9,2,2,5,3,27,0,1,0,5,4,4
320556B0100,32,9,2,0,3,5,2,0,0,2,3,0,1,0,2,3,2,1,0,0,9,4,0,1,0,1,22,0,1,0,1,3,2
321443B0100,32,9,0,1,10,14,0,0,0,11,1,0,4,3,5,6,5,8,1,0,23,16,1,1,6,6,35,1,1,0,1,7,9
321485B0100,32,9,3,3,15,23,5,0,2,7,4,3,7,5,24,11,7,13,10,1,33,30,9,3,8,14,72,5,0,0,1,16,14
321563B0100,32,9,0,0,7,13,0,2,1,11,3,1,5,2,8,6,2,3,4,2,20,14,2,1,3,5,46,1,2,0,8,8,5
321076B0100,32,9,0,0,8,16,2,1,1,4,4,1,2,3,8,3,0,3,3,0,17,13,4,2,6,4,42,2,3,0,4,10,4
321421B0100,32,9,0,1,6,2,1,0,0,3,0,0,3,2,3,1,0,2,2,0,7,2,1,0,1,2,13,0,1,0,0,4,2
320109B0100,32,9,1,2,8,13,0,1,2,5,1,1,6,4,12,2,3,4,3,0,15,20,4,0,6,5,48,1,3,0,2,16,8
320604B0100,32,9,0,0,12,16,4,1,0,2,4,1,7,4,18,10,3,7,9,4,25,20,8,1,6,7,63,3,1,0,3,11,11
321652B0100,32,10,0,1,10,12,1,0,2,6,2,2,6,4,11,6,2,8,5,2,31,11,2,2,8,3,51,1,1,0,3,13,9
321648B0100,32,10,0,0,2,4,0,0,0,2,1,0,3,0,3,5,2,1,2,1,8,3,0,0,0,2,15,0,0,0,1,4,4
321647B0100,32,10,1,0,0,3,0,0,1,3,1,1,2,2,6,2,1,4,2,0,8,8,1,0,4,1,14,1,1,0,2,2,2
321643B0100,32,10,1,0,8,13,3,0,0,11,2,2,5,2,10,3,1,6,4,0,10,18,4,1,6,5,54,5,0,0,2,11,8
320895C0100,32,10,0,1,5,15,0,0,0,9,2,1,8,1,15,7,6,9,2,2,24,21,0,1,8,8,62,3,1,0,3,11,10
320846B0100,32,10,1,1,6,6,0,0,1,2,0,0,2,0,2,4,2,0,2,0,10,4,0,1,2,4,12,1,0,0,1,3,3
320813B0100,32,10,1,0,7,6,1,0,1,4,2,0,1,2,5,3,0,0,4,2,12,10,6,2,3,3,30,2,1,0,3,7,9
321229B0100,32,10,1,3,16,25,6,1,4,15,2,0,8,6,24,5,6,17,7,6,43,30,7,2,9,8,81,3,2,0,12,23,11
321611C0100,32,10,2,1,17,12,1,3,1,12,4,3,5,2,8,2,4,8,9,0,25,14,4,2,2,5,41,1,3,0,8,11,10
320844B0100,32,10,1,0,3,7,2,1,1,8,2,1,2,0,3,6,1,4,4,1,14,5,5,2,4,1,31,1,2,0,2,5,6
321249B0100,32,10,2,0,7,11,2,0,2,7,3,0,8,0,8,6,4,5,3,2,33,8,2,3,6,5,44,2,1,0,7,12,8
321227C0100,32,10,0,1,16,19,2,0,0,12,1,1,4,4,17,9,2,4,2,1,27,11,4,2,4,4,43,2,2,0,5,12,3
321650B0100,32,10,0,0,4,9,2,0,0,5,1,1,3,1,13,7,1,2,3,0,19,10,1,4,6,4,27,2,2,0,1,11,6
321639C0100,32,10,1,1,8,12,3,0,2,12,1,1,3,0,17,7,2,4,4,0,24,17,4,2,5,7,52,2,1,0,5,14,4
321228B0100,32,10,1,4,11,22,4,1,2,8,2,0,8,1,17,12,5,7,7,2,35,25,7,3,6,8,61,1,1,0,8,14,9
320843B0100,32,10,1,0,7,7,2,0,0,5,2,0,0,2,1,1,4,4,1,1,7,1,2,2,0,1,11,1,0,0,0,7,2
321640C0200,32,10,1,0,7,18,3,2,0,11,5,5,8,4,11,9,8,8,9,1,22,22,8,4,5,11,75,2,2,0,4,20,11
320835B0100,32,10,2,0,7,7,0,0,0,3,2,1,2,0,3,2,2,3,3,0,15,4,3,0,2,4,29,1,0,0,1,6,11
321196C0100,32,10,1,0,5,8,2,1,2,4,4,3,2,1,13,4,0,5,3,0,16,9,5,2,4,9,38,0,1,0,2,13,9
320400B0100,32,10,0,2,5,8,3,0,0,7,2,1,5,2,12,4,2,3,3,1,13,14,5,2,4,4,39,1,0,0,1,8,7
320899B0100,32,10,1,0,12,14,2,0,0,12,3,0,5,2,19,7,2,7,8,0,24,19,8,7,9,4,76,1,1,0,2,15,9
320416B0100,32,10,0,0,3,4,1,0,0,1,1,1,1,0,10,3,1,1,3,0,9,12,2,1,2,1,10,0,1,0,1,2,3
321081E0100,32,10,2,0,0,5,0,1,0,1,1,0,2,2,2,2,2,0,2,1,3,5,0,1,0,1,13,0,0,0,2,0,4
320832B0100,32,10,2,2,1,10,1,0,0,3,2,1,4,1,7,5,0,2,5,1,12,11,2,0,5,4,27,1,0,0,1,8,4
320896B0100,32,10,1,0,13,10,3,1,1,8,1,1,5,2,11,5,5,5,6,0,16,20,2,5,7,3,50,0,2,0,4,16,7
321197B0100,32,10,3,1,14,15,3,1,0,9,2,2,7,1,17,5,4,9,8,0,23,22,3,3,10,8,67,2,1,0,3,6,15
320903C0100,32,10,0,0,7,23,3,1,2,8,3,2,4,4,22,14,4,9,6,5,34,28,8,3,12,11,92,3,3,0,2,13,9
320396B0100,32,10,1,1,7,15,1,1,1,12,2,1,4,1,10,6,5,6,3,1,18,13,4,3,7,3,30,0,1,0,0,4,8
321604C0100,32,10,1,1,16,20,4,4,1,8,3,2,3,1,20,8,3,8,7,0,33,14,4,3,4,4,65,1,5,0,4,15,10
321214C0100,32,10,1,2,8,17,1,1,4,12,3,4,10,5,18,15,6,7,6,1,24,18,5,0,6,4,57,3,3,0,3,19,14
321707B0100,32,11,0,1,2,13,0,1,0,3,0,0,3,1,5,5,1,6,2,2,11,6,1,1,0,3,29,0,1,0,3,5,3
320440B0100,32,11,0,1,10,14,5,0,0,4,5,1,2,3,11,10,2,6,6,1,16,18,2,3,6,6,39,2,1,0,0,11,8
321709B0100,32,11,2,0,8,14,4,0,2,7,2,2,5,2,15,8,7,7,5,1,26,14,10,4,3,5,53,1,0,0,4,13,4
321672B0100,32,11,1,0,3,4,2,2,0,6,0,0,2,3,12,3,2,7,3,0,12,9,3,0,3,2,31,0,1,0,1,10,3
321157E0100,32,11,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,2,2,2,1,2,0,7,0,0,0,1,1,1
320445B0100,32,11,2,1,9,15,3,0,1,14,7,4,6,4,20,8,5,5,8,2,24,26,5,4,7,9,56,4,4,0,5,11,13
321690B0100,32,11,0,2,6,19,0,0,0,8,1,0,6,0,16,10,1,7,5,1,22,12,5,3,6,8,38,0,2,0,6,7,4
321694B0100,32,11,1,0,14,18,1,3,3,10,1,2,5,2,18,7,5,7,7,1,35,15,3,1,3,10,66,2,1,0,5,17,4
321176B0100,32,11,0,1,9,12,0,1,0,5,2,0,3,1,6,5,2,3,4,1,17,9,3,3,5,3,27,0,2,0,2,11,4
321701B0100,32,11,1,0,4,9,2,1,0,9,5,3,4,2,11,5,4,3,2,0,22,10,2,1,3,6,40,0,2,0,1,9,9
321105B0100,32,11,0,0,2,4,3,0,1,1,0,0,2,2,6,5,2,5,0,0,16,10,1,2,4,3,27,3,3,0,4,4,4
320515C0100,32,11,0,1,7,15,1,0,0,3,1,2,3,1,10,4,1,5,5,0,17,12,2,2,6,5,47,1,0,0,3,16,11
321704B0100,32,11,1,0,8,10,3,0,0,3,0,2,1,1,5,4,2,1,2,0,8,7,4,0,1,0,31,0,1,0,2,5,4
321103B0100,32,11,0,1,5,12,2,0,0,3,0,0,0,2,8,3,1,2,0,0,7,4,3,0,1,0,19,1,0,0,3,3,3
321676C0100,32,11,1,1,8,17,1,3,4,9,6,1,5,1,19,8,7,4,3,2,26,16,5,3,8,7,63,2,3,0,5,21,8
320148S0100,32,12,1,2,18,35,5,2,4,29,5,4,11,9,46,19,5,23,10,6,56,49,7,4,15,12,124,4,4,0,4,34,24
320271C0100,32,12,2,0,3,21,1,2,1,14,3,2,9,4,15,10,3,3,6,2,31,30,7,4,9,12,57,0,1,0,5,15,13
320246B0100,32,12,2,0,8,19,1,1,1,12,3,1,7,3,13,10,4,2,7,3,38,17,4,2,4,4,54,1,3,0,4,17,17
320240C0100,32,12,1,1,14,18,0,1,1,11,1,1,11,2,16,7,3,8,5,2,24,21,4,1,9,6,58,4,2,0,6,14,16
320279B0100,32,12,1,0,10,19,2,2,2,3,4,1,6,1,19,8,4,5,4,1,23,23,3,3,6,7,48,1,6,0,2,17,11
320303C0100,32,12,4,1,11,21,3,1,3,10,3,1,9,1,13,5,3,8,4,0,31,23,8,2,9,9,55,3,6,0,2,12,9
320267C0200,32,12,0,3,14,19,2,1,1,6,2,0,7,2,17,11,3,7,6,0,33,29,6,4,5,11,78,3,2,0,5,14,13
320311B0100,32,12,1,0,13,10,2,2,1,8,1,1,7,3,16,12,11,9,10,3,29,24,3,4,6,7,59,3,3,0,2,17,7
320265B0100,32,12,1,2,20,21,4,1,0,9,4,1,10,1,22,13,2,4,4,5,27,22,9,4,11,6,69,3,4,0,4,17,13
320140C0400,32,12,0,1,13,25,1,3,2,11,2,0,11,4,24,9,8,12,11,4,41,33,5,4,5,15,84,0,1,0,3,14,16
320250B0100,32,12,1,4,11,17,5,2,2,13,2,0,8,0,17,7,5,13,6,1,35,31,3,2,3,9,61,0,2,0,4,21,14
321278B0100,32,12,2,1,12,14,2,0,1,8,3,1,3,5,19,9,4,10,2,3,37,19,4,3,9,5,83,0,1,0,5,10,11
320244B0100,32,12,1,2,9,9,2,1,5,11,3,0,9,0,11,6,3,5,4,1,18,15,3,2,7,6,45,1,2,0,2,19,12
320070B0100,32,12,3,2,9,12,1,0,1,7,2,3,11,0,10,9,4,9,3,0,17,16,1,3,5,7,45,3,3,0,5,15,13
320231C0100,32,12,0,1,9,15,0,1,1,4,4,1,5,2,12,4,3,4,1,5,25,13,2,2,5,7,56,1,1,0,4,13,13
320226B0100,32,12,1,0,4,6,0,1,1,7,1,0,1,0,7,7,2,5,6,1,22,13,2,0,2,3,59,1,3,0,3,10,6
320708B0100,32,12,3,3,13,13,2,2,2,8,3,0,7,2,20,6,2,12,5,3,19,21,2,3,10,7,73,0,1,0,0,12,15
320063B0100,32,12,1,1,9,20,1,0,0,13,4,0,6,2,16,5,3,12,3,0,39,19,5,5,5,11,86,0,1,0,3,11,17
320294B0100,32,12,4,2,10,18,3,1,1,16,2,1,5,3,25,8,3,9,4,3,31,15,2,6,6,10,55,4,1,0,4,12,9
321287B0100,32,13,1,2,8,5,1,0,0,4,1,0,6,2,10,4,2,5,5,5,24,14,4,0,7,5,53,0,1,0,2,12,6
320816B0100,32,13,0,2,7,13,1,1,1,7,1,0,9,3,10,13,3,8,2,2,22,20,5,3,2,3,57,1,2,0,3,8,12
320827B0100,32,13,2,0,3,14,0,2,0,5,5,5,4,1,8,3,2,4,5,1,15,18,5,3,4,9,46,1,2,0,1,16,11
320425B0100,32,13,2,1,9,16,2,0,2,6,6,6,2,5,13,6,2,10,4,1,26,22,3,1,2,5,54,3,0,0,3,17,10
320413C0100,32,13,1,2,8,12,4,1,2,5,1,0,2,2,17,9,1,3,3,2,21,23,1,4,3,1,60,2,1,0,3,13,10
320408E0100,32,13,0,0,3,7,2,0,1,3,2,0,2,1,11,7,2,2,3,0,17,11,3,2,2,4,35,2,2,0,1,2,8
320409B0100,32,13,3,2,16,16,3,1,2,8,2,2,11,2,17,11,5,9,4,2,41,24,11,5,8,7,78,4,3,0,3,19,13
321089B0100,32,13,2,1,8,20,2,2,1,11,6,1,6,5,18,10,3,9,6,2,26,24,2,2,8,8,62,2,2,0,5,15,7
320904B0100,32,13,2,3,10,15,0,0,0,10,2,2,13,4,16,6,4,7,5,1,23,26,2,3,7,9,54,3,4,0,4,15,15
321089C0100,32,13,1,1,11,18,1,1,2,11,3,2,6,2,17,11,6,6,12,1,32,18,3,2,8,9,61,3,4,0,3,16,9
321635B0100,32,13,4,2,14,18,1,0,1,7,2,3,9,0,23,8,6,10,2,5,24,18,8,4,9,6,79,7,0,0,5,15,20
321608B0100,32,13,0,1,10,16,4,1,0,5,4,3,9,0,17,16,5,6,9,2,29,23,5,3,10,11,76,2,3,0,2,20,16
321088C0100,32,13,0,2,11,14,6,0,0,7,4,3,6,0,21,8,3,10,2,1,24,24,1,1,8,6,60,3,1,0,5,11,11
320871B0100,32,13,1,1,7,11,2,0,1,9,1,1,4,1,13,6,1,5,5,2,14,16,1,2,4,4,59,1,2,0,4,13,6
321878B0100,32,13,0,1,8,23,1,2,0,6,4,1,6,4,11,9,2,8,3,2,25,14,8,2,9,12,60,0,4,0,2,15,2
320539C0100,32,14,0,1,20,32,4,0,3,4,4,5,6,1,24,11,7,11,9,0,41,23,5,5,6,10,88,9,4,0,8,10,12
321028C0100,32,14,1,2,15,11,1,2,3,12,2,0,2,3,17,8,5,8,6,2,29,14,8,2,11,8,56,2,2,0,5,12,7
320539C0200,32,14,3,1,13,16,3,2,1,15,3,1,10,2,24,19,4,12,3,2,39,31,4,4,13,7,77,1,0,0,6,19,15
321659B0100,32,14,2,2,15,23,9,1,3,11,9,0,13,1,39,9,3,10,12,2,40,15,5,2,6,8,87,6,3,0,7,19,17
320526B0100,32,14,0,0,5,12,2,0,0,2,3,0,8,2,10,7,3,8,5,1,25,19,6,4,5,9,49,1,1,0,4,9,1
320529C0200,32,14,2,1,18,30,6,1,4,9,2,5,5,0,25,7,6,11,8,0,31,16,7,2,5,7,84,4,4,0,2,14,10
321033C0100,32,14,1,1,9,13,1,0,0,5,5,3,5,0,17,8,4,8,2,1,27,22,3,1,2,3,59,4,1,0,2,14,8
320792B0100,32,14,0,0,7,22,2,0,2,10,3,1,5,4,22,13,5,8,10,2,35,21,8,3,5,9,70,1,0,0,2,10,12
321114B0100,32,14,1,0,12,26,5,1,2,15,2,1,8,0,21,9,5,11,4,2,22,19,5,0,6,5,66,1,0,0,6,20,9
320533C0100,32,14,2,3,13,20,2,0,1,13,1,3,4,1,20,18,5,8,3,1,36,27,4,2,7,15,69,3,1,0,4,17,10
320449C0100,32,14,1,1,10,9,1,1,0,11,2,1,3,2,12,8,6,5,3,0,22,20,4,2,9,3,40,3,4,0,3,10,7
320539C0500,32,14,2,2,15,15,5,2,2,6,6,2,11,3,18,8,5,6,7,1,37,26,8,4,8,10,79,2,2,0,5,23,13
320790B0100,32,14,1,1,11,16,2,2,1,9,0,3,7,3,11,4,2,5,2,1,24,18,6,1,7,4,55,1,2,0,7,10,15
321098B0100,32,14,0,0,6,17,1,1,3,8,4,1,2,0,8,3,4,6,7,3,15,16,4,2,8,4,32,3,1,0,2,10,2
321666B0100,32,14,2,0,11,14,2,2,3,9,1,1,6,1,11,12,8,12,11,2,31,16,5,2,8,11,70,4,2,0,9,18,9
321023B0100,32,14,1,2,10,12,2,2,2,8,5,2,10,2,20,7,2,5,3,3,25,24,2,2,6,10,62,3,4,0,1,17,11
320454B0100,32,14,1,3,8,18,4,1,2,9,1,2,3,3,13,6,5,8,2,0,13,14,6,7,6,3,43,0,2,0,5,13,8
320453B0100,32,14,2,3,9,18,2,0,1,7,4,0,3,1,12,9,10,10,5,1,25,19,5,4,5,6,72,1,0,0,5,23,16
321175B0100,32,14,0,0,6,8,5,0,0,7,0,0,6,2,13,9,2,5,3,0,16,14,3,1,3,2,44,0,1,0,4,7,3
