CLAVE_CASILLA,ID_ESTADO,estrato,PT,MORENA,PT_MORENA,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM,MC,PES,RSP,FPM,CNR,NULOS
160492C0100,16,6,9,15,26,19,20,11,6,20,18,23,6,20,8,30,22,27,6
160493B0100,16,18,11,23,28,21,38,10,12,24,26,23,10,24,11,34,25,36,10
160493C0100,16,18,17,13,36,24,23,9,12,25,20,27,6,34,11,26,32,27,8
160494B0100,16,18,10,20,39,37,23,14,6,30,10,32,8,27,11,33,35,23,11
160494C0100,16,18,6,15,26,27,31,15,1,24,22,31,7,26,21,37,36,20,7
160494C0200,16,18,11,15,37,34,33,11,11,21,16,25,13,24,14,36,29,31,10
160494C0300,16,18,15,14,33,33,26,14,6,30,16,24,13,34,6,29,29,37,12
160494C0400,16,18,12,10,32,35,24,17,9,22,20,25,10,30,10,33,30,20,6
160495B0100,16,18,18,16,34,27,30,9,5,26,19,28,13,22,8,27,21,30,8
160495C0100,16,18,8,19,31,22,37,13,13,21,14,17,5,16,9,29,30,27,5
160495C0200,16,18,14,15,35,38,27,7,10,21,15,40,11,21,10,34,29,28,13
160495C0300,16,18,17,24,25,30,21,13,8,22,14,25,8,28,19,25,29,28,13
160495C0400,16,18,5,7,27,38,28,7,15,36,25,21,8,29,12,35,31,27,6
160495C0500,16,18,15,12,25,33,24,12,11,29,28,34,6,28,13,32,26,20,10
160495C0600,16,18,18,16,25,24,18,13,9,27,19,29,10,27,5,38,26,38,13
160496B0100,16,18,11,16,23,33,26,8,5,26,19,30,10,17,12,39,24,14,9
160496C0100,16,18,12,15,26,23,28,17,9,20,10,29,12,17,12,29,26,28,8
160496C0200,16,18,9,11,22,20,27,9,4,25,17,29,12,31,8,33,35,26,11
160497B0100,16,18,19,18,24,28,24,15,2,25,18,25,7,25,14,28,30,28,6
160497C0100,16,18,10,18,30,31,29,4,12,21,16,19,8,23,14,17,35,22,5
160498B0100,16,18,12,13,28,27,20,12,7,23,18,22,15,23,8,36,26,33,11
160498C0100,16,18,11,12,30,30,31,7,5,24,12,28,7,23,7,32,35,28,9
160498S0100,16,6,22,22,50,43,46,17,16,47,32,50,11,45,22,61,49,51,18
160499B0100,16,18,18,17,37,34,27,6,12,24,19,28,9,29,11,32,27,21,7
160499C0100,16,18,23,17,34,24,20,16,12,23,20,35,11,19,14,32,20,22,7
160500B0100,16,6,14,6,20,24,24,9,6,19,10,24,11,30,10,33,21,19,9
160500C0100,16,6,12,16,33,13,23,10,11,20,18,31,9,26,9,34,24,22,8
160500C0200,16,6,7,12,17,26,23,8,9,39,22,20,6,19,6,21,24,19,9
160501B0100,16,6,16,14,22,17,24,7,7,20,11,21,7,11,17,18,14,18,10
160501C0100,16,6,12,11,21,24,27,4,3,13,20,15,2,21,8,20,17,21,6
160502B0100,16,18,21,16,22,34,22,6,7,16,23,32,10,17,12,33,28,32,9
160502C0100,16,18,16,24,37,36,31,14,7,22,12,36,6,30,10,39,27,24,7
160502C0200,16,18,18,18,31,40,25,15,9,26,17,18,17,27,10,29,35,19,11
160503B0100,16,18,19,8,31,25,23,10,15,15,21,20,13,22,15,21,20,26,7
160503C0100,16,18,13,14,33,27,33,4,9,21,16,29,7,30,12,29,22,25,6
160503C0200,16,18,10,15,22,27,29,13,5,29,17,17,12,21,9,27,19,33,9
160503C0300,16,18,16,20,26,24,16,10,9,17,10,25,9,33,8,29,35,28,6
160503C0400,16,18,9,21,26,20,24,14,6,17,14,28,11,27,13,34,25,19,8
160504B0100,16,6,9,4,9,10,11,3,5,11,7,11,3,9,1,5,11,9,6
160505B0100,16,6,1,5,5,9,1,2,2,5,3,7,2,5,4,7,5,6,5
160506B0100,16,6,3,7,11,4,12,3,2,7,3,12,7,8,2,15,12,11,2
160508B0100,16,18,11,13,23,15,28,9,9,38,19,27,7,28,6,27,28,23,10
160508C0100,16,18,11,16,23,35,19,11,7,17,28,27,13,25,6,28,37,21,8
160508C0200,16,18,12,13,33,29,28,5,5,30,14,26,12,26,13,25,19,20,6
160509B0100,16,6,8,11,12,16,11,7,4,8,8,7,3,16,3,10,11,15,2
160510B0100,16,18,13,12,22,27,25,11,6,28,18,30,7,18,12,30,29,25,4
160510C0100,16,18,10,13,32,27,32,15,9,16,19,33,9,11,12,34,22,17,5
160510C0200,16,18,20,16,24,25,36,10,8,20,12,27,10,16,7,17,32,29,12
160510C0300,16,18,13,17,28,30,25,13,9,20,15,25,9,31,8,29,27,19,9
160511B0100,16,18,10,15,25,28,26,11,7,22,11,20,8,21,8,31,29,24,12
160511C0100,16,18,18,13,35,35,26,11,7,26,14,23,10,15,11,30,28,25,14
160511C0200,16,18,10,13,24,30,23,12,15,25,16,18,18,23,12,26,15,26,6
160512B0100,16,6,7,14,20,28,18,9,9,23,21,24,5,27,12,27,29,22,7
160513B0100,16,18,17,11,26,35,22,11,7,23,19,21,10,19,11,37,26,29,9
160513C0100,16,18,10,13,20,24,25,10,4,17,22,25,15,25,12,31,28,21,11
160513C0200,16,18,9,13,38,24,24,8,10,15,19,21,9,26,7,34,22,22,10
160513C0300,16,18,13,24,25,23,24,8,8,25,16,21,10,22,10,30,23,33,5
160514B0100,16,6,5,10,25,21,20,5,7,25,14,26,8,16,10,18,29,20,11
160514C0100,16,6,13,16,18,14,19,5,6,19,14,18,9,16,10,34,18,21,10
160515B0100,16,6,12,19,24,16,21,13,8,20,19,28,7,15,10,16,18,29,6
160516B0100,16,6,9,5,15,23,26,9,4,11,11,21,4,14,8,22,13,24,10
160516C0100,16,6,10,10,19,19,12,4,8,16,10,16,8,14,5,20,27,17,3
160517B0100,16,18,7,13,22,25,27,10,6,28,14,24,8,25,10,35,26,22,11
160517C0100,16,18,16,13,26,27,24,10,8,20,13,25,11,24,8,14,31,23,7
160517C0200,16,18,11,22,22,22,30,12,9,23,19,18,15,23,20,26,32,21,7
160517C0300,16,18,12,17,27,26,28,12,14,29,18,25,17,17,4,18,26,29,9
160518B0100,16,6,4,5,22,16,9,3,0,6,12,15,4,14,2,17,12,11,6
160519B0100,16,6,1,3,7,4,3,0,1,7,3,7,2,8,1,2,5,4,2
160520B0100,16,6,9,12,21,17,13,8,3,20,14,21,3,21,3,19,17,21,7
160521B0100,16,18,15,13,20,30,21,14,9,27,20,18,10,21,5,29,31,23,8
160521C0100,16,18,11,10,23,30,27,8,6,23,15,22,8,22,10,33,26,26,12
160521C0200,16,18,9,9,21,19,23,13,10,12,18,26,13,29,6,23,24,26,6
160522B0100,16,6,7,4,20,16,16,6,6,18,15,8,5,20,2,14,23,11,4
160523B0100,16,6,12,11,16,21,19,11,7,23,15,22,2,9,6,26,20,17,5
160524B0100,16,6,15,18,23,20,28,6,4,24,13,18,7,24,4,19,21,20,8
160525B0100,16,6,9,11,28,36,21,10,10,20,12,22,5,18,2,29,22,13,8
160526B0100,16,18,14,17,27,25,24,12,11,31,26,24,11,20,7,29,25,22,12
160526C0100,16,18,12,17,34,25,28,10,13,17,18,25,12,27,10,22,20,17,6
160526C0200,16,18,13,13,35,25,29,12,4,18,27,27,15,18,8,25,24,20,8
160527B0100,16,6,10,10,23,28,19,10,9,21,16,24,8,19,6,17,26,27,7
160527C0100,16,6,11,18,33,29,18,8,4,21,7,26,7,18,5,31,23,23,9
160527C0200,16,6,12,10,27,21,20,10,7,15,13,25,8,27,12,28,23,17,9
160527C0300,16,6,12,15,20,23,17,6,6,20,12,24,12,17,8,26,37,26,11
160528B0100,16,18,13,9,20,25,32,12,8,24,18,30,7,29,5,27,22,18,9
160529B0100,16,6,9,13,20,24,24,12,3,19,13,18,7,22,5,30,23,21,11
160530B0100,16,6,9,13,10,10,23,10,1,12,8,18,7,12,6,15,16,13,9
160531B0100,16,6,20,13,31,26,23,6,11,12,16,20,12,17,8,30,26,21,3
160532B0100,16,6,7,8,16,17,17,8,6,13,15,18,7,14,6,21,17,10,8
160532C0100,16,6,6,6,17,13,16,3,4,20,14,21,6,16,9,13,19,18,8
160533B0100,16,6,3,3,2,1,3,1,2,3,2,8,0,1,2,2,6,3,4
160534B0100,16,6,15,12,18,15,20,1,9,22,12,15,12,18,7,40,27,17,8
160535B0100,16,6,1,5,1,5,0,2,1,2,2,2,2,7,2,3,6,1,0
160536B0100,16,6,2,3,5,7,10,2,2,6,6,6,2,7,0,4,6,4,2
160537B0100,16,6,6,6,11,16,14,10,5,13,11,18,5,9,7,16,8,10,4
160538B0100,16,6,8,10,14,13,18,8,11,19,9,10,4,10,5,19,15,9,8
160539B0100,16,6,4,11,13,14,9,7,4,15,12,19,4,13,5,13,24,19,4
160540B0100,16,6,2,1,8,8,13,5,0,5,6,9,1,6,4,4,12,8,2
160541B0100,16,6,3,2,9,8,9,2,2,5,5,13,3,8,4,12,4,11,4
160542B0100,16,18,8,12,32,30,14,19,8,23,17,15,9,29,14,26,29,18,9
160543B0100,16,6,4,2,6,4,8,3,2,6,8,6,3,7,2,4,9,1,0
160544B0100,16,6,6,6,20,15,17,3,11,11,5,18,3,15,4,16,23,18,4
160544C0100,16,6,8,8,16,19,17,9,4,10,18,21,3,12,9,22,26,14,3
160545B0100,16,6,7,9,20,23,17,5,3,19,18,32,5,10,5,24,11,20,8
160545C0100,16,6,7,6,20,19,21,5,5,19,6,19,7,22,6,25,25,21,5
160546B0100,16,18,13,10,26,40,34,9,17,30,22,25,8,24,7,26,27,21,10
160546C0100,16,18,18,19,23,27,22,12,13,24,16,27,10,26,11,39,31,29,17
160546C0200,16,18,13,12,33,35,33,11,6,23,17,36,11,30,13,23,29,30,8
160546C0300,16,18,22,16,39,24,33,16,9,18,20,32,8,26,16,40,25,17,7
160547B0100,16,6,7,2,5,7,7,4,4,6,7,10,5,7,0,7,6,7,3
160548B0100,16,18,15,15,20,20,23,7,7,22,8,30,13,25,10,30,20,20,4
160549B0100,16,6,14,9,25,15,17,4,6,11,15,20,8,19,4,27,20,19,6
160549C0100,16,6,14,11,26,19,19,9,7,14,14,16,9,15,9,22,27,25,3
160549C0200,16,6,8,15,12,22,21,11,13,21,12,15,8,18,10,13,27,23,5
160550B0100,16,18,9,15,26,27,20,15,7,23,17,28,20,11,11,23,22,12,11
160551B0100,16,6,12,7,12,16,9,6,3,7,9,17,4,11,7,11,9,10,2
160552B0100,16,6,4,7,13,12,11,2,2,7,7,9,6,7,5,11,11,8,5
160557B0100,16,1,3,7,19,27,27,10,8,20,22,27,8,14,6,34,14,22,8
160557C0100,16,1,9,8,29,16,16,9,12,23,19,17,8,19,10,17,28,26,5
160558B0100,16,1,13,17,22,24,18,8,7,25,25,20,12,19,8,24,18,35,7
160558C0100,16,1,8,20,13,24,19,7,6,25,13,18,17,24,11,20,26,27,7
160558C0200,16,1,12,14,21,21,20,7,6,18,17,28,10,25,7,16,15,21,10
160559B0100,16,1,10,13,20,23,23,13,12,22,13,27,6,20,10,25,20,23,11
160559C0100,16,1,8,8,21,17,24,6,14,24,12,24,4,22,11,23,25,24,5
160559C0200,16,1,10,14,31,20,19,10,10,20,14,26,10,22,7,28,23,25,6
160560B0100,16,1,8,12,23,10,15,9,3,16,12,27,9,18,12,26,13,20,8
160560C0100,16,1,11,10,16,22,24,8,5,22,15,18,4,21,5,28,9,19,5
160561B0100,16,1,8,16,20,19,10,9,9,15,19,22,6,18,6,29,13,12,8
160561C0100,16,1,13,13,21,16,18,3,7,20,15,11,7,19,12,20,19,21,4
160562B0100,16,1,6,10,24,22,27,8,12,25,10,26,8,13,9,19,28,18,8
160562C0100,16,1,15,18,19,26,20,11,9,35,11,22,10,18,7,27,15,32,10
160563B0100,16,1,3,6,6,9,10,3,1,6,8,5,5,7,5,10,6,12,5
160564B0100,16,1,11,7,20,10,10,11,7,14,18,15,6,15,5,16,13,16,6
160564C0100,16,1,6,7,23,12,19,6,7,23,12,17,9,15,7,23,17,16,4
160565B0100,16,1,10,12,23,26,24,11,9,24,13,26,8,25,5,24,29,20,7
160566B0100,16,1,12,7,13,22,18,9,2,14,13,19,6,12,5,16,20,12,6
160566C0100,16,1,6,11,19,20,14,4,7,10,10,20,6,19,9,15,16,14,5
160567B0100,16,1,5,11,22,15,19,12,3,11,14,20,7,19,4,21,12,14,7
160568B0100,16,1,9,12,19,14,23,7,4,15,14,12,9,12,6,20,13,24,5
160568C0100,16,1,6,12,11,20,21,11,9,17,14,14,6,9,6,12,19,18,4
160569B0100,16,1,6,5,16,14,10,6,5,7,6,11,4,6,6,8,10,12,2
160569E0100,16,1,4,5,11,16,13,3,3,12,8,12,4,5,4,13,14,7,5
160570B0100,16,1,12,13,16,14,20,7,4,11,12,17,4,12,6,11,15,16,1
160570C0100,16,1,9,9,15,17,18,7,2,13,11,16,9,16,9,18,11,13,3
160571B0100,16,1,8,8,11,13,15,8,8,15,19,16,3,11,10,14,11,12,7
160571C0100,16,1,5,7,19,11,24,5,1,15,12,14,8,11,6,19,12,25,6
160572B0100,16,13,17,13,30,32,26,21,15,28,28,22,6,26,12,23,27,24,10
160572C0100,16,13,23,22,23,28,19,10,6,18,14,29,11,17,7,31,29,29,11
160572C0200,16,13,10,17,29,31,23,11,9,27,22,28,5,22,7,35,33,51,10
160573B0100,16,13,17,13,34,30,34,12,12,28,24,29,11,22,19,28,30,21,8
160573C0100,16,13,16,17,23,27,25,8,7,33,24,29,9,22,14,38,29,28,18
160574B0100,16,13,15,21,29,30,24,8,6,29,19,27,9,21,12,26,25,22,12
160574C0100,16,13,12,17,25,35,20,13,4,25,26,25,6,23,10,36,23,21,5
160575B0100,16,1,15,13,22,14,21,8,10,20,11,20,7,20,9,22,16,29,5
160576B0100,16,1,11,4,15,12,22,4,3,7,12,11,6,9,8,13,10,11,4
160577B0100,16,1,12,6,13,15,19,4,6,24,11,12,6,12,7,21,17,16,7
160577C0100,16,1,6,4,25,18,16,1,7,12,9,26,6,13,4,18,17,15,7
160578B0100,16,1,7,17,24,18,20,6,5,17,13,20,8,22,6,30,20,18,8
160578C0100,16,1,9,10,21,27,26,3,6,23,21,21,10,18,5,19,16,19,3
160579B0100,16,1,10,15,24,18,13,5,5,19,7,21,2,12,11,20,21,16,8
160579C0100,16,1,12,16,21,22,12,4,6,12,14,15,6,15,5,14,19,30,7
160580B0100,16,14,10,17,33,24,24,8,6,20,21,28,15,23,5,36,28,23,13
160580C0100,16,14,7,10,33,28,29,12,10,30,18,30,4,23,10,21,20,16,12
160581B0100,16,2,12,13,15,19,9,3,4,16,16,20,7,15,8,20,17,28,4
160581C0100,16,2,11,9,16,24,25,9,5,17,5,21,7,11,6,23,23,27,5
160582B0100,16,2,13,11,24,22,20,9,7,23,20,20,10,21,8,20,20,20,10
160583B0100,16,2,5,9,13,16,21,13,5,9,10,19,7,9,12,18,13,20,5
160583C0100,16,2,13,11,15,18,20,5,1,7,13,10,5,17,5,17,15,15,5
160584B0100,16,14,12,18,36,38,21,17,9,32,18,27,10,28,8,29,20,28,5
160584C0100,16,14,19,21,25,28,28,12,7,28,22,24,9,25,11,27,22,21,12
160585B0100,16,14,13,10,26,16,22,12,6,17,17,28,11,19,8,32,22,16,8
160586B0100,16,14,13,15,26,19,23,11,10,23,21,38,8,27,7,22,33,32,10
160586C0100,16,14,6,14,24,31,20,10,9,19,15,30,11,14,9,36,30,28,14
160587B0100,16,14,11,17,33,22,24,12,12,19,16,24,11,18,10,25,22,25,6
160588B0100,16,14,12,13,30,30,30,10,3,19,8,19,11,14,8,28,26,27,12
160588C0100,16,14,8,12,27,37,21,9,11,27,18,28,6,25,10,23,25,21,9
160589B0100,16,2,7,15,23,25,15,11,8,27,12,22,8,27,5,28,20,19,5
160589C0100,16,2,13,7,14,20,29,10,7,26,10,20,4,20,10,26,19,26,5
160589C0200,16,2,13,7,17,21,31,5,6,29,16,29,8,17,7,24,12,18,4
160590B0100,16,2,11,17,22,28,21,15,11,18,13,27,4,24,14,32,25,29,11
160591B0100,16,2,11,13,20,32,23,10,4,28,21,22,13,35,8,26,22,23,7
160592B0100,16,14,10,20,32,33,33,11,6,27,14,21,3,21,4,43,24,22,10
160592C0100,16,14,8,9,32,24,27,11,5,21,17,36,13,16,7,30,28,27,9
160593B0100,16,2,14,11,23,20,19,7,12,15,10,20,9,17,8,20,22,20,2
160593C0100,16,2,7,11,37,29,21,7,1,13,11,16,8,14,4,24,16,15,8
160594B0100,16,2,11,5,20,15,23,4,6,10,10,18,8,19,10,26,17,23,7
160595B0100,16,2,3,6,15,9,17,4,4,13,8,15,4,11,4,13,13,16,6
160596B0100,16,2,7,14,17,21,21,6,5,16,14,19,18,21,9,24,27,14,6
160597B0100,16,2,11,11,19,21,20,7,2,17,15,20,7,16,4,20,19,17,11
160598B0100,16,2,9,10,7,13,22,7,3,13,17,19,13,15,5,24,16,25,7
160598C0100,16,2,14,10,17,20,24,8,10,18,19,21,7,15,4,29,18,13,10
160599B0100,16,14,15,21,37,36,30,10,14,22,19,26,9,24,9,32,27,26,5
160600B0100,16,14,17,10,35,25,30,6,7,31,23,25,9,26,12,29,30,30,10
160601B0100,16,3,4,9,20,15,22,4,5,17,11,14,10,19,10,19,9,18,4
160601C0100,16,3,6,15,19,12,20,6,7,12,8,20,5,15,6,19,21,13,7
160602B0100,16,3,4,3,20,23,22,4,11,16,15,23,3,18,10,25,14,19,5
160602C0100,16,3,6,11,31,20,22,5,5,11,5,22,4,16,3,18,20,20,12
160603B0100,16,15,17,13,29,21,28,8,16,18,21,24,9,21,6,43,20,26,6
160603C0100,16,15,9,12,19,31,30,6,7,20,16,27,6,25,11,34,33,23,9
160604B0100,16,15,16,22,30,29,31,11,8,25,15,27,6,28,16,31,35,20,10
160604C0100,16,15,18,17,31,33,23,8,6,24,15,27,10,27,11,30,26,31,8
160605B0100,16,15,15,12,20,28,26,8,14,24,25,31,16,17,8,31,26,28,12
160605C0100,16,15,15,10,24,34,42,11,9,24,31,29,18,23,6,28,27,25,8
160606B0100,16,3,9,4,18,22,17,3,7,18,18,18,9,23,11,33,25,24,7
160606C0100,16,3,10,14,22,23,18,3,1,25,10,22,5,20,10,23,31,22,7
160606C0200,16,3,10,7,31,22,22,4,1,22,10,17,5,18,6,20,15,15,9
160607B0100,16,15,11,9,22,20,30,15,11,31,20,22,12,25,8,34,26,25,10
160607C0100,16,15,11,11,32,25,31,14,4,23,21,30,17,19,8,22,34,25,6
160608B0100,16,3,9,10,21,22,15,6,5,24,18,25,10,19,9,30,22,27,4
160608C0100,16,3,8,6,26,18,32,6,7,17,17,25,13,10,9,18,21,12,7
160609B0100,16,15,13,19,30,28,33,11,7,30,16,24,9,24,7,24,26,21,11
160609C0100,16,15,16,14,28,27,23,17,9,19,14,24,9,25,12,33,29,29,7
160610B0100,16,15,11,11,24,34,20,8,8,27,17,21,5,23,8,28,39,24,8
160610C0100,16,15,9,18,24,29,31,8,5,21,16,25,10,29,9,25,19,28,14
160611B0100,16,15,14,13,36,29,16,8,6,18,15,14,10,21,14,20,23,22,4
160611C0100,16,15,18,12,30,28,25,11,9,30,21,28,8,25,6,34,30,22,6
160612B0100,16,3,7,17,16,16,17,12,7,20,10,14,7,14,8,23,20,14,4
160612C0100,16,3,12,5,16,19,16,6,6,18,12,17,7,21,7,18,23,14,4
160613B0100,16,15,12,11,35,25,23,11,4,25,22,29,6,18,5,27,17,34,5
160613C0100,16,15,13,17,28,26,21,11,5,22,14,34,11,18,12,24,28,17,8
160613C0200,16,15,16,13,29,22,20,10,9,28,17,31,6,21,15,28,25,16,10
160613C0300,16,15,11,18,23,20,25,12,5,19,16,21,5,18,6,17,31,20,13
160614B0100,16,3,14,13,21,21,20,8,5,21,15,20,8,13,2,27,23,28,10
160614C0100,16,3,11,16,20,23,25,12,4,20,11,22,6,22,8,18,23,31,6
160614C0200,16,3,5,15,26,27,15,4,9,17,14,16,7,17,11,23,18,20,8
160615B0100,16,3,5,9,11,21,15,7,10,17,11,14,7,11,6,12,13,10,6
160616B0100,16,15,24,19,30,22,18,6,10,19,18,29,12,15,7,28,28,31,12
160617B0100,16,3,6,6,8,7,15,3,3,3,6,8,3,11,5,12,9,8,3
160618B0100,16,3,10,7,13,12,18,2,2,15,10,11,5,10,5,14,12,20,5
160619B0100,16,15,8,10,26,32,36,7,14,21,23,35,6,26,8,32,26,33,7
160621B0100,16,3,13,19,21,15,30,5,6,18,16,19,11,24,11,20,25,23,6
160622B0100,16,15,19,14,36,40,21,13,9,27,23,25,12,18,5,27,32,27,13
160623B0100,16,3,9,8,16,20,13,6,3,22,9,14,6,17,8,28,13,14,10
160623C0100,16,3,9,6,16,13,15,5,12,11,9,8,7,21,5,24,21,17,10
160624B0100,16,3,8,7,8,13,17,5,6,15,7,10,5,8,6,17,9,7,4
160625B0100,16,3,9,13,19,24,24,14,7,25,16,24,12,22,11,24,22,25,3
160626B0100,16,3,3,1,10,5,9,2,3,7,4,12,2,6,1,2,8,9,1
160627B0100,16,3,11,10,20,26,11,4,9,10,5,17,3,18,10,16,19,16,5
160627C0100,16,3,8,9,17,13,15,5,1,9,9,6,4,18,3,22,16,29,4
160628B0100,16,15,16,11,30,26,19,8,6,32,19,24,10,13,8,17,24,20,10
160628C0100,16,15,12,10,21,24,22,5,5,26,12,26,11,16,4,33,22,27,9
160629B0100,16,15,14,10,24,33,18,13,6,29,15,20,9,24,11,21,31,24,13
160630B0100,16,3,3,11,21,16,16,4,3,15,13,25,6,15,7,20,15,11,5
160631B0100,16,3,6,9,19,17,9,4,2,11,7,13,8,13,8,19,11,15,3
160632B0100,16,3,11,10,21,19,25,9,5,24,17,16,2,12,9,21,23,14,5
160632C0100,16,3,5,14,20,18,17,8,7,19,17,18,4,16,7,28,23,32,9
160633B0100,16,3,13,8,23,15,17,9,6,17,8,9,2,6,4,14,6,14,6
160633C0100,16,3,10,5,12,12,13,4,8,20,3,17,4,8,5,19,21,14,5
160634B0100,16,3,9,9,13,22,20,10,4,15,10,16,7,20,6,23,16,16,7
160634C0100,16,3,5,11,14,27,20,8,6,7,8,14,6,16,7,26,14,16,6
160635B0100,16,15,19,15,29,26,23,9,7,13,15,24,12,18,10,25,24,14,8
160636B0100,16,3,2,5,6,15,6,4,0,3,4,10,2,7,3,6,7,8,2
160637B0100,16,3,5,6,5,5,3,2,1,2,2,3,2,1,2,2,6,7,1
160638B0100,16,3,2,4,4,9,10,1,1,4,6,11,2,5,2,8,13,9,2
160639B0100,16,3,2,2,3,2,4,2,2,3,1,2,0,2,1,4,7,6,2
160640B0100,16,3,10,4,23,25,22,11,8,17,16,24,7,15,8,17,17,25,8
160641B0100,16,3,7,5,6,13,13,6,5,14,12,14,6,4,6,11,9,8,3
160642B0100,16,3,13,10,15,19,15,8,1,19,13,26,5,18,4,16,14,25,4
160643B0100,16,3,3,5,8,10,8,4,3,6,2,6,1,5,3,7,10,8,5
160644B0100,16,3,4,13,9,13,14,7,3,10,8,16,4,16,6,13,13,13,6
160645B0100,16,3,7,8,5,16,11,4,6,4,10,13,6,12,4,12,15,19,5
160646B0100,16,3,5,2,8,12,6,2,4,11,5,8,4,9,8,11,7,18,3
160647B0100,16,23,13,11,22,34,28,17,8,26,23,29,9,32,14,26,22,32,10
160647C0100,16,23,17,16,31,26,27,6,12,23,26,37,13,25,14,33,24,22,6
160647C0200,16,23,14,7,20,22,35,13,8,30,16,26,14,27,10,25,23,27,6
160647C0300,16,23,22,11,30,24,31,11,7,24,18,30,15,22,12,26,19,24,7
160648B0100,16,11,10,8,14,21,16,8,5,25,15,26,6,18,3,18,19,25,8
160648C0100,16,11,12,12,24,17,16,11,3,19,12,16,4,18,7,20,13,19,10
160649B0100,16,23,13,17,26,28,27,14,10,38,21,33,14,27,5,40,22,32,10
160650B0100,16,11,14,19,19,17,28,14,6,20,26,20,9,18,6,17,23,24,9
160650C0100,16,11,14,16,31,12,14,7,8,34,18,24,7,27,13,31,23,23,4
160650E0100,16,23,12,14,33,35,35,11,4,26,24,30,9,21,13,30,37,28,12
160650E0200,16,11,8,11,25,13,18,9,5,15,10,14,7,21,9,21,18,18,6
160651B0100,16,14,14,8,27,33,28,5,9,25,14,26,9,29,2,21,19,20,4
160651C0100,16,14,17,9,28,30,27,10,6,27,21,26,6,19,6,26,16,27,8
160651C0200,16,14,16,15,24,22,19,14,12,20,19,19,10,11,11,23,20,28,8
160651C0300,16,14,11,12,17,23,16,8,9,23,14,19,18,36,11,31,25,17,14
160652B0100,16,2,12,14,17,21,17,11,6,23,10,21,8,11,2,26,22,17,11
160652C0100,16,2,6,10,17,17,16,10,6,25,15,21,3,14,13,32,15,18,5
160652C0200,16,2,12,9,14,24,18,11,10,29,11,22,7,17,10,22,17,20,10
160653B0100,16,14,9,14,27,29,13,14,10,27,25,19,15,34,14,33,32,26,21
160653C0100,16,14,18,17,31,31,28,8,6,21,12,40,11,28,10,41,25,21,12
160654B0100,16,2,10,8,23,16,26,5,6,23,15,17,11,22,10,20,21,18,7
160654C0100,16,2,10,10,25,25,17,8,7,27,18,22,7,20,12,20,19,26,3
160654C0200,16,2,11,15,25,20,26,12,8,17,7,21,8,23,3,21,16,24,1
160655B0100,16,2,8,11,20,20,22,10,7,17,15,28,11,18,9,19,23,19,6
160655C0100,16,2,7,9,22,24,16,12,8,17,9,16,10,20,8,15,23,14,9
160656B0100,16,2,8,16,21,23,18,8,9,20,17,19,14,23,7,26,25,26,8
160657B0100,16,2,10,8,23,26,23,12,6,15,23,21,10,21,6,33,24,25,7
160658B0100,16,2,3,7,15,14,11,10,6,12,15,22,7,11,1,14,19,10,6
160659B0100,16,14,11,16,32,22,13,18,12,26,26,28,17,29,12,31,21,22,11
160659C0100,16,14,9,16,21,25,31,8,8,29,23,24,11,28,6,28,26,23,9
160659C0200,16,14,9,15,33,13,21,6,12,25,20,25,19,19,5,28,36,22,11
160659C0300,16,14,16,16,23,21,34,4,9,21,10,35,13,31,10,30,35,25,7
160660B0100,16,2,7,9,18,15,26,4,6,13,12,16,4,19,5,12,15,15,6
160660C0100,16,2,5,3,24,16,19,8,6,13,14,16,8,13,7,16,25,15,5
160661B0100,16,2,6,5,4,11,6,1,5,8,4,8,5,7,5,8,6,7,2
160662B0100,16,2,6,8,10,25,17,6,5,20,7,19,10,18,4,15,13,11,6
160664B0100,16,2,3,4,6,6,3,3,1,3,3,5,1,3,2,8,11,11,2
160665B0100,16,18,15,16,35,32,32,10,11,24,18,23,14,24,6,32,24,23,10
160665C0100,16,18,16,13,26,29,26,11,9,24,15,25,15,29,10,32,23,40,8
160665C0200,16,18,16,22,26,24,37,12,10,23,23,16,13,20,13,33,23,24,12
160665C0300,16,18,18,16,29,24,28,8,4,31,14,30,15,33,9,32,24,21,5
160665C0400,16,18,14,12,34,31,19,5,4,29,21,28,10,24,7,33,41,23,8
160666B0100,16,18,9,20,25,31,36,10,12,28,18,28,9,20,16,28,36,26,6
160666C0100,16,18,17,14,24,29,30,12,10,29,15,28,15,20,11,36,24,16,17
160666C0200,16,18,18,9,29,28,23,10,13,27,21,25,9,19,15,37,26,20,11
160667B0100,16,6,6,6,22,21,16,7,5,15,11,13,7,12,8,15,20,9,2
160668B0100,16,6,8,12,32,19,22,7,7,28,18,16,12,27,6,31,21,19,8
160668C0100,16,6,9,10,22,26,18,8,10,15,14,29,9,18,10,22,25,23,9
160669B0100,16,18,10,15,22,23,33,5,10,28,17,25,7,26,5,33,19,17,8
160669C0100,16,18,12,18,26,21,25,9,9,28,13,22,10,17,9,26,14,25,9
160669C0200,16,18,4,9,16,24,16,12,17,28,16,34,14,23,12,20,20,22,12
160670B0100,16,6,14,7,24,17,19,6,4,15,13,24,11,14,6,22,21,12,3
160670C0100,16,6,13,11,26,22,14,8,5,18,16,16,9,19,13,20,20,18,5
160671B0100,16,6,12,11,26,22,24,7,6,25,19,26,7,20,9,20,27,24,11
