CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PES,RSP,FPM,CNR,NULOS
320437C0100,32,4,1,0,15,24,3,0,3,13,3,1,7,2,20,14,8,10,6,2,32,20,11,3,11,12,77,2,6,0,8,18,9
320438B0100,32,4,1,1,7,15,3,1,1,8,5,0,2,0,11,8,2,9,7,1,20,12,4,1,2,4,52,4,2,0,6,10,5
320438C0100,32,4,1,1,14,14,3,2,1,7,2,3,4,2,6,9,2,8,3,2,19,11,6,6,3,2,46,1,0,0,2,11,11
320439B0100,32,4,0,2,6,15,1,0,1,10,5,0,6,2,10,4,9,6,7,0,19,15,3,5,2,5,52,1,2,0,1,10,8
320439C0100,32,4,0,0,9,13,2,1,1,5,5,0,7,2,12,4,2,4,1,2,23,20,5,1,5,6,48,1,1,0,2,17,7
320440B0100,32,11,0,1,10,14,5,0,0,4,5,1,2,3,11,10,2,6,6,1,16,18,2,3,6,6,39,2,1,0,0,11,8
320441B0100,32,14,3,1,11,16,1,3,3,10,4,2,8,3,16,6,2,6,4,2,23,25,4,4,7,7,60,5,3,0,5,15,12
320441C0100,32,14,4,2,7,14,2,0,0,8,5,0,5,1,15,8,2,9,2,1,23,27,9,5,5,3,67,2,0,0,7,18,17
320441C0200,32,14,2,2,12,18,3,0,1,13,3,2,7,2,14,13,2,8,9,4,32,12,4,3,8,7,56,1,2,0,3,16,7
320442B0100,32,4,1,0,9,18,5,1,3,6,1,1,5,4,14,6,3,6,11,3,17,20,4,3,7,7,55,2,2,0,9,11,8
320442C0100,32,4,0,1,6,15,0,0,3,9,3,1,7,2,11,7,4,9,6,1,25,18,2,3,5,9,53,4,3,0,3,8,8
320443B0100,32,14,0,0,3,17,1,1,0,14,6,2,5,2,15,8,4,6,7,2,22,15,3,0,4,7,61,2,1,0,6,18,9
320444B0100,32,11,3,0,12,10,0,0,1,7,3,1,1,1,9,6,3,4,3,3,16,14,3,0,8,4,52,3,4,0,3,11,14
320445B0100,32,11,2,1,9,15,3,0,1,14,7,4,6,4,20,8,5,5,8,2,24,26,5,4,7,9,56,4,4,0,5,11,13
320445C0100,32,11,1,0,10,23,4,2,2,14,2,3,8,1,13,9,3,10,7,1,24,23,3,3,8,8,55,3,3,0,3,16,8
320446B0100,32,11,1,1,7,25,2,0,1,9,1,2,10,3,22,16,1,5,6,2,37,23,8,2,8,10,64,6,5,0,10,20,8
320447B0100,32,4,0,0,11,20,7,2,4,18,1,1,8,2,33,8,8,11,7,0,35,26,6,3,6,4,84,0,4,0,7,22,14
320448B0100,32,11,1,1,10,21,3,2,0,9,2,2,5,2,11,9,5,12,5,3,20,8,5,2,6,8,55,2,2,0,3,14,8
320448C0100,32,11,1,0,6,12,4,0,0,12,2,3,6,2,12,5,5,7,5,0,28,21,5,1,3,12,48,5,2,0,3,12,14
320448E0100,32,11,0,0,4,7,1,0,0,0,0,1,2,0,7,3,3,1,2,0,5,6,2,0,2,3,17,0,1,0,1,3,3
320449B0100,32,14,1,1,3,17,3,1,1,6,4,1,4,0,13,3,1,2,7,1,18,12,4,1,4,4,60,1,4,0,1,11,10
320449C0100,32,14,1,1,10,9,1,1,0,11,2,1,3,2,12,8,6,5,3,0,22,20,4,2,9,3,40,3,4,0,3,10,7
320450B0100,32,7,0,1,8,19,3,0,2,10,0,1,7,2,19,9,5,10,8,1,36,14,7,3,5,5,70,3,2,0,3,11,11
320451B0100,32,7,1,2,11,15,2,0,3,9,2,4,13,4,18,9,5,8,11,2,40,20,3,2,13,8,70,5,0,0,6,17,20
320452B0100,32,14,0,1,8,13,1,3,4,7,2,1,2,1,10,10,3,5,5,0,26,20,6,5,10,6,49,2,2,0,2,14,6
320452C0100,32,14,3,2,8,12,4,1,0,4,4,3,3,3,9,6,3,11,7,1,22,17,4,5,3,6,45,4,2,0,2,15,7
320453B0100,32,14,2,3,9,18,2,0,1,7,4,0,3,1,12,9,10,10,5,1,25,19,5,4,5,6,72,1,0,0,5,23,16
320454B0100,32,14,1,3,8,18,4,1,2,9,1,2,3,3,13,6,5,8,2,0,13,14,6,7,6,3,43,0,2,0,5,13,8
320455B0100,32,14,3,3,17,27,3,2,2,12,1,1,11,7,28,18,4,9,6,5,36,23,8,1,11,11,87,2,4,0,5,13,11
320456B0100,32,7,1,4,5,19,1,0,3,8,6,1,11,4,24,9,6,11,8,3,34,25,5,5,6,3,76,2,1,0,5,14,15
320457B0100,32,11,0,0,4,10,2,0,0,6,3,1,3,1,8,4,3,9,5,1,17,13,4,4,2,2,45,0,2,0,4,9,10
320458B0100,32,11,1,1,6,13,1,1,0,11,5,0,5,1,17,7,6,5,6,1,23,14,3,5,3,8,61,2,1,0,3,12,12
320459B0100,32,7,2,0,9,29,1,1,2,12,8,0,6,0,13,21,3,9,10,2,30,25,6,6,6,15,86,5,2,0,6,25,13
320460B0100,32,7,1,1,7,11,1,0,0,4,2,3,8,2,20,5,6,7,6,1,18,19,6,3,7,6,60,3,0,0,6,16,9
320460C0100,32,7,2,1,9,22,1,2,1,6,3,2,5,3,13,4,6,5,5,1,24,13,2,5,6,14,57,2,3,0,5,13,16
320460C0200,32,7,0,1,4,14,6,3,1,10,5,0,6,1,20,5,3,9,7,1,22,27,7,3,6,6,49,0,1,0,4,15,10
320461B0100,32,7,1,1,7,27,4,2,0,12,1,1,12,2,19,12,7,11,3,1,25,18,7,3,5,11,74,2,3,0,7,10,8
320462B0100,32,4,1,1,10,15,2,1,0,4,1,1,5,3,14,5,5,8,3,2,28,14,8,2,6,7,47,0,0,0,2,21,2
320463B0100,32,7,1,0,13,20,1,0,2,8,4,1,6,0,17,8,8,7,8,5,33,23,10,5,4,10,70,4,6,0,7,22,10
320463C0100,32,7,1,2,4,18,3,0,1,7,4,0,4,5,23,4,3,8,5,2,28,25,8,7,6,10,73,1,2,0,5,16,12
320463C0200,32,7,1,2,8,11,4,2,2,9,2,0,12,2,15,16,4,13,4,1,30,19,5,6,3,10,77,1,2,0,8,19,14
320463C0300,32,7,1,1,13,23,2,2,4,9,2,1,13,4,17,8,6,5,6,1,21,31,6,3,11,9,72,2,3,0,6,13,14
320464B0100,32,7,1,0,13,17,1,2,2,6,2,1,4,0,15,8,2,4,5,1,29,15,7,3,8,5,70,4,3,0,4,11,10
320464C0100,32,7,0,1,12,23,2,2,2,11,4,3,11,1,12,9,4,0,8,1,25,21,2,2,8,8,57,4,4,0,5,8,3
320464C0200,32,7,1,1,19,24,1,1,0,12,4,1,7,3,17,8,2,7,6,2,20,28,1,0,5,4,59,0,3,0,4,14,11
320465B0100,32,7,2,2,14,22,6,1,2,7,1,2,5,3,23,7,2,8,8,1,34,22,9,1,5,5,75,5,0,0,7,12,7
320465C0100,32,7,1,0,9,24,3,0,0,16,5,1,7,2,19,11,6,12,12,0,31,23,5,2,10,11,83,2,1,0,5,13,18
320466B0100,32,7,2,2,12,22,5,1,1,15,4,1,8,2,18,6,4,14,8,0,33,27,5,4,12,11,71,2,2,0,7,23,15
320466C0100,32,7,1,0,10,23,1,0,3,11,4,1,9,1,31,14,10,10,6,2,34,22,3,4,8,10,99,1,2,0,8,20,15
320467B0100,32,7,1,1,12,21,3,1,1,10,4,3,10,2,16,15,8,8,6,0,41,33,2,3,11,8,65,1,3,0,2,16,12
320467C0100,32,7,1,1,8,22,1,0,1,9,5,0,7,0,23,12,5,13,6,2,26,23,5,5,4,12,73,1,2,0,6,27,16
320467C0200,32,7,1,1,11,22,3,1,0,15,5,3,7,3,23,11,8,18,5,2,25,26,6,1,9,12,65,5,2,0,6,17,7
320468B0100,32,7,3,1,10,23,5,1,0,5,3,3,9,2,13,9,8,9,6,1,26,29,10,4,7,6,72,4,1,0,9,18,11
320468C0100,32,7,0,1,26,21,3,1,2,12,0,1,5,2,23,6,7,7,10,2,32,23,5,2,8,9,68,1,2,0,1,14,15
320468C0200,32,7,0,3,22,15,2,0,1,7,1,3,9,2,16,8,9,7,4,3,30,30,2,2,10,7,70,2,2,0,9,15,12
320469B0100,32,7,2,2,7,19,2,2,1,10,5,2,7,1,14,10,2,6,6,2,29,19,6,5,6,11,80,2,5,0,6,15,15
320469C0100,32,7,0,1,9,22,3,2,4,12,3,1,12,4,22,9,7,13,5,2,44,22,6,1,5,11,57,5,4,0,5,14,13
320469C0200,32,7,1,2,10,16,7,0,0,11,4,4,9,0,23,9,2,12,3,1,35,26,8,5,7,8,65,4,4,0,5,19,11
320470B0100,32,7,1,1,16,23,2,1,1,10,4,3,9,4,26,11,6,12,9,0,30,33,5,4,5,8,71,2,3,0,2,19,14
320470C0100,32,7,1,3,15,15,1,5,1,8,4,1,4,1,24,6,7,7,8,2,43,23,9,2,10,9,70,10,4,0,8,20,8
320470C0200,32,7,4,1,13,19,2,4,0,14,0,1,4,6,29,11,2,14,5,2,21,23,4,5,12,7,91,1,2,0,6,19,15
320470C0300,32,7,3,0,16,25,3,3,3,13,5,3,8,2,23,22,5,8,11,1,36,27,8,7,12,12,58,2,1,0,5,14,20
320470C0400,32,7,2,3,6,23,6,0,3,11,3,3,12,1,25,5,4,8,13,0,34,25,4,1,7,7,72,2,5,0,6,26,17
320470E0100,32,7,2,1,13,17,2,0,1,11,2,1,9,1,20,11,10,11,8,2,27,21,5,5,5,5,65,4,5,0,5,18,11
320470E0101,32,7,0,1,10,20,2,0,1,11,7,2,5,1,14,10,3,13,5,0,32,29,3,4,3,7,53,3,3,0,4,17,13
320470E0102,32,7,1,1,9,15,2,1,0,7,3,1,7,3,18,9,7,8,9,3,32,24,4,6,7,8,68,4,4,0,3,12,13
320470E0103,32,7,1,5,13,23,3,0,1,5,5,4,6,4,20,16,2,10,6,2,29,23,5,3,8,5,62,1,2,0,3,20,12
320470E0200,32,7,3,3,11,24,2,0,3,15,5,2,6,2,21,10,5,9,11,3,28,23,6,7,8,11,65,3,2,0,3,11,13
320470E0201,32,7,1,0,11,27,4,0,0,10,4,2,7,2,20,8,4,6,5,2,41,23,7,6,9,7,91,1,3,0,9,15,7
320470E0202,32,7,1,2,11,18,4,1,1,18,3,2,9,2,12,5,4,10,10,0,32,22,3,1,11,10,75,4,4,0,7,15,13
320470E0203,32,7,1,0,13,20,1,2,2,8,5,0,7,1,20,10,3,13,5,4,30,30,3,2,2,12,72,2,3,0,6,12,12
320470E0204,32,7,1,1,13,23,2,1,2,11,0,1,7,2,25,11,1,5,5,1,23,20,6,1,5,8,63,1,3,0,4,19,8
320470E0300,32,7,2,2,12,20,2,3,1,13,6,1,5,2,25,14,2,11,7,4,31,30,4,4,12,8,58,0,4,0,5,23,17
320470E0301,32,7,6,0,12,23,1,1,4,7,1,2,11,8,18,7,5,9,3,2,40,29,2,2,7,8,68,3,3,0,2,19,9
320470E0302,32,7,0,2,10,22,3,2,4,13,2,1,9,4,18,8,2,6,9,3,39,22,5,3,6,5,74,2,4,0,6,21,6
320470E0400,32,7,4,3,13,13,1,1,1,11,2,2,8,5,21,11,5,13,9,0,28,26,1,2,11,7,69,2,4,0,4,23,12
320470E0401,32,7,0,1,9,22,5,1,2,9,4,2,10,3,24,8,4,9,8,0,26,32,6,4,8,5,91,0,0,0,2,21,12
320470E0402,32,7,1,1,9,16,4,0,2,10,2,3,10,2,22,5,2,12,4,0,25,24,3,3,10,9,82,1,4,0,5,21,20
320470E0403,32,7,3,1,18,24,1,0,2,18,4,4,11,1,25,10,7,9,6,1,34,22,7,2,8,14,76,1,4,0,5,17,9
320470E0404,32,7,0,1,13,21,1,0,1,7,2,1,7,1,23,15,5,9,11,1,33,25,3,3,10,10,76,4,2,0,6,26,9
320470E0405,32,7,4,2,13,23,1,1,2,19,0,0,4,2,21,6,6,6,6,5,40,29,11,2,7,9,60,2,2,0,5,17,19
320470S0100,32,7,1,0,25,44,5,2,5,12,8,6,16,3,41,21,15,17,13,2,53,43,17,2,19,14,137,5,4,0,10,39,14
320471B0100,32,7,0,2,12,21,4,0,2,17,3,1,11,1,16,6,6,14,7,1,31,27,2,1,9,8,58,4,2,0,5,15,13
320471C0100,32,7,0,1,10,18,5,0,2,12,5,3,13,3,21,8,5,8,5,1,37,26,3,7,5,9,76,3,5,0,7,11,10
320471C0200,32,7,0,1,9,15,1,0,2,10,3,3,5,4,23,7,6,9,4,1,30,28,4,4,5,10,71,4,4,0,4,20,17
320471C0300,32,7,1,3,17,26,5,0,3,15,6,5,7,2,24,9,7,9,4,1,29,15,7,3,5,9,65,1,5,0,3,8,13
320472B0100,32,7,2,3,15,15,6,2,1,11,4,0,11,3,26,12,4,12,6,2,33,33,7,2,8,10,78,2,1,0,2,17,13
320472C0100,32,7,0,1,16,19,5,3,3,10,2,4,8,4,20,8,4,2,6,3,31,32,5,5,4,9,56,4,2,0,2,23,7
320473B0100,32,4,0,4,4,17,2,4,3,4,0,1,2,3,14,16,3,8,8,1,22,22,5,2,6,3,49,2,2,0,5,17,8
320473C0100,32,4,0,2,15,14,2,2,0,11,0,0,7,2,16,5,3,7,9,2,23,16,4,2,2,14,45,1,2,0,3,9,11
320474B0100,32,7,1,1,17,26,5,2,0,23,5,2,4,3,30,14,4,10,5,2,34,24,7,3,8,9,71,6,5,0,4,17,21
320475B0100,32,7,3,3,3,14,2,3,0,5,3,0,6,0,9,8,5,4,8,0,19,13,9,3,7,6,44,0,4,0,1,13,8
320475C0100,32,7,1,0,9,13,0,1,2,5,3,2,6,1,16,6,2,8,4,1,18,18,3,2,2,6,49,0,1,0,8,8,12
320476B0100,32,7,2,2,15,23,2,1,1,11,3,1,9,6,18,4,6,8,9,4,32,20,2,3,6,8,66,2,2,0,3,14,12
320477B0100,32,7,1,1,13,24,7,0,3,22,4,6,9,4,19,7,5,11,4,2,30,26,7,3,10,16,103,4,2,0,3,21,11
320478B0100,32,7,2,2,11,12,0,2,3,11,3,5,1,2,13,7,9,6,5,0,34,26,9,3,2,8,77,2,1,0,3,13,14
320479B0100,32,7,3,2,11,22,3,1,1,9,3,1,5,0,18,9,2,8,5,5,26,31,6,1,6,6,54,2,2,0,1,17,11
320480B0100,32,7,2,2,15,21,1,2,1,14,1,0,3,4,22,11,4,2,7,2,32,14,6,3,13,12,74,1,0,0,9,16,10
320481B0100,32,7,2,2,9,12,1,0,2,8,5,2,9,2,13,10,6,10,6,2,18,25,2,4,6,4,53,1,4,0,2,15,10
320482B0100,32,7,1,1,11,16,1,2,1,10,3,2,11,3,23,9,8,4,6,1,31,15,3,4,8,10,74,5,2,0,7,16,17
320483B0100,32,7,2,2,15,23,0,1,0,13,5,1,12,2,16,6,3,10,5,1,35,20,7,1,8,7,62,2,1,0,6,12,13
320484B0100,32,7,1,5,9,19,2,0,2,15,0,2,3,4,20,8,5,6,4,3,27,14,4,6,9,8,68,3,2,0,2,16,4
320485B0100,32,7,1,5,14,25,3,0,4,16,2,2,10,2,26,19,3,10,4,4,33,25,5,1,5,12,81,2,2,0,3,21,14
320486B0100,32,4,0,3,8,11,2,1,1,10,4,1,9,2,13,5,3,7,10,2,21,18,4,0,4,9,47,0,0,0,7,6,8
320486C0100,32,4,1,1,6,18,2,0,2,9,5,2,1,1,8,7,5,7,4,3,9,15,2,2,7,7,40,3,2,0,4,14,11
320487B0100,32,7,3,3,17,21,4,4,4,13,3,2,4,5,23,9,5,9,4,0,41,25,8,2,9,10,81,4,3,0,7,24,15
320488B0100,32,7,0,4,9,20,1,1,0,10,3,1,6,1,20,8,2,10,9,4,27,22,3,3,14,9,66,2,2,0,4,15,13
320488S0100,32,7,2,2,26,38,9,1,4,17,8,4,12,9,44,17,10,11,14,3,61,49,7,5,10,20,153,6,3,0,6,38,19
320489B0100,32,4,1,0,5,7,2,3,1,10,3,1,7,1,9,4,4,9,4,0,16,14,4,2,6,9,57,1,3,0,4,9,10
320489C0100,32,4,0,2,7,18,2,1,3,9,4,0,4,1,16,9,1,5,3,2,21,16,1,4,9,5,57,1,0,0,5,12,5
320490B0100,32,7,2,1,8,24,6,1,1,14,4,4,6,6,23,10,2,12,10,1,36,25,7,4,6,12,87,3,4,0,6,19,15
320491B0100,32,7,1,1,14,26,2,1,1,8,2,2,5,5,20,8,4,6,2,2,35,24,4,1,4,10,81,3,1,0,7,18,8
320491C0100,32,7,1,4,8,21,3,4,2,7,2,0,4,4,20,7,6,4,7,1,38,25,4,6,6,11,63,3,4,0,6,22,15
320491C0200,32,7,0,0,9,19,2,2,1,12,1,1,7,1,16,12,4,13,8,3,31,21,5,3,6,5,74,7,3,0,5,17,12
320491C0300,32,7,1,1,13,28,3,0,4,11,1,2,6,4,20,10,4,9,2,1,36,24,4,5,5,8,77,5,4,0,7,17,11
320492B0100,32,4,4,2,16,24,3,1,2,9,0,2,6,2,17,13,5,6,12,0,32,29,7,6,9,8,100,5,4,0,6,22,15
320493B0100,32,4,1,0,7,12,0,1,0,7,1,3,8,1,15,7,3,6,8,0,21,12,4,4,6,4,47,4,3,0,4,13,6
320493C0100,32,4,0,1,6,5,1,0,2,6,2,4,5,2,18,3,2,6,2,0,18,16,6,3,3,4,40,2,0,0,1,14,13
320494B0100,32,7,2,3,16,22,2,0,0,15,1,2,12,2,14,13,2,13,7,2,28,23,8,5,9,8,82,3,1,0,3,24,6
320494C0100,32,7,1,1,9,16,0,3,1,11,6,1,9,3,30,12,1,11,9,0,25,26,7,6,5,11,70,4,1,0,4,21,7
320494C0200,32,7,2,1,15,20,3,2,2,13,2,0,8,1,21,10,6,11,8,0,29,13,7,4,7,10,72,4,2,0,2,19,14
320494C0300,32,7,2,1,16,21,2,1,3,9,3,4,9,0,17,11,6,11,12,2,38,18,4,5,9,10,80,1,2,0,7,16,8
320494C0400,32,7,0,1,12,17,4,0,2,16,2,0,9,0,23,8,0,8,10,3,35,24,7,7,8,8,67,4,1,0,5,16,13
320495B0100,32,7,0,5,7,18,3,0,1,10,3,3,5,7,22,6,7,8,6,3,40,30,3,2,8,10,67,3,1,0,5,26,17
320496B0100,32,7,0,3,6,17,3,0,1,8,2,1,3,2,17,9,8,2,7,0,26,16,2,4,3,7,59,1,5,0,2,11,5
320496C0100,32,7,0,1,12,13,1,1,1,11,0,1,5,2,13,4,6,4,3,0,25,24,7,5,2,6,48,0,0,0,6,13,5
320497B0100,32,7,2,2,9,14,2,1,2,6,1,3,5,0,14,9,6,5,5,2,20,10,4,2,5,3,45,1,1,0,2,15,5
320498B0100,32,7,1,0,14,17,1,0,1,6,2,0,13,1,16,9,6,4,5,1,30,17,3,1,5,6,43,2,3,0,5,13,11
320499B0100,32,7,3,3,10,26,10,0,2,11,4,3,9,3,22,9,3,7,7,0,46,30,8,6,6,7,78,1,1,0,8,15,11
320500B0100,32,7,1,1,9,17,4,0,3,16,2,1,7,2,22,13,6,10,9,2,32,22,9,0,13,8,98,2,0,0,4,23,12
320500C0100,32,7,4,2,7,20,2,1,4,16,4,3,4,0,20,7,5,12,10,4,29,38,8,3,9,16,81,2,1,0,8,20,10
320500C0200,32,7,1,1,8,20,3,1,3,10,4,1,7,2,20,15,4,10,4,0,44,31,7,7,7,11,70,2,2,0,5,23,9
320501B0100,32,7,1,1,7,15,2,1,2,10,4,3,5,2,17,10,3,5,3,0,26,15,7,5,3,6,56,6,3,0,1,16,4
320501C0100,32,7,0,1,12,24,2,2,3,6,5,2,4,2,9,9,4,14,4,3,26,17,4,1,6,8,63,2,5,0,4,8,6
320502B0100,32,4,1,0,15,17,1,1,1,6,4,0,1,4,18,6,6,6,5,0,25,20,4,3,5,3,57,1,2,0,6,17,9
320502C0100,32,4,0,1,12,18,2,1,3,5,0,2,5,2,16,10,3,6,4,2,22,22,4,2,6,7,57,1,2,0,8,21,7
320503B0100,32,7,0,6,16,28,6,2,2,14,1,4,9,5,16,13,3,12,8,1,46,21,8,6,7,5,89,2,6,0,3,20,14
320503S0100,32,7,4,7,20,36,9,1,2,17,9,2,13,2,36,18,13,9,10,1,52,55,13,5,11,17,141,7,5,0,15,38,22
320504B0100,32,4,1,1,8,12,3,0,1,8,4,2,8,2,18,10,3,7,2,1,35,17,1,1,3,7,56,0,3,0,3,28,6
320504C0100,32,4,4,1,4,22,4,0,2,12,4,0,5,0,9,13,3,6,9,1,18,13,6,5,7,6,51,0,1,0,2,18,7
320505B0100,32,7,3,3,16,11,2,0,1,15,2,1,8,1,13,7,2,8,7,0,19,26,5,5,6,11,57,0,4,0,6,7,14
320506B0100,32,4,1,0,9,15,4,0,3,7,3,2,6,1,12,7,5,8,8,1,25,24,5,2,4,9,61,1,1,0,2,8,9
320506C0100,32,4,0,1,12,11,2,2,1,12,0,1,6,2,13,12,1,8,6,1,22,18,3,1,1,4,61,2,4,0,2,14,15
320507B0100,32,7,4,1,13,17,2,2,1,17,3,2,9,3,28,15,6,10,11,0,40,24,7,5,7,12,90,1,4,0,1,22,9
320507C0100,32,7,2,2,6,27,6,1,0,10,4,4,10,2,31,4,7,7,17,3,41,25,5,5,12,10,72,4,3,0,12,21,12
320507C0200,32,7,3,0,18,23,1,2,4,11,3,3,8,5,26,14,7,8,5,3,22,27,3,2,7,11,65,2,6,0,3,14,10
320507C0300,32,7,3,1,15,24,2,0,4,13,6,1,2,3,21,7,8,9,15,2,25,25,9,3,16,9,94,6,2,0,7,22,7
320507C0400,32,7,3,4,8,26,4,1,2,8,4,3,4,3,28,21,8,12,7,3,38,29,6,2,6,12,75,3,1,0,5,19,12
320507C0500,32,7,3,1,18,20,8,0,2,7,8,7,9,3,23,10,9,8,10,2,42,27,4,6,14,12,79,4,4,0,7,12,15
320507C0600,32,7,0,3,15,30,6,1,0,16,3,2,7,2,12,12,7,9,6,1,32,23,5,3,6,8,83,6,4,0,3,15,9
320507C0700,32,7,1,2,13,28,4,2,1,13,4,1,7,4,25,13,6,13,6,3,28,22,5,2,11,14,87,3,2,0,5,21,10
320507C0800,32,7,1,1,20,26,2,2,4,13,4,1,12,1,23,14,6,3,12,3,41,23,9,3,5,7,90,3,5,0,4,17,15
320507C0900,32,7,3,1,13,28,2,0,2,19,3,2,7,3,16,8,9,5,6,3,33,20,4,3,14,8,82,4,7,0,6,25,18
320508B0100,32,7,3,3,9,16,4,1,3,5,0,0,5,5,16,3,3,7,7,3,22,25,2,3,6,10,59,0,3,0,4,11,9
320508C0100,32,7,2,1,9,18,0,2,1,12,0,5,4,1,20,10,6,15,5,1,28,19,2,3,9,9,56,2,3,0,7,9,7
320509B0100,32,7,3,1,3,18,0,0,2,14,2,1,8,1,22,6,3,9,9,3,35,22,7,6,12,10,86,4,3,0,2,21,15
320509C0100,32,7,2,0,13,21,2,1,2,16,3,0,2,3,14,12,4,11,5,1,40,21,5,4,11,14,83,4,4,0,3,15,11
320510B0100,32,7,3,1,16,18,1,2,1,12,3,1,9,1,22,9,5,4,8,3,36,22,2,1,10,10,59,4,2,0,8,18,5
320510C0100,32,7,3,1,12,15,5,1,3,13,5,2,6,1,16,9,4,8,3,2,32,25,5,3,9,3,70,1,4,0,6,15,7
320510C0200,32,7,3,5,14,17,2,1,2,20,1,1,7,5,14,7,10,10,3,1,33,26,6,2,5,12,65,3,4,0,2,18,6
320510C0300,32,7,2,3,8,21,3,1,5,9,3,2,7,1,22,6,3,7,4,3,29,27,5,4,8,9,65,2,0,0,2,21,8
320510C0400,32,7,0,0,15,19,7,0,2,9,0,0,6,2,21,10,2,10,7,1,27,25,5,2,3,10,66,3,1,0,2,21,7
320511B0100,32,14,1,1,5,12,1,2,2,9,5,1,6,3,11,11,5,3,4,1,23,12,4,0,2,7,30,0,1,0,4,10,10
320512B0100,32,11,2,1,5,15,2,2,1,8,3,3,3,1,12,5,3,7,3,0,13,16,3,2,2,15,53,0,2,0,4,9,4
320512C0100,32,11,1,1,7,10,0,0,1,6,0,1,4,3,7,6,2,3,1,1,25,21,1,6,0,7,65,2,0,0,6,10,3
320513B0100,32,14,0,0,10,26,3,4,2,16,7,2,10,2,24,10,13,9,7,2,31,25,6,6,11,9,104,1,3,0,3,12,15
320514B0100,32,14,5,0,14,19,3,1,2,11,1,2,6,1,24,6,3,6,5,0,32,23,5,1,6,6,75,3,4,0,5,12,8
320514C0100,32,14,2,0,12,24,1,1,2,11,4,4,5,4,14,9,5,4,7,0,32,17,2,0,4,9,68,4,5,0,2,21,10
320515B0100,32,11,1,0,5,8,1,1,1,8,2,1,5,2,14,4,4,8,5,1,17,14,1,4,6,10,39,2,1,0,5,8,3
320515C0100,32,11,0,1,7,15,1,0,0,3,1,2,3,1,10,4,1,5,5,0,17,12,2,2,6,5,47,1,0,0,3,16,11
320516B0100,32,11,2,2,16,24,3,0,3,14,4,3,7,3,22,15,9,12,5,0,36,29,5,1,5,13,82,4,2,0,6,19,15
320517B0100,32,14,0,0,20,20,4,0,3,12,7,2,7,2,15,5,3,7,6,0,24,22,9,3,4,9,57,5,3,0,4,9,10
320517C0100,32,14,3,4,17,19,1,1,2,10,2,0,7,3,19,7,4,7,11,2,33,24,9,2,7,4,60,3,2,0,3,21,12
320518B0100,32,4,1,2,10,9,3,2,1,9,1,0,9,3,19,4,3,3,3,0,23,23,6,0,10,8,51,0,3,0,5,14,19
320518C0100,32,4,1,2,6,11,1,0,1,14,2,0,7,5,15,6,4,6,5,0,27,15,6,1,3,3,58,0,4,0,4,15,7
320519B0100,32,4,5,0,6,7,2,0,0,7,2,3,5,2,13,5,6,7,6,0,16,8,3,0,7,5,50,2,1,0,5,15,13
320519C0100,32,4,0,2,10,7,1,1,3,6,2,0,8,2,12,11,2,8,3,0,20,11,5,2,3,5,49,1,1,0,2,15,12
320520B0100,32,14,1,3,15,20,2,0,2,8,5,1,6,3,14,6,4,7,4,3,42,17,3,5,4,7,64,2,3,0,7,19,9
320520C0100,32,14,0,3,9,17,1,1,0,7,3,1,10,5,25,5,5,9,13,1,35,22,6,4,5,2,71,1,4,0,4,16,13
320520C0200,32,14,6,2,16,21,4,0,6,12,4,3,4,3,22,10,3,7,6,0,32,25,2,3,4,8,60,2,2,0,6,17,11
320521B0100,32,14,1,3,11,19,4,2,3,10,6,2,9,5,17,11,5,9,9,2,29,19,10,6,2,15,78,0,2,0,2,17,9
320521C0100,32,14,1,1,8,22,3,0,3,13,4,3,9,2,23,12,6,10,1,1,37,16,8,3,8,7,83,1,3,0,2,16,16
320521C0200,32,14,2,1,11,17,7,2,2,9,1,2,10,1,26,8,6,6,8,4,38,29,9,1,9,9,82,0,4,0,3,20,6
320521C0300,32,14,1,4,11,24,3,3,2,14,2,2,5,1,22,5,4,10,7,0,25,34,9,3,17,4,62,3,2,0,4,16,17
320522B0100,32,11,3,1,11,14,1,0,1,9,1,1,9,3,16,11,3,10,10,2,28,25,1,3,8,8,64,3,1,0,0,13,10
320522C0100,32,11,5,2,8,20,3,1,2,4,5,5,3,0,16,14,2,4,6,1,23,20,2,2,6,8,69,1,3,0,1,13,4
320523B0100,32,7,3,2,13,9,1,3,1,10,4,3,3,1,29,10,2,6,6,1,29,16,3,1,8,8,58,1,2,0,3,15,8
320523C0100,32,7,0,0,13,15,2,4,2,10,2,0,6,4,17,6,5,7,4,4,21,13,4,4,6,12,77,5,1,0,7,15,8
320524B0100,32,7,2,3,11,31,3,1,0,16,4,0,11,4,20,10,9,9,6,1,37,22,11,0,5,4,61,4,4,0,8,20,12
320524C0100,32,7,2,2,8,18,2,2,3,11,7,0,8,1,25,5,6,7,14,2,41,24,7,9,9,9,77,3,2,0,6,20,13
