CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CI1,CI2,CNR,NULOS
'080722B0100',8,6,17,23,0,1,2,2,46,17,8,6,14,27,5,1,2,4,0,10,12,16
'080722C0100',8,6,13,32,0,1,4,0,33,20,14,7,19,21,15,0,3,3,0,19,9,15
'080723B0100',8,6,13,24,0,1,2,4,34,13,6,5,9,23,12,2,6,2,0,11,14,11
'080723C0100',8,6,14,21,0,0,5,1,40,27,10,4,10,21,12,0,1,2,0,11,10,10
'080724B0100',8,6,9,33,0,1,4,0,34,14,13,3,18,27,5,1,5,1,0,9,18,16
'080724C0100',8,6,21,38,0,0,3,2,28,17,16,6,14,23,10,4,5,2,0,9,14,19
'080725B0100',8,15,14,37,1,2,4,3,48,18,15,8,18,24,17,2,7,1,1,22,27,30
'080725C0100',8,15,16,47,0,2,7,2,47,34,12,7,17,47,15,6,8,2,0,12,19,18
'080725C0200',8,15,22,36,1,1,7,4,54,25,9,6,10,28,9,3,3,0,0,31,19,17
'080726B0100',8,15,17,37,1,1,6,0,33,24,9,6,20,32,10,3,3,1,0,20,20,17
'080726C0100',8,15,16,24,0,0,6,4,51,21,8,8,19,30,9,3,5,4,0,32,17,16
'080726C0200',8,15,13,34,1,0,6,0,46,22,8,7,17,31,12,3,4,2,0,23,25,18
'080727B0100',8,6,16,37,0,1,7,2,42,16,7,10,11,33,8,2,6,1,0,19,22,21
'080728B0100',8,15,19,33,1,0,4,4,55,21,18,8,21,28,12,4,2,4,0,23,26,26
'080729B0100',8,6,23,42,0,1,1,0,42,11,9,7,21,23,17,3,4,4,0,11,14,16
'080730B0100',8,6,15,35,0,1,4,1,39,13,11,3,9,21,11,2,5,1,0,11,11,15
'080730C0100',8,6,13,21,0,3,4,3,33,20,10,7,11,9,12,1,2,2,0,18,10,15
'080731B0100',8,15,20,31,0,1,8,4,62,25,12,2,13,31,12,6,5,2,0,23,18,15
'080732B0100',8,15,22,41,0,1,5,2,47,19,12,6,21,36,16,3,4,3,0,13,16,15
'080733B0100',8,15,16,37,1,0,9,2,54,31,10,12,13,26,17,11,3,2,0,29,23,17
'080734B0100',8,6,20,35,0,1,4,2,42,17,8,3,14,19,7,3,3,5,0,17,20,15
'080734C0100',8,6,24,31,0,1,6,5,38,14,15,9,10,29,15,1,5,3,0,20,16,17
'080735B0100',8,15,27,35,0,1,6,0,49,27,17,10,20,41,15,7,3,2,1,25,23,23
'080736B0100',8,15,19,32,0,0,6,1,48,26,16,8,14,36,10,3,8,2,0,17,19,16
'080736C0100',8,15,19,34,0,0,12,2,40,18,10,9,12,24,10,1,11,3,0,11,21,11
'080737B0100',8,15,20,44,0,1,3,3,51,16,17,11,18,39,15,6,5,1,0,22,27,25
'080738B0100',8,6,16,32,0,0,6,1,37,13,12,5,15,20,11,1,0,3,0,20,10,8
'080739B0100',8,8,17,29,1,0,7,1,43,18,18,5,16,25,13,4,3,1,1,14,12,18
'080739C0100',8,8,19,35,0,0,3,0,33,23,13,9,15,22,8,2,6,1,1,11,14,14
'080740B0100',8,17,27,42,0,2,6,2,46,19,15,11,16,37,10,7,7,3,0,17,14,20
'080740C0100',8,17,19,45,1,0,7,3,54,23,21,9,16,43,14,3,6,4,0,18,19,15
'080740C0200',8,17,24,47,0,1,7,4,39,22,8,8,20,35,10,4,2,0,1,26,25,15
'080741B0100',8,15,21,35,0,1,5,2,50,20,8,6,12,22,17,5,6,1,0,17,17,16
'080742B0100',8,6,19,32,0,3,7,2,36,24,14,6,20,25,8,3,12,1,0,22,14,25
'080743B0100',8,15,20,37,0,5,7,3,48,28,19,11,20,32,5,3,11,2,0,20,29,16
'080744B0100',8,15,16,46,0,2,6,5,56,28,12,8,20,34,9,6,9,1,0,22,19,21
'080745B0100',8,6,23,19,0,0,10,1,32,5,10,2,14,23,5,3,4,2,0,16,18,12
'080745C0100',8,6,11,23,0,2,1,2,32,13,11,7,15,25,3,3,2,2,0,13,12,18
'080746B0100',8,6,17,16,0,0,4,1,37,20,11,7,10,26,11,2,4,0,0,13,18,13
'080746C0100',8,6,13,17,0,0,1,1,30,19,16,7,16,14,10,5,8,1,0,25,17,11
'080747B0100',8,15,20,37,0,1,6,1,44,22,17,8,11,28,11,5,7,0,2,23,23,31
'080748B0100',8,6,18,28,0,3,1,3,44,14,9,5,7,14,9,3,4,1,1,20,13,5
'080748C0100',8,6,14,20,0,1,3,2,35,16,9,10,9,17,12,2,3,2,0,17,14,14
'080749B0100',8,6,18,24,0,1,8,2,44,18,19,10,7,14,15,1,8,2,0,15,20,19
'080750B0100',8,6,10,32,1,2,1,1,37,18,15,3,17,25,14,5,3,2,0,16,23,18
'080751B0100',8,6,13,24,0,2,4,3,47,27,10,2,15,20,8,2,5,1,1,15,17,22
'080752B0100',8,6,16,17,0,0,2,2,26,18,11,2,15,19,10,1,6,1,0,16,15,13
'080752C0100',8,6,14,32,1,0,3,1,33,8,10,8,13,24,8,1,3,3,0,16,19,13
'080753B0100',8,15,22,48,0,2,13,7,49,37,14,12,21,35,18,5,11,3,0,16,25,25
'080753C0100',8,15,24,40,0,1,7,3,55,31,23,16,19,41,23,6,10,0,0,29,23,26
'080753C0200',8,15,28,43,0,2,2,3,65,45,23,7,24,34,11,2,8,1,1,22,23,20
'080754B0100',8,15,21,49,0,3,3,3,51,25,12,9,22,33,20,3,7,1,0,16,25,13
'080754C0100',8,15,21,42,0,0,8,3,49,36,15,11,25,39,15,6,6,2,0,25,26,22
'080754C0200',8,15,14,41,0,3,3,2,61,19,23,10,16,25,20,7,9,1,0,21,25,26
'080754C0300',8,15,32,37,0,1,6,4,61,29,18,10,18,34,9,3,7,4,0,15,23,28
'080754C0400',8,15,23,30,0,1,7,3,65,18,20,12,26,28,14,3,11,3,0,19,22,31
'080754C0500',8,15,24,39,0,0,5,3,57,24,21,11,28,39,15,2,6,1,0,18,21,15
'080754C0600',8,15,32,53,0,2,1,2,56,20,17,8,19,38,14,4,7,1,0,17,19,19
'080754C0700',8,15,25,36,0,0,6,8,49,27,10,9,21,41,21,3,7,3,2,17,27,27
'080754C0800',8,15,28,33,0,0,8,3,60,27,14,13,12,42,21,4,8,0,0,26,32,21
'080755B0100',8,6,15,28,0,2,2,5,38,18,6,13,16,25,9,2,7,0,1,17,16,7
'080756B0100',8,6,21,33,0,1,3,3,29,20,9,8,17,29,9,1,2,0,0,13,18,13
'080756C0100',8,6,20,34,0,0,7,1,34,19,15,10,11,16,14,5,6,2,0,20,17,16
'080757B0100',8,6,11,26,0,0,4,1,31,11,11,3,8,23,12,5,5,1,0,15,12,14
'080757C0100',8,6,19,24,0,0,4,0,38,14,5,7,19,22,11,5,2,2,0,13,12,10
'080758B0100',8,6,13,24,0,2,0,3,46,20,14,11,10,26,19,4,4,2,1,19,26,21
'080758C0100',8,6,15,29,0,0,6,3,46,26,18,6,16,24,9,1,7,1,0,16,16,21
'080759B0100',8,6,20,39,0,1,7,3,44,23,12,5,10,30,15,5,3,2,0,25,22,16
'080759C0100',8,6,22,52,0,1,5,3,39,18,12,7,19,35,9,3,5,1,0,18,16,16
'080760B0100',8,15,26,47,0,3,8,3,46,21,10,6,13,34,15,6,6,1,0,20,9,25
'080760C0100',8,15,22,45,0,2,6,4,50,23,11,8,12,37,11,1,6,3,1,27,20,27
'080761B0100',8,15,19,32,1,1,4,1,59,31,15,7,17,34,12,2,5,3,1,25,18,17
'080761C0100',8,15,19,41,0,2,3,3,41,26,12,7,19,32,12,1,9,1,1,18,19,27
'080762B0100',8,6,14,22,0,1,7,1,31,28,6,7,16,32,7,2,3,1,0,15,17,17
'080762C0100',8,6,11,21,0,1,6,5,25,23,8,5,11,24,17,1,6,2,0,12,10,8
'080763B0100',8,6,16,20,0,1,8,2,31,13,10,6,11,18,7,2,5,1,0,11,15,18
'080763C0100',8,6,11,21,0,0,2,1,31,16,12,8,13,13,10,2,5,1,0,11,13,10
'080764B0100',8,6,19,32,0,0,8,3,52,18,12,10,8,30,9,0,4,2,0,11,16,15
'080765B0100',8,15,26,34,0,1,3,2,46,22,14,7,17,44,15,4,3,3,0,16,14,23
'080766B0100',8,6,17,22,0,0,2,1,26,10,5,9,19,17,17,6,6,0,1,16,12,14
'080766C0100',8,6,14,31,0,1,4,1,35,18,10,1,13,23,7,2,4,1,0,14,16,12
'080767B0100',8,17,21,40,0,1,4,6,44,27,13,15,19,41,15,3,10,4,1,22,19,26
'080767C0100',8,17,19,40,0,0,6,3,51,22,7,14,26,35,16,8,3,2,0,22,11,24
'080768B0100',8,17,19,40,0,2,5,5,49,23,10,7,18,27,17,2,6,2,2,21,26,27
'080768C0100',8,17,17,28,2,0,8,0,59,19,14,7,11,34,12,6,8,4,1,24,22,20
'080769B0100',8,15,25,40,1,1,2,4,58,28,12,12,25,28,18,5,3,6,1,30,18,15
'080770B0100',8,6,12,34,2,1,2,2,42,22,16,10,18,26,11,3,5,1,0,19,18,16
'080771B0100',8,6,11,18,0,0,6,1,29,21,11,7,17,25,13,1,3,3,0,19,16,14
'080771C0100',8,6,12,21,0,1,5,1,42,15,12,1,11,28,9,4,2,2,0,11,22,17
'080772B0100',8,6,15,33,1,1,5,3,35,22,10,4,16,24,10,1,9,2,0,19,16,20
'080772C0100',8,6,15,36,0,0,3,5,51,20,13,11,10,24,8,1,2,2,0,11,21,19
'080773B0100',8,6,23,26,0,0,2,2,34,19,12,6,14,23,10,6,6,0,0,16,14,12
'080773C0100',8,6,15,32,1,2,4,2,38,18,10,12,15,26,12,1,4,4,0,11,13,18
'080774B0100',8,15,16,32,1,1,5,4,46,19,14,12,16,30,15,2,8,3,0,15,27,15
'080774C0100',8,15,17,47,1,0,1,2,44,28,19,5,14,33,12,2,3,1,1,20,14,17
'080775B0100',8,15,21,40,0,4,7,3,49,31,16,11,26,34,15,4,6,1,0,19,16,26
'080775C0100',8,15,25,43,2,1,3,0,59,27,12,6,18,29,20,6,3,5,1,18,27,19
'080776B0100',8,6,8,12,0,2,2,2,19,16,12,2,8,8,8,5,6,1,0,20,9,6
'080777B0100',8,6,18,30,0,2,3,2,41,23,5,12,17,26,7,4,4,0,0,16,23,21
'080777C0100',8,6,19,30,0,3,3,0,36,20,12,3,21,26,17,6,7,2,0,13,16,14
'080778B0100',8,15,13,32,0,2,4,1,45,23,11,9,19,27,11,1,6,2,0,13,19,25
'080778C0100',8,15,18,28,1,1,4,3,43,22,16,9,9,28,10,3,9,0,0,19,15,16
'080779B0100',8,15,22,32,0,0,5,3,33,23,13,9,22,28,10,4,8,3,0,17,21,22
'080779C0100',8,15,17,35,1,0,10,3,60,28,13,8,5,34,15,6,7,0,0,14,17,19
'080780B0100',8,15,21,46,0,0,6,2,58,25,17,5,19,35,16,4,4,0,0,18,30,22
'080781B0100',8,6,16,25,1,1,4,1,44,22,14,4,12,31,16,6,6,1,0,13,20,17
'080782B0100',8,6,18,27,0,1,3,0,35,16,7,5,10,17,7,3,4,0,0,10,12,14
'080782C0100',8,6,10,21,0,0,3,0,36,14,11,5,10,17,11,3,1,2,0,15,17,9
'080783B0100',8,15,14,31,0,1,5,1,56,22,18,6,21,31,11,0,7,1,0,16,28,13
'080784B0100',8,15,30,56,0,1,6,3,56,32,16,17,13,36,15,3,5,3,0,24,19,25
'080785B0100',8,17,18,31,0,1,12,0,49,25,7,13,20,26,11,4,6,3,0,22,13,12
'080785S0100',8,8,38,76,1,1,14,8,99,60,21,19,35,73,27,5,10,5,0,52,49,39
'080786B0100',8,8,14,28,0,1,6,1,38,24,9,8,25,29,10,5,4,0,0,13,11,11
'080787B0100',8,17,16,35,0,0,5,3,50,24,13,10,17,29,11,4,5,6,1,20,26,25
'080787C0100',8,17,27,35,0,1,3,2,47,22,17,8,17,18,14,3,8,1,0,21,27,16
'080788B0100',8,17,16,29,0,1,8,2,41,23,14,8,14,39,11,1,2,1,0,24,18,18
'080788C0100',8,17,23,47,0,1,6,2,50,21,18,12,12,40,18,2,8,2,2,24,20,18
'080789B0100',8,8,17,33,0,3,8,2,41,13,17,2,13,29,3,0,6,2,0,8,13,12
'080789C0100',8,8,12,23,1,1,4,1,36,25,7,3,12,15,15,1,4,2,0,8,14,16
'080790B0100',8,8,14,25,0,0,11,0,33,10,16,3,13,22,9,4,6,3,1,10,19,14
'080790C0100',8,8,10,27,0,1,5,2,25,19,7,6,15,28,14,0,3,3,1,17,13,7
'080791B0100',8,17,18,29,0,0,7,4,56,30,15,13,21,31,8,3,10,3,0,23,24,17
'080792B0100',8,8,12,33,0,1,4,2,32,19,17,6,14,25,16,2,3,3,0,15,10,18
'080792C0100',8,8,10,30,0,1,4,2,40,17,5,6,16,34,7,7,7,2,0,19,16,15
'080793B0100',8,17,27,59,1,2,6,2,75,39,13,12,15,41,15,7,3,3,0,19,32,16
'080794B0100',8,8,12,23,0,1,4,2,28,17,6,6,16,21,13,3,3,2,0,12,10,15
'080795B0100',8,6,11,32,1,1,8,3,36,21,16,4,20,22,8,1,2,3,0,14,17,19
'080795C0100',8,6,12,30,0,1,9,0,40,19,14,4,15,27,14,4,6,2,0,14,16,12
'080796B0100',8,15,23,47,0,1,7,3,40,21,14,8,21,34,11,5,4,1,0,15,22,24
'080797B0100',8,6,15,33,1,0,8,2,40,21,8,8,9,24,12,2,4,3,0,23,24,20
'080798B0100',8,15,15,38,0,3,4,3,47,37,26,16,16,41,10,3,2,3,0,24,20,20
'080799B0100',8,6,15,28,1,1,1,3,50,16,10,11,16,22,9,3,10,2,1,17,18,14
'080800B0100',8,6,20,26,0,1,8,5,51,20,9,6,10,24,9,1,5,1,0,16,17,15
'080800C0100',8,6,15,27,0,2,5,1,42,20,8,9,17,26,9,2,5,4,0,12,16,12
'080800S0100',8,6,49,85,1,2,9,13,102,43,34,19,44,50,25,5,11,8,0,51,35,46
'080801B0100',8,15,18,38,0,2,1,3,59,22,15,10,17,36,11,1,5,2,0,23,26,22
'080801C0100',8,15,15,43,1,0,2,8,52,20,12,8,16,29,11,7,4,3,0,18,18,26
'080802B0100',8,6,24,28,0,4,4,3,30,21,11,3,13,23,9,2,5,1,0,12,17,16
'080803B0100',8,6,20,39,0,1,3,2,47,19,8,2,16,21,10,2,4,1,1,10,20,21
'080804B0100',8,6,18,32,0,2,5,5,39,26,13,12,19,26,3,3,4,3,0,20,18,18
'080804C0100',8,6,25,42,2,1,2,0,33,23,13,13,19,33,12,2,3,2,0,14,25,14
'080805B0100',8,15,20,51,0,0,7,5,58,32,21,4,26,30,19,6,8,3,0,30,26,30
'080805C0100',8,15,26,56,1,0,7,2,79,26,10,12,15,36,16,8,10,2,1,22,22,28
'080805C0200',8,15,36,54,0,1,8,0,63,23,17,10,16,32,12,4,5,5,0,21,27,18
'080805C0300',8,15,34,46,0,2,9,5,67,40,12,9,27,46,8,4,7,2,1,13,27,29
'080805C0400',8,15,24,50,0,3,7,4,80,27,15,18,22,45,20,4,4,6,0,19,20,17
'080805C0500',8,15,25,47,0,1,7,0,61,31,22,10,30,36,11,2,5,3,2,26,31,29
'080805C0600',8,15,27,39,1,1,7,3,72,20,14,9,30,40,18,6,4,3,1,23,36,15
'080805C0700',8,15,23,46,0,1,8,4,51,26,24,9,20,37,21,6,5,2,1,22,21,19
'080805C0800',8,15,24,57,1,1,2,3,59,34,21,12,15,33,22,5,9,3,0,28,24,30
'080805C0900',8,15,28,42,1,0,6,8,71,30,24,12,28,40,17,2,5,3,0,17,30,17
'080805C1000',8,15,21,44,0,0,6,3,58,31,17,7,23,33,16,3,8,4,0,24,25,32
'080805C1100',8,15,25,42,0,4,11,2,66,22,18,10,25,27,30,5,7,1,1,20,28,21
'080806B0100',8,15,17,35,0,0,9,4,53,17,10,5,14,34,7,3,7,1,0,19,20,18
'080806C0100',8,15,16,43,0,1,6,3,48,24,12,9,13,23,14,6,5,1,0,16,22,18
'080807B0100',8,6,10,35,0,1,8,2,34,21,11,8,15,25,11,2,0,1,2,20,19,16
'080807C0100',8,6,22,41,0,1,6,6,33,23,10,8,12,30,10,2,3,4,2,10,14,20
'080808B0100',8,6,23,26,0,1,3,2,40,14,8,10,15,28,11,2,8,1,0,14,13,10
'080808C0100',8,6,19,34,0,1,4,1,36,19,8,6,11,23,6,3,4,1,0,10,9,20
'080809B0100',8,15,28,38,1,1,4,2,52,29,20,9,29,32,14,5,8,3,0,20,25,28
'080810B0100',8,15,32,43,1,2,5,3,61,35,13,9,20,35,16,6,5,8,0,21,23,27
'080811B0100',8,8,7,16,0,1,1,2,21,11,7,4,6,15,5,0,4,2,0,9,13,5
'080812B0100',8,8,15,26,0,1,2,4,37,28,15,6,11,22,8,4,2,3,0,24,13,12
'080813B0100',8,17,25,41,0,0,5,1,58,26,16,6,25,18,15,7,10,1,2,25,25,28
'080814B0100',8,17,25,46,0,1,5,4,68,22,13,6,15,30,16,3,8,3,1,24,40,32
'080815B0100',8,8,19,19,0,0,6,0,32,18,5,1,14,20,5,5,5,2,0,14,14,13
'080816B0100',8,8,21,30,0,2,6,1,43,13,12,4,15,19,10,2,8,4,0,15,14,17
'080817B0100',8,6,14,34,0,1,4,2,39,20,8,5,11,13,8,0,5,2,0,15,13,13
'080817C0100',8,6,13,31,0,1,3,1,37,21,14,6,15,22,4,2,4,0,0,12,13,18
'080818B0100',8,15,17,35,0,1,2,1,46,22,11,6,20,27,14,5,4,4,0,21,26,14
'080819B0100',8,6,21,17,0,3,3,1,39,15,9,4,12,27,6,1,5,2,1,15,14,14
'080819C0100',8,6,12,29,0,0,4,1,33,10,6,4,10,23,8,4,5,2,0,7,17,10
'080820B0100',8,6,16,45,0,0,2,2,27,24,19,10,18,26,13,3,8,3,0,19,23,24
'080822B0100',8,15,18,30,0,0,2,3,44,18,18,6,19,30,11,6,8,2,2,9,14,19
'080823B0100',8,15,23,41,0,0,5,1,57,31,17,9,18,33,17,0,9,4,1,29,40,19
'080823C0100',8,15,30,42,0,1,6,3,45,31,19,9,19,39,14,2,6,5,0,20,28,24
'080823C0200',8,15,20,47,0,1,8,5,59,22,16,14,27,43,19,3,8,4,2,25,13,24
'080824B0100',8,6,16,29,0,0,4,2,35,19,7,6,4,14,6,3,3,2,0,12,18,14
'080824C0100',8,6,11,23,0,2,3,3,26,16,11,6,5,12,12,2,7,1,0,13,18,13
'080825B0100',8,15,21,42,0,0,6,0,65,39,17,13,18,40,19,4,5,6,0,24,28,26
'080826B0100',8,6,16,27,0,1,8,1,39,22,18,11,16,21,16,3,7,3,0,17,19,16
'080826C0100',8,6,13,35,0,1,4,3,35,24,14,8,18,26,9,4,6,0,2,13,14,15
'080827B0100',8,15,26,45,0,1,4,3,68,30,17,15,21,41,17,3,4,5,0,31,24,30
'080828B0100',8,15,22,37,0,2,5,1,52,20,25,9,16,35,15,2,4,1,2,19,17,22
'080829B0100',8,6,13,24,0,0,3,0,31,23,5,10,13,26,10,5,4,3,0,13,15,15
'080829C0100',8,6,12,33,0,0,5,4,30,24,11,2,11,19,11,5,6,1,0,9,13,20
'080830B0100',8,15,22,42,0,0,5,2,61,33,20,9,18,29,11,3,8,3,0,34,26,19
'080830S0100',8,6,43,86,0,3,13,3,94,48,25,17,26,58,27,10,15,0,1,36,36,42
'080831B0100',8,6,29,28,0,0,5,2,34,16,7,6,14,29,11,3,7,1,1,12,20,18
'080832B0100',8,15,15,33,0,1,3,2,52,19,11,11,19,28,16,7,8,3,0,15,21,18
'080833B0100',8,15,16,45,0,0,4,4,46,14,11,9,9,22,20,4,3,1,1,14,23,19
'080834B0100',8,6,17,25,0,0,7,1,34,12,13,5,11,18,8,3,6,1,0,13,15,13
'080835B0100',8,6,16,33,0,1,1,2,42,11,8,3,18,21,16,4,6,1,0,14,12,11
'080836B0100',8,6,9,23,0,0,4,5,34,13,5,5,6,20,9,1,7,5,0,17,9,14
'080836C0100',8,6,12,28,0,1,4,3,35,15,9,7,15,14,10,1,5,3,0,10,21,14
'080837B0100',8,6,12,22,0,2,3,3,37,9,12,8,12,19,8,4,3,0,0,19,19,12
'080837C0100',8,6,8,24,0,1,3,2,26,21,8,6,13,26,9,4,5,1,2,16,22,18
'080838B0100',8,15,21,26,0,1,2,4,53,20,17,6,17,33,16,4,14,2,1,19,25,19
'080838C0100',8,15,26,45,0,1,4,6,43,30,18,8,26,37,13,3,4,5,1,23,20,13
'080838C0200',8,15,13,37,0,1,3,6,53,30,19,8,15,43,11,5,11,6,1,18,20,18
'080839B0100',8,15,23,50,0,3,7,4,59,26,14,6,26,32,18,3,7,3,0,26,18,20
'080839C0100',8,15,23,39,0,1,7,1,56,34,21,14,17,27,16,2,7,1,2,20,32,14
'080839C0200',8,15,21,47,0,3,10,0,45,31,12,13,12,40,15,4,6,1,1,22,28,17
'080839C0300',8,15,22,42,0,0,7,4,57,20,21,9,19,38,20,3,6,4,1,22,29,16
'080839C0400',8,15,24,41,0,1,11,1,61,28,17,9,19,30,23,7,7,1,0,16,19,33
'080840B0100',8,6,17,30,0,0,3,2,40,22,14,6,16,22,12,1,3,5,1,14,16,18
'080840C0100',8,6,18,29,1,1,6,2,39,22,11,6,13,23,10,2,5,0,0,22,10,13
'080841B0100',8,15,30,42,0,1,2,2,57,30,15,15,22,51,20,2,16,3,2,36,22,20
'080842B0100',8,6,17,22,0,1,1,3,39,18,11,7,14,22,8,2,13,2,0,14,19,14
'080842C0100',8,6,12,26,0,0,2,3,36,7,5,7,13,27,11,3,4,3,1,14,13,24
'080843B0100',8,6,7,23,0,0,4,1,30,8,7,7,17,14,9,3,4,1,0,13,10,7
'080844B0100',8,6,12,23,0,0,7,0,35,23,10,6,19,24,15,7,3,2,0,10,20,17
'080845B0100',8,6,11,37,0,2,6,3,43,22,16,6,23,33,11,1,5,3,0,10,13,19
'080845C0100',8,6,27,29,0,1,2,0,47,18,11,10,20,28,10,5,4,3,0,19,21,13
'080846B0100',8,15,17,35,0,2,5,1,54,30,14,12,21,33,8,1,3,1,1,27,17,15
'080846C0100',8,15,22,25,0,1,5,2,51,29,11,8,21,40,10,3,7,1,2,18,22,24
'080846C0200',8,15,16,40,1,0,3,3,48,25,16,11,12,40,12,2,10,2,0,18,19,9
'080846C0300',8,15,25,29,0,3,3,4,47,22,11,4,13,33,15,2,9,3,0,31,22,23
'080847B0100',8,15,22,41,1,1,7,2,70,30,9,6,24,25,15,2,3,2,0,27,26,23
'080847C0100',8,15,19,41,0,3,8,2,58,27,13,6,14,39,28,3,7,3,0,21,23,21
'080847C0200',8,15,21,43,0,0,8,2,65,18,15,10,20,40,24,7,6,0,1,19,25,30
'080847C0300',8,15,25,47,1,2,7,5,52,29,16,8,16,39,13,5,6,1,0,27,20,24
'080847C0400',8,15,28,34,0,3,5,2,55,29,12,11,19,42,23,5,6,4,3,22,25,22
'080847C0500',8,15,22,40,0,2,9,3,61,27,15,11,14,31,19,5,8,4,1,15,22,20
'080847C0600',8,15,19,35,1,2,11,5,54,33,6,13,25,30,18,3,9,2,1,17,23,23
'080847C0700',8,15,21,40,0,1,6,3,70,26,15,14,10,34,17,2,5,1,0,16,20,33
'080848B0100',8,17,17,44,0,1,4,3,41,16,13,8,14,28,13,1,4,5,1,23,20,20
'080848C0100',8,17,12,43,1,2,8,1,47,25,13,11,17,32,23,4,8,2,0,19,21,15
'080848C0200',8,17,22,32,0,0,5,2,39,29,22,11,18,34,12,6,6,1,1,20,17,31
'080848C0300',8,17,26,40,0,2,8,0,38,18,9,6,17,41,15,7,1,2,1,17,20,25
'080849B0100',8,17,29,49,0,2,4,4,66,36,23,8,17,38,7,2,10,3,0,23,17,27
'080849C0100',8,17,23,45,0,1,5,2,77,24,21,7,24,37,15,3,8,5,2,19,15,28
'080849C0200',8,17,28,49,0,1,8,0,63,23,15,12,33,37,6,9,6,3,0,22,21,26
'080849C0300',8,17,30,39,0,2,11,3,64,27,16,10,17,26,17,5,5,0,0,18,21,25
'080849C0400',8,17,21,41,0,2,5,3,80,41,17,11,21,34,20,3,7,2,0,20,23,27
'080849C0500',8,17,24,46,2,3,5,2,58,24,14,11,15,37,10,7,7,2,0,23,21,19
'080849E0100',8,17,17,32,0,0,3,0,34,26,14,6,22,38,7,2,5,3,0,17,22,19
'080849E0200',8,17,16,38,1,1,10,4,44,29,10,4,16,28,4,3,5,3,1,20,22,18
'080849E0201',8,17,17,40,0,0,9,6,35,26,6,8,16,32,10,5,8,1,2,17,19,10
'080849E0202',8,17,9,50,0,4,4,2,34,19,10,8,14,29,17,2,11,2,1,15,20,14
'080850B0100',8,17,25,36,0,0,5,3,44,21,17,9,17,26,12,7,8,4,0,22,21,14
'080850C0100',8,17,13,38,0,2,7,1,43,29,17,12,17,28,17,4,9,3,0,22,10,21
'080851B0100',8,17,23,38,0,4,5,0,42,33,16,10,20,32,5,3,10,5,1,20,32,19
'080852B0100',8,8,20,35,0,1,5,2,34,16,8,10,19,23,14,6,7,0,0,15,16,14
'080852C0100',8,8,17,41,0,0,4,6,40,24,9,5,12,18,6,2,6,1,1,19,12,13
'080852E0100',8,17,21,42,0,1,4,4,48,32,18,11,24,32,25,4,12,4,0,18,27,23
'080852E0101',8,17,24,36,1,1,5,2,51,23,14,9,18,32,15,4,5,4,1,24,21,15
'080852E0102',8,17,21,48,0,0,5,3,57,25,14,12,26,33,10,9,8,2,0,19,20,20
'080852E0103',8,17,25,48,1,1,2,1,60,24,16,8,23,26,14,4,7,7,0,29,18,15
'080852E0104',8,17,28,41,0,2,5,4,50,24,14,9,18,28,13,5,7,2,1,19,15,24
'080852E0105',8,17,25,43,0,1,14,6,45,25,11,7,18,28,12,5,5,2,1,25,26,25
'080852E0106',8,17,25,42,0,0,7,2,60,27,15,9,17,34,16,7,3,2,0,26,25,15
'080853B0100',8,17,15,37,1,1,6,3,58,32,18,9,18,33,12,6,7,2,1,19,27,13
'080854B0100',8,17,20,36,1,1,4,3,51,26,15,6,24,34,8,6,7,1,0,17,26,26
'080854S0100',8,8,32,91,0,3,14,1,104,55,31,21,39,65,28,7,7,4,1,39,41,39
'080855B0100',8,17,31,51,0,0,5,0,54,26,16,9,20,44,20,2,4,6,0,29,21,13
'080855C0100',8,17,16,43,0,1,4,4,65,23,20,5,26,40,15,8,4,2,1,28,31,25
'080855C0200',8,17,22,39,1,2,8,3,61,28,16,3,25,39,12,7,8,1,1,30,22,19
'080856B0100',8,8,15,15,0,1,2,1,33,15,6,3,17,18,7,0,6,1,0,13,10,12
'080857B0100',8,8,19,29,0,0,5,2,29,18,11,2,12,20,8,4,1,0,0,9,13,15
'080857C0100',8,8,20,22,0,3,2,0,31,11,7,4,21,19,8,3,4,2,0,15,12,21
'080858B0100',8,8,20,34,0,0,5,2,52,14,10,7,15,21,10,2,9,0,0,14,15,16
'080858C0100',8,8,15,34,0,0,2,4,46,20,13,13,10,22,8,7,3,3,1,18,14,13
'080859B0100',8,17,21,49,0,0,6,6,61,27,17,9,25,32,19,4,6,2,0,17,24,18
'080860B0100',8,8,19,23,0,1,2,2,44,22,10,6,7,14,13,3,4,2,0,16,7,9
'080860C0100',8,8,14,23,0,1,3,3,33,12,6,11,13,16,8,3,5,1,0,13,16,14
'080861B0100',8,8,15,36,0,1,4,0,35,23,13,7,12,19,7,3,8,4,0,17,14,18
'080862B0100',8,8,22,31,0,0,4,4,56,28,18,6,13,18,7,0,10,0,0,19,27,17
'080862C0100',8,8,9,36,0,0,6,3,45,21,13,9,19,33,11,4,5,2,0,18,13,15
'080862E0100',8,8,11,17,0,1,1,4,20,13,5,7,5,19,4,6,3,1,0,13,15,5
'080863B0100',8,8,13,15,0,0,5,3,32,18,10,6,13,27,12,2,2,2,0,14,14,8
