CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PFP,PES,RSP,FPM,CNR,NULOS
'320371B0100',32,9,6,2,2,12,14,2,4,2,4,37,3,0,0,2,9,10,18,5,4,40,11,1,0,14,5,5,0,0,2,0,1,25
'320372B0100',32,9,2,1,0,3,4,1,0,2,3,18,1,0,0,3,6,2,5,3,1,11,4,0,0,3,4,0,0,0,0,0,0,9
'320373B0100',32,9,2,2,1,7,10,0,2,2,4,16,1,1,0,1,5,5,4,1,2,24,5,1,0,4,4,4,1,0,0,0,2,10
'320374B0100',32,9,2,3,0,9,8,1,0,0,2,24,0,2,0,1,2,4,5,3,3,17,2,0,0,14,2,3,0,0,1,1,0,10
'320375B0100',32,9,1,3,0,8,6,2,2,1,3,13,0,0,0,3,6,4,8,5,3,14,3,0,0,5,1,3,1,0,1,0,1,6
'320377B0100',32,9,3,2,1,9,7,0,1,3,2,19,0,1,0,1,6,3,4,2,1,7,6,0,0,3,1,5,0,0,0,0,1,3
'320378B0100',32,1,8,1,1,34,18,8,1,9,7,60,3,1,0,6,21,23,24,7,9,21,6,0,0,23,9,6,0,2,2,2,2,36
'320378C0100',32,1,7,4,1,23,20,4,4,3,9,59,2,2,0,5,12,10,37,6,1,41,8,2,2,29,2,8,3,1,1,1,2,34
'320379B0100',32,1,4,2,1,17,16,5,4,4,4,55,2,0,0,3,10,10,15,9,1,40,12,0,1,19,7,3,3,0,1,1,1,31
'320379C0100',32,1,11,5,1,19,14,3,1,7,6,42,2,2,0,4,16,18,12,9,2,49,8,2,0,18,4,8,3,0,0,0,1,24
'320380B0100',32,1,2,4,1,20,25,4,2,3,4,38,1,2,0,1,16,13,16,4,2,27,7,0,1,16,6,5,2,0,2,0,1,17
'320380C0100',32,1,7,5,2,21,21,3,1,5,3,35,1,4,0,6,6,7,17,6,0,33,5,0,0,18,8,6,4,1,2,0,1,26
'320381B0100',32,8,2,5,2,18,9,0,3,6,1,43,0,3,0,1,11,6,11,5,0,29,9,1,0,19,5,6,0,0,0,0,1,17
'320382B0100',32,8,4,8,1,15,9,1,2,3,6,29,2,0,0,2,9,6,15,7,2,28,9,0,0,14,2,2,1,0,0,1,1,28
'320382C0100',32,8,4,6,3,19,8,0,2,6,4,40,1,2,0,2,8,8,8,6,2,24,7,2,0,12,5,5,1,0,0,0,1,19
'320383B0100',32,8,2,1,1,4,8,2,0,2,0,11,0,0,0,0,4,2,6,4,1,12,3,0,0,3,0,1,0,1,1,1,1,8
'320384B0100',32,8,1,1,0,5,3,0,0,2,0,10,1,1,0,2,6,4,3,1,0,7,0,0,0,1,3,4,0,0,0,0,0,4
'320386B0100',32,6,5,4,0,28,14,6,2,9,4,44,1,2,0,1,13,16,16,5,3,33,14,0,0,21,4,6,0,1,0,0,1,22
'320386C0100',32,6,5,4,3,19,21,2,0,6,3,53,2,2,0,3,15,9,23,2,4,35,6,0,0,20,7,7,0,1,1,2,1,23
'320387B0100',32,6,3,5,3,16,8,5,1,2,5,33,2,2,0,2,15,12,18,3,4,32,8,2,1,21,4,8,0,1,0,0,0,24
'320387C0100',32,6,6,1,2,21,9,5,0,2,4,49,1,3,0,0,10,15,16,4,3,33,7,0,0,9,6,4,0,0,0,2,2,25
'320388B0100',32,6,4,5,2,21,21,5,3,4,7,47,4,2,0,8,10,13,17,9,3,29,9,0,0,20,10,8,1,1,0,2,1,29
'320389B0100',32,6,6,4,1,14,9,3,2,3,3,46,2,2,0,4,13,9,17,4,5,23,9,0,1,16,1,8,0,0,1,0,1,17
'320389C0100',32,6,6,1,0,14,12,4,4,4,6,41,1,2,0,0,9,5,14,3,4,32,6,1,0,8,1,4,1,0,0,0,0,19
'320390B0100',32,6,7,3,0,13,16,9,0,5,6,62,1,1,0,5,17,7,18,6,2,27,4,2,0,18,10,9,2,0,1,0,1,26
'320391B0100',32,6,9,9,1,31,24,4,3,12,10,64,3,3,0,2,22,10,12,8,2,36,11,0,0,26,10,11,2,0,0,1,0,33
'320392B0100',32,10,0,1,0,10,9,2,1,3,4,13,1,0,0,3,5,5,4,2,1,9,2,0,0,15,2,2,0,0,0,0,0,10
'320393B0100',32,10,4,4,1,20,15,4,8,5,6,28,1,0,0,2,20,7,13,4,2,30,11,1,0,12,5,5,0,1,1,2,0,27
'320393E0100',32,10,0,0,1,5,7,0,0,0,3,9,1,0,0,0,2,4,2,1,2,6,2,0,0,7,0,2,0,0,0,0,0,4
'320394B0100',32,10,0,4,1,12,13,3,0,3,2,31,1,1,0,5,17,9,12,9,3,26,1,2,0,14,3,3,0,0,0,0,0,27
'320395B0100',32,13,8,4,0,11,11,1,2,6,5,32,1,0,0,1,8,12,11,9,5,18,6,0,0,11,4,3,0,1,1,0,2,26
'320396B0100',32,10,4,3,0,16,9,4,3,4,2,31,0,2,0,3,6,13,4,4,2,29,7,0,0,7,8,5,2,0,0,0,1,18
'320397B0100',32,13,6,4,2,20,18,3,1,4,4,47,3,2,0,0,10,6,15,6,4,33,6,0,1,16,4,2,1,0,2,2,0,20
'320398B0100',32,10,4,3,1,14,16,2,0,7,4,33,1,1,0,4,9,13,18,4,1,22,8,0,1,10,1,8,1,1,0,0,2,17
'320399B0100',32,10,4,3,0,10,13,2,1,3,3,38,2,1,0,1,10,8,11,5,2,29,6,0,0,17,2,6,2,0,1,0,1,20
'320400B0100',32,10,3,1,0,8,7,2,3,0,8,20,0,2,0,3,5,14,4,7,2,22,4,1,0,5,4,2,0,0,1,2,1,14
'320401B0100',32,10,0,0,0,8,6,5,1,3,3,17,1,0,0,0,4,2,2,1,0,9,4,1,0,4,4,2,0,0,1,0,0,7
'320402B0100',32,13,6,6,1,25,13,4,2,7,5,62,4,2,0,1,10,11,15,12,4,43,4,2,1,16,4,4,0,0,0,0,1,24
'320403B0100',32,3,3,3,3,5,7,1,0,2,3,17,1,0,0,0,5,3,5,7,0,9,2,0,0,4,1,4,0,0,0,0,0,9
'320404B0100',32,10,2,4,0,6,5,1,1,1,0,14,0,0,0,2,12,9,11,3,0,20,3,0,0,7,4,2,0,0,0,0,0,13
'320405B0100',32,10,5,5,1,8,12,1,2,4,3,42,1,0,0,3,16,4,16,4,3,25,8,0,0,13,4,3,1,0,0,0,1,20
'320406B0100',32,13,8,1,0,17,10,4,4,2,3,27,1,1,0,2,10,8,19,2,1,30,6,1,0,12,3,4,0,0,1,0,0,15
'320407B0100',32,13,8,1,1,19,17,2,1,7,2,35,0,1,0,0,14,9,10,3,1,28,4,1,0,15,3,3,0,0,0,1,0,20
'320408B0100',32,13,4,5,0,26,14,3,3,2,6,39,2,2,0,3,16,9,13,3,5,31,13,3,0,23,10,5,1,0,0,0,2,25
'320408E0100',32,13,3,2,1,6,8,1,1,4,4,25,0,0,0,0,11,12,6,4,0,13,5,0,0,6,0,3,0,1,0,0,0,10
'320409B0100',32,13,9,4,0,24,19,6,3,9,7,56,1,2,0,4,16,14,18,4,5,42,6,0,0,24,8,7,1,1,3,0,0,35
'320410B0100',32,10,3,3,0,10,7,1,3,0,3,35,1,1,0,3,9,6,10,1,1,26,6,0,0,13,2,5,0,0,0,0,1,15
'320411B0100',32,10,3,5,1,10,13,2,2,2,6,26,0,1,0,2,9,8,7,4,1,19,5,1,0,16,8,3,1,0,2,0,0,20
'320412B0100',32,13,9,5,1,20,25,2,5,6,10,65,2,5,0,3,20,19,17,12,2,43,9,1,0,23,6,12,0,0,0,0,4,27
'320413B0100',32,13,4,4,3,14,13,0,0,3,7,37,2,2,0,1,11,3,21,6,4,38,7,0,1,11,8,11,2,0,0,0,0,26
'320413C0100',32,13,5,5,0,22,13,4,4,2,7,44,2,0,0,4,14,7,22,3,4,24,8,2,0,11,3,5,0,0,2,0,0,13
'320414B0100',32,6,6,3,0,26,17,7,4,6,10,60,1,2,0,1,18,7,15,6,6,43,7,4,3,26,8,9,3,0,2,0,1,26
'320415B0100',32,10,6,3,0,18,15,2,0,2,2,40,0,1,0,1,8,6,9,8,1,33,6,0,0,13,2,2,2,0,0,0,1,23
'320416B0100',32,10,1,2,1,4,1,1,1,2,4,9,1,0,0,0,6,2,8,3,1,7,4,0,1,8,5,2,1,0,0,0,0,5
'320417B0100',32,10,2,1,1,7,0,2,0,2,0,12,1,0,0,0,2,4,5,1,0,6,2,0,0,9,3,2,0,0,0,0,0,5
'320418B0100',32,10,2,3,0,5,4,2,1,1,2,23,1,0,0,2,5,0,3,4,1,8,3,0,0,11,2,4,0,0,0,0,0,5
'320419B0100',32,10,0,1,0,10,8,1,1,0,5,21,1,3,0,0,5,7,6,1,4,14,2,2,1,7,1,4,0,0,1,1,1,15
'320420B0100',32,10,3,0,0,1,4,1,1,1,2,9,1,0,0,0,4,1,3,1,0,8,3,0,0,9,2,1,0,0,0,0,0,7
'320421B0100',32,3,3,4,1,10,5,1,0,1,2,22,0,0,0,1,3,4,3,9,3,14,5,0,0,7,2,1,0,0,1,0,0,13
'320422B0100',32,10,0,1,0,3,1,0,0,0,1,10,1,1,0,1,3,0,2,1,3,7,5,0,0,4,3,3,0,0,0,0,0,7
'320423B0100',32,10,0,1,0,3,4,2,0,2,3,14,0,0,0,0,5,3,4,0,0,9,4,0,0,8,1,0,0,0,0,0,0,14
'320424B0100',32,10,2,1,2,4,8,3,0,0,2,13,0,0,0,2,4,1,5,1,3,10,2,0,0,6,0,3,0,0,0,0,2,8
'320425B0100',32,13,5,6,0,20,16,2,1,6,6,45,1,1,0,1,16,16,12,3,1,33,7,0,0,15,6,4,0,0,1,0,1,20
'320426B0100',32,3,3,5,0,11,6,0,0,3,2,19,0,1,0,5,4,2,7,1,0,9,7,0,0,7,1,3,0,0,2,0,0,6
'320427B0100',32,10,0,1,2,1,3,1,0,2,5,12,0,0,0,0,3,2,4,2,0,9,2,0,0,4,2,2,0,1,0,0,0,6
'320428B0100',32,9,8,4,1,38,20,7,1,4,11,71,1,4,0,2,15,7,18,3,3,37,11,2,0,24,4,6,0,1,1,0,2,41
'320429B0100',32,9,0,2,1,7,7,2,1,4,3,28,0,0,0,1,14,6,7,2,1,25,4,0,0,7,1,4,0,0,0,0,0,19
'320430B0100',32,9,3,1,1,15,14,3,3,0,5,39,1,0,0,2,9,9,16,0,1,19,7,1,0,11,5,5,1,1,0,0,0,16
'320433B0100',32,9,0,1,0,3,3,1,0,0,0,6,0,0,0,0,2,0,2,0,2,13,5,0,0,6,2,0,1,0,0,0,0,5
'320435B0100',32,2,1,3,0,6,2,0,0,0,2,17,0,2,0,1,3,6,2,1,1,8,4,0,0,1,1,0,0,0,0,0,0,9
'320436B0100',32,4,6,3,1,17,12,4,2,2,7,42,1,0,0,3,20,13,19,5,5,35,5,1,1,15,5,5,3,0,1,1,1,25
'320436C0100',32,4,4,2,0,20,13,3,2,3,7,42,1,3,0,1,14,10,16,5,3,30,11,1,0,24,6,8,0,0,0,1,0,28
'320437B0100',32,4,6,4,1,19,18,3,1,9,3,56,0,3,0,1,12,7,22,8,9,36,11,1,0,23,7,6,0,2,2,0,0,31
'320437C0100',32,4,5,4,1,19,15,7,0,5,6,61,0,3,0,3,17,9,21,9,3,47,8,1,1,27,7,4,0,0,0,1,0,33
'320438B0100',32,4,7,6,0,13,9,4,0,6,2,33,1,1,0,3,15,7,7,11,3,22,8,0,0,14,4,1,0,0,0,0,1,13
'320438C0100',32,4,2,4,1,19,10,6,2,4,5,36,0,4,0,2,15,9,21,0,3,32,8,1,0,8,1,3,2,0,0,0,2,18
'320439B0100',32,4,2,5,1,17,14,4,2,3,6,30,1,1,0,2,12,17,17,4,3,24,11,0,0,12,5,6,0,1,1,0,1,19
'320439C0100',32,4,2,1,1,14,8,3,3,4,4,43,1,1,0,1,13,10,9,4,7,31,5,2,0,10,6,6,1,1,1,1,0,21
'320440B0100',32,11,4,5,2,18,10,2,1,4,2,36,2,0,0,3,15,12,10,4,2,31,7,0,0,13,3,5,0,1,2,3,0,19
'320441B0100',32,14,1,4,0,19,20,3,2,8,0,50,0,2,0,4,11,13,12,9,4,28,7,0,1,16,6,12,1,0,0,1,1,30
'320441C0100',32,14,5,2,2,26,20,2,2,8,13,53,2,2,0,0,14,9,19,5,3,36,8,2,1,16,4,7,0,0,0,0,0,30
'320441C0200',32,14,4,6,1,21,19,6,1,4,3,52,3,0,0,0,18,13,18,9,8,38,8,0,0,24,2,7,2,2,0,0,1,27
'320442B0100',32,4,5,2,0,15,14,2,2,5,1,45,0,0,0,5,11,10,14,7,2,20,7,1,0,14,2,2,1,2,3,1,0,26
'320442C0100',32,4,8,3,0,22,13,5,2,4,5,40,1,2,0,3,6,7,16,2,5,28,7,1,1,27,4,5,1,0,2,1,1,24
'320443B0100',32,14,3,8,4,18,7,4,2,6,1,42,1,3,0,3,9,12,21,5,2,40,5,3,3,19,3,4,1,0,0,2,0,22
'320444B0100',32,11,4,2,0,13,13,1,1,7,3,27,0,0,0,1,14,7,5,4,2,15,7,1,0,12,3,3,2,1,0,0,2,16
'320445B0100',32,11,9,6,0,24,17,4,0,3,6,37,2,3,0,3,14,11,15,3,1,36,9,3,0,16,1,8,3,2,1,0,1,28
'320445C0100',32,11,2,8,0,20,15,4,4,6,6,59,2,0,0,4,18,8,12,3,3,34,10,1,1,17,7,5,0,0,0,0,2,33
'320446B0100',32,11,9,10,0,27,15,2,2,5,4,56,2,1,0,7,11,7,27,7,4,39,10,1,1,24,4,9,2,1,0,1,0,21
'320447B0100',32,4,8,6,1,26,19,3,2,5,6,64,7,3,0,2,23,16,26,10,2,39,11,0,0,23,5,14,1,0,0,0,1,32
'320448B0100',32,11,8,5,1,21,12,4,1,4,10,36,0,0,0,2,13,10,12,4,2,30,9,0,0,10,2,8,1,0,1,0,1,27
'320448C0100',32,11,4,3,2,24,20,4,2,7,5,32,4,1,0,4,18,13,15,2,3,32,8,0,0,11,4,4,2,1,1,1,2,33
'320448E0100',32,11,3,1,0,5,11,1,0,1,3,12,1,0,0,0,1,4,7,2,1,9,3,0,0,7,0,1,0,0,1,0,0,9
'320449B0100',32,14,3,1,1,11,9,6,1,7,6,38,3,1,0,2,7,11,12,4,8,26,7,0,0,11,3,9,0,0,1,0,1,19
'320449C0100',32,14,3,2,0,13,23,2,0,3,5,40,1,4,0,1,9,5,14,5,1,16,7,1,0,15,4,8,1,0,0,0,0,21
'320450B0100',32,7,5,6,0,23,21,3,1,5,6,47,1,1,0,4,14,14,16,7,5,42,20,1,1,11,8,4,1,1,0,0,0,30
'320451B0100',32,7,3,8,1,34,13,3,3,3,10,41,0,2,0,2,13,15,20,11,2,34,11,0,0,24,8,10,2,0,1,0,1,35
'320452B0100',32,14,5,3,0,17,14,4,0,3,5,46,1,3,0,2,7,5,13,1,1,34,7,1,0,12,2,1,1,0,1,2,1,23
'320452C0100',32,14,3,4,0,15,11,4,1,3,3,44,3,2,0,2,6,10,20,3,1,37,4,1,0,19,5,6,2,0,0,0,0,12
'320453B0100',32,14,3,2,2,24,26,2,1,3,5,45,5,0,0,6,11,16,25,5,2,33,11,2,1,19,5,4,1,0,0,0,0,21
'320454B0100',32,14,8,3,2,10,8,5,2,4,3,30,2,0,0,5,13,8,15,6,3,26,5,1,0,11,0,3,0,0,1,1,0,19
'320455B0100',32,14,8,6,1,16,21,2,1,5,6,54,2,2,0,5,17,14,26,5,8,46,11,1,0,36,6,7,0,0,1,0,0,38
'320456B0100',32,7,3,4,3,26,16,2,3,8,4,45,2,1,0,3,18,12,19,7,4,37,10,1,1,24,3,11,0,1,2,0,1,31
'320457B0100',32,11,2,2,2,8,12,2,1,3,2,41,2,0,0,3,11,2,10,4,4,12,7,2,0,8,1,3,1,0,0,1,0,17
'320458B0100',32,11,7,5,0,14,12,2,3,5,2,40,1,1,0,3,14,8,18,7,5,32,8,0,0,11,4,7,1,0,1,1,0,21
'320459B0100',32,7,6,7,2,34,21,5,0,4,7,73,5,1,0,2,19,15,15,11,2,40,18,1,0,26,10,4,1,1,0,0,1,42
'320460B0100',32,7,3,3,0,27,19,7,5,5,11,26,4,2,0,4,16,7,16,1,4,31,4,1,0,13,5,6,2,0,0,0,1,23
'320460C0100',32,7,4,3,0,8,10,2,1,5,2,39,1,1,0,2,18,14,14,8,7,32,7,1,0,20,2,2,3,0,0,0,1,30
'320460C0200',32,7,6,6,1,15,10,3,1,5,8,39,0,2,0,3,14,19,17,9,2,33,7,2,0,15,3,6,2,1,0,1,0,27
'320461B0100',32,7,4,8,2,32,15,8,5,9,3,61,1,2,0,3,11,12,19,1,5,38,7,0,0,16,2,5,0,0,0,0,1,28
'320462B0100',32,4,5,5,1,19,5,4,5,3,5,31,2,2,0,4,9,10,11,8,3,21,5,2,0,21,1,4,0,0,1,0,0,30
'320463B0100',32,7,8,7,0,18,16,3,0,5,3,56,2,2,0,1,15,11,10,6,4,36,9,0,1,17,6,6,0,0,0,0,3,30
'320463C0100',32,7,5,2,1,23,18,3,3,2,5,58,2,4,0,2,13,13,10,6,4,42,9,2,1,21,10,5,2,2,0,1,2,34
'320463C0200',32,7,5,1,2,20,16,8,2,3,11,58,3,0,0,4,12,6,24,7,2,26,10,1,0,17,2,6,4,0,1,0,0,25
'320463C0300',32,7,8,3,0,10,13,3,1,5,8,56,3,4,0,4,14,13,20,6,5,46,14,1,0,20,5,6,1,0,2,0,0,34
'320464B0100',32,7,10,4,4,28,21,8,5,5,8,70,3,3,0,8,24,17,24,5,3,44,17,2,0,28,6,4,2,1,2,1,0,40
'320464C0100',32,7,5,6,1,26,23,2,6,4,9,64,1,1,0,5,11,12,21,10,5,37,9,0,1,25,11,9,2,0,2,1,0,43
'320465B0100',32,7,7,9,2,21,16,3,2,6,2,55,4,3,0,3,14,19,15,7,5,37,9,1,0,22,6,9,0,0,1,0,1,34
'320465C0100',32,7,3,0,1,32,15,4,6,7,6,54,2,2,0,4,22,8,19,7,3,43,7,2,0,19,4,12,0,3,0,0,1,30
'320466B0100',32,7,6,9,1,24,25,5,5,3,1,54,0,4,0,3,25,12,26,5,6,46,16,0,2,17,3,5,1,1,0,0,2,33
'320466C0100',32,7,7,7,1,20,25,6,3,4,4,65,1,1,0,3,17,11,14,11,6,38,11,2,0,28,6,10,2,0,0,0,0,35
'320467B0100',32,7,4,6,1,25,27,2,3,8,8,55,0,2,0,4,18,18,18,12,4,25,12,0,0,25,3,4,5,0,0,1,2,32
'320467C0100',32,7,10,5,1,33,22,3,2,4,3,61,2,1,0,2,14,14,13,7,5,37,11,0,1,22,6,11,0,1,2,1,0,25
'320467C0200',32,7,8,8,2,24,19,4,0,7,6,57,0,0,0,2,20,11,23,4,3,32,6,1,1,21,3,4,2,0,0,0,3,33
'320468B0100',32,7,5,7,0,18,19,3,4,4,5,60,2,5,0,8,22,13,16,4,1,28,3,0,0,17,10,5,2,0,0,0,0,30
'320468C0100',32,7,9,3,2,26,16,5,2,6,6,65,1,2,0,5,14,11,16,4,3,42,10,1,1,21,9,5,2,1,3,0,0,34
'320468C0200',32,7,10,9,1,27,22,2,2,8,6,47,4,4,0,0,14,10,18,6,2,37,8,1,1,14,5,7,2,0,0,0,1,32
'320469B0100',32,7,3,9,1,21,21,3,4,2,3,66,1,3,0,4,10,13,31,5,6,30,12,0,0,15,7,7,1,0,2,2,1,32
'320469C0100',32,7,5,2,0,30,29,4,4,5,6,55,1,0,0,2,14,6,19,5,2,39,11,0,0,28,6,10,0,1,1,2,3,33
'320469C0200',32,7,8,3,0,26,10,8,1,4,12,59,0,1,0,4,18,7,20,8,4,36,13,0,0,19,2,7,2,0,0,0,2,35
'320470B0100',32,7,8,2,2,34,23,9,1,7,13,64,1,0,0,2,14,10,14,7,3,42,8,2,0,16,4,8,2,0,0,2,0,29
'320470C0100',32,7,6,6,4,21,23,4,0,3,10,49,3,4,0,4,15,16,21,7,5,35,8,2,1,16,7,6,4,0,1,1,3,39
'320470C0200',32,7,9,3,1,21,20,5,4,4,3,42,0,3,0,1,14,11,23,8,5,44,7,2,0,20,7,7,0,1,2,0,2,31
'320470C0300',32,7,3,5,0,20,20,7,2,9,11,59,1,4,0,8,25,13,17,2,2,34,5,1,1,14,6,5,0,0,1,0,3,29
'320470C0400',32,7,7,10,0,30,18,2,2,6,5,63,0,1,0,3,18,10,25,2,5,39,12,2,0,18,3,5,4,0,1,2,1,37
'320470E0100',32,7,9,6,0,34,13,4,2,2,4,58,3,4,0,1,18,12,21,13,2,33,12,1,0,20,4,6,2,1,1,1,0,23
'320470E0101',32,7,7,7,1,23,20,4,3,2,8,45,2,1,0,3,17,12,22,7,2,35,9,0,1,15,8,5,1,0,3,0,0,25
'320470E0102',32,7,11,9,3,33,27,6,3,2,9,53,0,0,0,9,12,11,14,3,4,32,9,2,0,19,8,5,0,0,0,0,1,23
'320470E0103',32,7,6,5,0,24,21,2,6,7,9,52,2,2,0,5,11,18,19,9,1,36,12,1,0,22,9,6,0,0,2,0,3,26
'320470E0200',32,7,9,6,3,30,22,9,2,6,7,62,2,1,0,3,15,20,35,4,5,45,12,2,1,25,1,9,1,2,2,0,2,36
'320470E0201',32,7,9,6,1,26,24,4,3,10,9,78,1,5,0,7,20,23,21,10,4,33,15,3,2,22,5,15,0,0,5,3,2,37
'320470E0202',32,7,12,8,0,30,29,6,0,6,6,66,1,1,0,7,26,18,34,11,5,53,6,2,0,26,9,10,2,0,3,1,2,34
'320470E0203',32,7,3,6,1,35,20,6,5,7,13,67,1,3,0,4,18,6,31,10,7,40,18,0,1,24,6,6,1,0,1,0,1,41
'320470E0300',32,7,10,8,4,28,16,4,4,6,3,61,4,3,0,5,12,17,16,4,5,36,10,1,1,28,4,4,1,1,3,0,1,21
'320470E0301',32,7,7,2,1,21,18,2,1,7,6,48,3,2,0,1,18,19,24,3,6,43,16,0,0,18,5,7,1,0,1,0,1,35
'320470E0302',32,7,8,3,3,25,24,6,6,6,3,53,2,2,0,1,15,9,20,11,4,32,10,0,2,18,8,7,2,0,1,1,3,30
'320470E0400',32,7,8,7,1,28,21,3,0,5,6,60,1,3,0,1,16,12,22,6,1,33,5,0,1,26,9,5,3,0,1,0,2,30
'320470E0401',32,7,10,4,2,26,21,3,1,8,5,42,2,1,0,1,23,14,21,8,3,32,7,0,0,22,7,11,0,0,0,0,1,28
'320470E0402',32,7,4,5,0,24,17,1,3,4,6,53,3,1,0,4,20,7,18,6,4,27,7,2,1,29,4,10,0,0,2,0,1,38
'320470E0403',32,7,11,4,2,25,16,1,4,7,7,59,1,1,0,5,14,11,15,6,6,33,10,1,1,17,4,8,2,0,1,1,2,24
'320470E0404',32,7,7,3,0,26,18,2,2,5,5,60,2,2,0,3,19,19,18,6,5,44,11,4,0,15,8,7,0,0,1,0,1,32
'320470E0405',32,7,7,5,0,24,20,4,4,5,4,50,1,1,0,2,19,14,19,5,0,44,16,0,0,17,7,6,2,0,0,0,3,28
'320470S0100',32,7,11,11,2,50,32,5,6,13,11,99,7,8,0,4,26,24,47,8,6,70,20,4,1,37,14,6,2,1,1,0,3,56
'320471B0100',32,7,12,5,2,31,15,9,2,6,2,55,3,2,0,2,18,12,21,5,4,33,12,1,0,25,12,6,4,0,0,1,0,23
'320471C0100',32,7,7,4,0,23,19,4,1,6,6,55,2,1,0,2,22,10,24,5,6,28,7,0,0,20,6,11,2,0,2,1,0,29
'320471C0200',32,7,8,5,3,18,20,5,1,3,4,57,0,1,0,4,11,10,16,7,3,48,5,0,0,21,3,7,1,0,0,0,0,29
'320471C0300',32,7,4,2,0,29,20,2,5,7,8,51,2,2,0,2,19,12,18,2,7,38,9,2,0,23,2,10,2,0,2,0,1,33
'320472B0100',32,7,5,4,2,29,15,6,2,6,7,47,2,1,0,3,13,12,18,11,6,42,7,1,0,15,8,6,2,0,0,1,0,32
'320472C0100',32,7,6,3,1,22,27,5,2,5,6,54,4,2,0,4,17,14,21,10,3,32,14,0,0,21,8,2,0,0,2,0,1,28
'320473B0100',32,4,1,3,1,17,10,6,1,1,4,43,1,0,0,6,9,11,10,7,5,25,7,1,0,24,4,8,2,0,1,0,2,14
'320473C0100',32,4,6,1,1,17,11,2,2,6,5,39,0,1,0,1,11,8,11,5,2,21,7,1,1,10,5,3,1,0,0,0,1,31
'320474B0100',32,7,9,5,2,21,23,6,1,3,6,59,1,3,0,8,25,17,24,6,3,36,14,0,1,25,7,5,0,0,4,0,0,27
'320475B0100',32,7,5,3,1,20,15,1,0,3,3,38,1,2,0,1,6,6,13,4,6,27,6,0,0,16,4,4,1,0,0,1,0,21
'320475C0100',32,7,0,3,1,20,11,3,1,0,1,38,3,0,0,2,22,9,13,5,0,29,7,0,0,12,1,3,0,0,0,1,1,18
'320476B0100',32,7,7,6,1,19,17,5,1,3,4,49,5,1,0,3,13,7,12,4,7,28,12,0,0,20,3,12,1,0,1,0,3,28
'320477B0100',32,7,9,5,2,26,18,4,2,8,4,58,4,3,0,1,22,25,20,5,3,44,9,4,0,23,5,15,1,0,2,0,1,26
'320478B0100',32,7,8,1,2,19,17,4,2,3,4,45,4,1,0,4,14,12,19,7,4,30,11,0,2,23,4,8,3,0,1,2,1,23
'320479B0100',32,7,7,3,1,16,12,1,2,3,3,48,1,2,0,1,13,11,21,3,2,42,8,0,0,19,7,4,1,0,0,0,1,28
'320480B0100',32,7,4,4,3,25,11,5,2,8,4,60,1,0,0,4,19,10,18,6,8,41,16,3,0,11,3,6,1,0,1,2,1,32
'320481B0100',32,7,5,4,2,23,8,3,3,7,6,48,1,1,0,5,17,5,19,6,4,31,11,1,0,19,4,7,2,0,1,2,2,16
'320482B0100',32,7,9,5,2,27,17,8,2,6,9,42,0,0,0,6,13,8,18,7,9,22,16,1,1,23,6,5,2,0,1,1,3,24
'320483B0100',32,7,9,1,0,20,17,3,5,4,4,64,1,0,0,1,16,6,19,7,4,29,7,2,0,13,5,6,1,0,0,0,4,20
'320484B0100',32,7,5,3,0,25,12,2,1,7,5,51,3,0,0,3,14,9,15,8,5,31,8,0,0,12,3,7,2,1,0,2,2,21
'320485B0100',32,7,10,3,2,21,15,2,3,7,6,57,3,2,0,2,14,11,20,5,8,32,11,1,1,25,2,7,2,1,1,0,2,24
'320486B0100',32,4,12,1,0,10,13,2,2,1,1,32,0,0,0,2,7,6,14,2,1,31,8,0,0,15,5,4,1,1,0,1,0,15
'320486C0100',32,4,5,3,1,15,10,6,1,6,6,29,1,0,0,1,11,12,11,2,4,18,4,0,1,10,3,5,1,0,1,1,0,18
'320487B0100',32,7,7,4,1,36,24,8,2,4,5,66,1,2,0,1,21,13,20,8,3,40,16,0,3,21,5,10,2,0,0,0,1,28
'320488B0100',32,7,8,3,1,24,17,3,3,4,6,47,0,1,0,1,19,9,16,2,4,46,11,1,0,20,5,9,2,1,0,0,2,38
'320488S0100',32,7,15,5,5,40,38,7,4,17,11,99,9,1,0,5,23,23,37,14,8,85,18,0,1,51,13,12,3,0,3,0,1,64
'320489B0100',32,4,2,5,0,9,13,5,1,3,3,37,3,2,0,3,12,5,9,5,2,24,8,1,0,16,5,7,1,0,1,0,0,18
'320489C0100',32,4,3,8,0,16,15,4,0,5,2,34,1,1,0,3,15,12,14,6,4,21,4,0,1,12,4,3,0,0,2,0,0,19
'320490B0100',32,7,12,7,2,31,26,3,2,9,8,75,4,4,0,0,20,14,23,4,4,41,9,0,0,29,1,3,1,0,2,1,1,26
'320491B0100',32,7,6,9,1,15,22,3,7,2,9,59,2,0,0,1,14,16,16,3,1,36,8,0,1,20,4,6,0,2,0,0,3,41
