CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PT_PVEM_MORENA_PANAL,PT_PVEM_MORENA,PT_PVEM_PANAL,PT_MORENA_PANAL,PVEM_MORENA_PANAL,PT_PVEM,PT_MORENA,PT_PANAL,PVEM_MORENA,PVEM_PANAL,MORENA_PANAL,MC,PAZ,MD,PP,PFP,PES,RSP,FPM,CNR,NULOS
'320482B0100',32,7,9,5,2,27,17,8,2,6,9,42,0,0,0,6,13,8,18,7,9,22,16,1,1,23,6,5,2,0,1,1,3,24
'321660B0100',32,7,4,7,3,26,14,3,2,1,8,49,5,3,0,4,17,11,19,8,2,28,12,0,0,12,6,15,2,1,2,0,0,28
'321678C0100',32,7,11,4,1,21,19,4,3,3,4,62,2,1,0,3,14,18,16,5,1,32,2,2,1,27,5,10,2,1,1,0,2,21
'320507B0100',32,7,1,13,1,25,18,3,2,4,12,46,2,4,0,4,13,9,27,7,4,49,17,1,1,26,6,9,0,1,1,0,2,37
'320475B0100',32,7,5,3,1,20,15,1,0,3,3,38,1,2,0,1,6,6,13,4,6,27,6,0,0,16,4,4,1,0,0,1,0,21
'321896B0100',32,7,2,3,0,12,9,1,1,9,3,39,2,2,0,1,12,9,16,7,1,22,6,0,0,12,5,6,3,0,0,0,0,6
'320491C0200',32,7,6,7,2,29,20,10,1,3,8,57,1,2,0,3,12,10,13,4,1,46,8,0,0,25,8,5,1,0,0,0,0,38
'320463C0200',32,7,5,1,2,20,16,8,2,3,11,58,3,0,0,4,12,6,24,7,2,26,10,1,0,17,2,6,4,0,1,0,0,25
'320524B0100',32,7,6,3,2,25,25,3,1,7,4,46,4,2,0,3,18,15,26,9,5,45,11,0,0,25,4,5,2,0,2,1,0,33
'321901B0100',32,7,5,3,2,30,10,5,3,8,6,59,1,2,0,1,22,12,18,7,2,56,12,1,1,24,5,7,2,0,3,2,1,27
'320471C0100',32,7,7,4,0,23,19,4,1,6,6,55,2,1,0,2,22,10,24,5,6,28,7,0,0,20,6,11,2,0,2,1,0,29
'321094B0100',32,7,2,2,1,11,13,2,3,2,7,29,2,3,0,3,15,6,18,2,3,36,9,1,0,9,3,5,0,1,1,0,2,28
'320508C0100',32,7,5,5,0,19,5,1,2,6,9,57,1,2,0,2,12,11,18,6,6,28,14,0,0,24,2,7,2,0,1,0,1,31
'320286B0100',32,8,3,2,0,6,5,0,1,1,3,7,1,0,0,2,2,1,7,3,0,6,2,1,0,4,2,0,0,0,0,0,0,5
'320333B0100',32,8,3,4,0,12,2,2,2,2,2,17,0,0,0,3,9,2,5,2,1,19,3,0,0,8,3,4,1,0,1,3,0,13
'320126B0100',32,8,3,1,1,6,8,0,0,1,1,17,0,0,0,1,5,4,4,1,1,13,1,0,0,8,2,2,1,0,0,0,0,5
'320064B0100',32,8,7,4,0,13,10,1,2,3,6,34,2,1,0,2,14,8,15,3,2,33,9,0,0,15,4,8,1,0,0,2,0,25
'321269C0100',32,8,4,7,3,20,11,1,5,1,3,41,4,1,0,3,6,10,23,2,3,27,9,0,0,13,7,2,0,1,1,1,1,32
'321350B0100',32,8,2,4,2,18,16,1,3,2,4,36,1,1,0,2,8,7,16,1,2,24,5,0,0,11,6,4,0,0,2,0,0,15
'320124B0100',32,8,1,1,0,9,7,1,1,3,5,19,0,0,0,1,5,3,7,1,3,18,5,0,0,6,2,2,0,0,0,0,0,8
'321271B0100',32,8,5,5,1,14,10,0,0,10,4,51,2,2,0,3,13,10,17,2,1,24,6,0,1,17,2,7,1,0,1,2,0,18
'320121B0100',32,8,3,0,0,4,10,1,1,1,2,9,2,0,0,0,5,1,6,1,0,10,3,0,0,7,2,1,0,0,0,0,0,6
'320324B0100',32,8,2,4,1,13,6,0,1,3,5,19,1,1,0,3,10,6,15,3,1,22,4,1,0,3,4,5,2,0,0,0,2,14
'320383B0100',32,8,2,1,1,4,8,2,0,2,0,11,0,0,0,0,4,2,6,4,1,12,3,0,0,3,0,1,0,1,1,1,1,8
'321316C0100',32,8,3,3,2,10,10,3,2,5,2,30,1,0,0,5,19,3,12,2,1,27,11,4,1,3,2,8,0,0,0,0,0,19
'321279B0100',32,8,7,4,0,18,17,6,1,3,5,45,1,0,0,4,10,9,11,6,3,32,9,0,0,13,5,3,1,0,0,1,1,27
'320299B0100',32,8,0,2,0,6,3,2,2,2,3,11,2,1,0,0,10,7,9,5,1,21,5,0,0,11,4,3,1,0,0,0,0,13
'320127B0100',32,8,8,7,1,28,13,3,1,3,7,47,3,1,0,1,16,10,26,0,2,27,8,0,0,19,7,5,4,0,1,0,0,19
'320060B0100',32,8,2,1,0,3,4,2,0,1,1,9,0,0,0,0,1,2,2,1,3,11,1,0,0,3,2,2,0,0,1,1,0,8
'320255B0100',32,8,1,0,0,7,7,1,1,0,2,9,0,0,0,0,2,1,2,4,0,11,2,0,0,3,0,0,0,0,0,0,0,8
'321318B0100',32,8,8,3,0,17,17,1,1,5,7,31,2,0,0,1,14,7,8,1,3,18,9,1,0,12,2,4,4,0,1,0,0,23
'320268B0100',32,8,5,6,2,23,20,3,3,4,3,42,0,0,0,3,11,7,8,4,3,31,9,0,0,17,1,6,0,1,2,0,1,14
'321322C0100',32,8,5,7,2,23,17,3,3,8,7,57,3,3,0,2,19,11,21,3,3,38,10,0,1,18,9,9,1,0,2,0,3,33
'321351B0100',32,8,2,6,0,5,5,2,1,1,4,16,0,1,0,2,3,3,7,3,3,14,3,0,0,6,3,4,0,0,0,0,0,14
'320283B0100',32,8,3,3,0,12,14,2,1,1,5,38,1,2,0,3,8,4,15,5,3,18,3,1,0,12,1,8,1,1,0,0,1,17
'321264B0100',32,8,5,4,1,11,10,2,1,3,5,33,1,3,0,2,12,7,10,3,3,31,6,0,0,14,1,4,1,1,1,0,1,17
'320125E0100',32,8,3,3,0,5,7,3,2,2,3,11,2,0,0,1,3,5,4,4,2,10,3,0,0,7,1,1,1,0,0,0,0,13
'320247B0100',32,8,1,3,0,8,5,2,1,2,4,21,1,2,0,1,4,3,4,2,2,14,2,0,1,9,1,3,0,0,0,1,0,7
'320316B0100',32,8,0,0,0,3,3,0,1,1,2,11,0,0,0,0,3,3,5,2,1,12,4,0,0,3,1,1,2,0,0,0,1,13
'320713B0100',32,8,3,4,0,14,7,2,0,3,3,21,0,0,0,0,9,8,5,2,1,19,6,0,0,10,3,8,0,1,0,0,0,11
'321758B0100',32,9,0,4,1,11,8,5,0,2,5,27,0,1,0,4,14,4,15,6,2,17,8,0,1,9,3,2,1,1,0,0,0,9
'321427B0100',32,9,1,0,0,4,6,2,2,0,3,19,0,1,0,0,6,2,4,1,0,14,5,0,0,2,3,2,0,0,0,0,0,9
'321474B0100',32,9,0,3,0,5,1,3,3,1,2,13,2,0,0,0,2,2,1,0,0,10,3,0,0,4,0,0,0,0,0,0,0,8
'320663B0100',32,9,4,4,0,10,16,5,0,0,7,32,1,1,0,1,10,4,6,1,2,16,4,2,0,8,1,0,1,1,1,0,0,13
'321549B0100',32,9,4,3,0,10,15,2,1,2,5,33,1,1,0,0,8,5,17,3,2,22,5,0,0,11,1,4,0,0,1,0,3,12
'320938B0100',32,9,2,1,1,6,5,0,0,1,1,12,0,0,0,2,4,1,3,1,0,3,4,0,0,3,1,1,0,0,1,1,0,12
'320361B0100',32,9,4,2,0,19,8,3,4,6,5,41,5,1,0,4,21,10,12,6,5,22,8,1,0,14,5,2,0,0,1,0,0,20
'320688B0100',32,9,1,3,0,13,6,4,1,2,4,21,2,0,0,1,9,10,9,4,3,18,4,1,0,8,2,5,1,0,0,0,0,20
'321385B0100',32,9,4,9,1,20,7,6,3,1,3,51,4,4,0,6,15,8,14,6,4,49,15,1,0,17,2,3,2,0,0,2,2,34
'321440B0100',32,9,0,0,1,2,4,1,0,5,1,9,0,0,0,0,6,3,4,3,0,12,2,0,0,1,2,0,0,0,2,0,1,0
'321564B0100',32,9,1,3,2,19,4,0,0,5,0,26,1,0,0,2,11,9,13,3,4,17,8,2,1,12,1,3,0,0,1,0,1,19
'321478B0100',32,9,2,2,2,11,11,2,0,3,4,37,2,1,0,1,10,7,8,2,3,19,3,0,0,11,2,2,0,0,1,1,0,21
'320695B0100',32,9,1,1,0,6,1,2,0,1,4,15,3,1,0,1,3,1,3,0,2,7,1,0,0,7,0,3,1,0,1,0,0,9
'321019B0100',32,9,2,0,0,8,8,0,0,1,2,25,1,1,0,0,3,4,6,2,2,16,5,0,1,11,5,5,1,0,0,0,0,17
'321453B0100',32,9,7,5,0,14,8,3,0,5,2,41,2,1,0,0,14,8,10,5,0,27,6,0,0,15,7,3,1,0,1,0,0,18
'321761B0100',32,9,1,0,0,6,3,0,1,1,3,18,0,1,0,0,1,7,6,1,2,15,2,0,0,5,1,1,1,0,1,0,0,8
'321739B0100',32,9,5,7,1,33,22,3,7,5,3,59,1,5,0,2,13,15,16,7,0,41,10,1,1,22,6,8,3,0,0,0,4,23
'321751B0100',32,9,0,2,0,8,3,0,0,3,2,15,1,1,0,1,4,4,3,2,3,17,5,0,0,6,1,2,0,1,0,0,0,3
'320560B0100',32,9,2,1,0,6,7,0,0,3,0,26,0,0,0,2,1,4,8,2,3,15,4,0,0,12,3,1,0,0,0,0,0,10
'321407B0100',32,9,2,3,1,12,7,4,1,2,0,33,2,0,0,1,8,8,9,5,3,15,3,0,0,12,5,5,0,0,0,0,0,10
'321387B0100',32,9,2,3,0,11,7,0,0,3,3,24,1,1,0,2,11,2,10,1,2,22,8,0,0,13,2,4,0,0,0,0,0,18
'320603B0100',32,9,1,1,1,1,3,0,2,3,3,13,0,2,0,0,0,0,6,1,2,6,2,0,0,8,4,4,1,0,1,0,0,3
'320933B0100',32,9,2,4,0,13,11,1,1,1,2,29,0,0,0,3,8,6,15,1,2,20,7,1,0,12,3,4,1,1,1,0,0,13
'321563C0100',32,9,1,6,1,13,9,1,0,1,2,35,0,1,0,0,7,8,11,3,2,23,4,0,0,19,6,4,1,0,0,1,1,16
'320680B0100',32,9,4,7,2,17,17,2,1,0,4,32,1,1,0,2,8,5,9,5,5,15,11,0,1,14,1,2,0,0,0,1,3,19
'321743B0100',32,9,3,3,1,6,5,3,1,3,4,21,0,0,0,2,4,6,6,2,2,23,3,1,1,3,1,0,0,0,1,0,0,11
'321545B0100',32,9,6,2,0,13,10,0,1,0,3,24,0,1,0,3,9,4,13,4,0,11,3,0,0,6,0,3,0,0,0,0,0,10
'320757B0100',32,9,3,1,0,8,6,1,0,0,1,16,0,1,0,1,4,4,6,4,1,8,0,0,0,6,1,1,0,1,0,0,0,9
'320686B0100',32,9,2,5,1,14,15,3,2,8,5,34,3,1,0,1,9,5,12,4,5,28,5,0,0,12,6,3,0,0,0,1,0,15
'320966B0100',32,9,6,8,2,20,23,2,6,4,9,56,2,3,0,2,12,13,17,5,4,37,10,1,0,18,7,7,3,0,0,0,1,23
'321740C0100',32,9,3,5,3,17,12,3,0,2,10,49,3,3,0,2,14,6,13,5,3,36,8,0,0,18,7,3,1,0,0,0,0,14
'320586E0100',32,9,5,6,0,14,8,0,3,3,4,24,1,0,0,3,12,5,13,8,1,28,9,0,0,14,2,4,0,0,0,0,1,25
'320600B0100',32,9,3,1,0,1,4,0,0,1,2,16,1,0,0,1,2,1,5,4,0,8,3,0,0,1,0,2,0,0,0,0,0,6
'320926B0100',32,9,2,6,0,6,5,0,1,4,5,17,1,0,0,1,4,6,4,3,0,13,9,1,0,11,4,3,1,0,0,0,1,8
'321041B0100',32,9,9,5,1,22,16,3,1,4,2,46,2,4,0,2,13,17,14,3,1,39,11,2,0,23,4,7,4,0,0,3,0,27
'320586B0100',32,9,4,2,2,8,7,0,1,1,2,17,0,0,0,1,2,3,4,4,2,10,3,1,0,11,2,2,0,1,1,1,0,11
'320369C0100',32,9,1,2,3,14,8,5,2,2,5,34,2,0,0,3,11,3,11,8,1,32,7,0,0,7,2,7,0,0,1,0,1,25
'321550B0100',32,9,0,2,0,8,3,1,1,2,0,24,0,2,0,0,1,3,3,2,4,8,4,0,0,6,1,1,0,1,1,0,2,8
'320683B0100',32,9,2,0,0,7,7,0,0,3,2,16,2,1,0,0,2,4,5,1,0,5,4,0,0,1,3,0,1,0,2,0,1,7
'320880B0100',32,9,3,3,0,10,4,0,0,2,2,7,1,1,0,0,1,2,5,0,0,11,4,0,0,6,4,2,0,0,0,0,0,3
'321582B0100',32,9,3,0,0,4,2,1,0,0,2,14,1,1,0,1,2,2,4,1,0,11,3,0,0,5,0,1,0,0,0,0,0,2
'320107B0100',32,9,3,4,1,17,14,1,0,1,5,35,1,2,0,3,9,5,14,5,2,22,4,0,0,17,6,6,0,0,0,0,0,18
'320026B0100',32,9,5,2,1,8,12,2,1,3,6,25,1,0,0,3,7,3,15,2,4,13,3,0,0,5,3,5,0,0,1,1,1,9
'321552B0100',32,9,3,2,0,8,7,2,1,2,1,16,0,0,0,1,8,3,5,1,1,12,6,0,0,6,2,5,1,0,1,0,0,8
'321431B0100',32,9,1,1,0,8,2,1,0,1,1,19,2,0,0,0,6,1,3,1,1,10,4,0,0,3,1,2,0,0,0,0,1,9
'321054B0100',32,9,1,1,0,19,12,4,0,3,5,23,0,4,0,3,16,5,19,4,2,33,3,0,0,16,1,5,0,0,1,0,1,18
'320931B0100',32,9,2,4,1,10,3,1,0,2,1,24,0,0,0,0,6,6,7,3,0,9,7,0,0,5,2,3,0,0,0,1,1,8
'320589B0100',32,9,6,3,1,20,19,2,3,4,6,37,3,2,0,1,15,2,10,7,4,30,9,0,0,17,3,4,0,0,0,0,0,25
'321476B0100',32,9,0,1,0,5,6,2,0,0,3,15,0,0,0,1,3,4,4,3,0,8,7,1,0,3,1,0,0,0,0,0,0,11
'320557B0100',32,9,3,6,0,11,15,4,1,3,5,22,0,1,0,0,13,9,7,1,6,18,8,0,0,17,1,8,0,0,0,0,0,18
'321444B0100',32,9,3,2,0,10,6,0,1,0,2,19,0,0,0,0,13,3,2,2,0,12,5,0,0,5,2,4,1,0,1,0,0,10
'321501B0100',32,9,3,1,0,12,10,2,1,2,2,18,1,0,0,1,7,4,10,0,1,24,9,1,0,14,5,2,1,0,0,0,0,15
'321566B0100',32,9,1,2,1,7,5,3,0,2,3,9,1,0,0,0,3,1,6,0,2,5,1,0,0,1,0,4,0,0,0,0,0,6
'321078B0100',32,9,3,3,0,12,11,0,1,0,1,17,0,1,0,1,4,3,6,2,0,6,2,0,0,2,3,3,1,0,0,0,0,8
'321422B0100',32,9,2,2,0,5,3,1,1,0,3,15,1,1,0,2,12,3,2,0,5,13,3,0,0,5,1,4,3,0,0,0,0,14
'320110B0100',32,9,3,5,0,23,15,4,1,2,3,47,1,0,0,1,12,8,18,8,3,37,8,0,0,15,6,6,0,0,1,0,0,24
'320605B0100',32,9,1,2,1,5,12,3,1,0,1,7,1,2,0,1,5,3,10,2,0,16,2,0,0,4,1,0,0,0,1,0,1,11
'321652B0100',32,10,4,4,0,24,16,2,2,4,5,31,1,3,0,2,7,9,10,6,3,23,5,3,0,11,5,3,0,0,0,0,0,21
'321648B0100',32,10,0,1,0,3,3,5,1,0,3,10,0,0,0,0,4,5,3,3,1,8,0,0,0,4,2,2,0,0,0,0,0,6
'321647B0100',32,10,2,0,0,10,5,2,0,3,1,13,2,1,0,0,4,2,5,1,0,8,2,0,0,11,2,3,0,0,0,0,0,12
'321643B0100',32,10,4,5,2,20,9,0,6,4,3,35,0,0,0,1,10,10,22,3,4,31,6,2,0,14,2,7,2,0,1,0,0,13
'320895C0100',32,10,6,4,0,19,13,4,0,4,6,43,1,1,0,1,14,14,10,3,8,27,6,1,0,13,9,9,1,0,3,0,0,19
'320846B0100',32,10,2,1,1,2,7,1,0,1,1,15,1,0,0,1,2,3,6,4,3,10,1,0,0,2,0,0,0,0,0,0,0,4
'320813B0100',32,10,2,3,0,13,7,1,0,2,4,15,2,4,0,2,9,6,7,0,0,9,4,0,0,4,3,2,2,0,0,0,0,10
'321229B0100',32,10,7,12,3,41,21,2,3,2,4,56,4,1,0,5,16,17,22,8,6,43,12,0,2,29,7,12,1,0,1,0,1,38
'321611C0100',32,10,1,4,1,24,17,6,4,8,9,28,1,0,0,3,13,6,11,2,5,23,4,0,0,22,5,7,1,0,1,1,2,11
'320844B0100',32,10,7,2,0,10,3,1,1,4,3,23,2,1,0,2,7,4,8,2,4,13,4,0,0,8,1,2,0,0,0,1,0,9
'321249B0100',32,10,6,6,2,21,15,0,0,3,2,41,1,1,0,1,8,8,10,4,3,23,6,0,0,18,4,5,1,0,2,0,2,21
'321227C0100',32,10,6,5,0,12,17,0,2,8,2,41,2,2,0,5,7,8,15,5,0,28,7,0,1,13,4,3,1,1,1,1,0,19
'321650B0100',32,10,0,1,0,14,7,1,2,3,5,22,1,0,0,2,7,8,11,2,1,8,5,2,0,9,5,3,1,0,0,0,0,18
'321639C0100',32,10,9,0,0,12,10,1,1,5,2,38,2,3,0,5,6,8,13,3,3,31,5,0,1,16,9,3,2,0,2,0,0,14
'321228B0100',32,10,5,4,3,21,17,4,6,3,2,39,3,6,0,1,19,15,21,6,4,40,8,0,1,22,9,6,0,1,4,2,1,32
'320843B0100',32,10,0,0,0,4,1,1,1,1,3,19,0,1,0,1,10,2,6,1,0,11,5,0,0,4,1,0,1,0,0,0,1,5
'321640C0200',32,10,8,6,0,24,21,4,3,4,10,60,3,0,0,5,11,7,18,5,1,34,10,1,0,19,2,2,3,0,0,0,0,26
'320835B0100',32,10,1,3,1,11,3,2,0,1,1,22,1,2,0,0,5,3,6,0,2,11,5,0,0,8,1,0,0,0,0,0,0,9
'321196C0100',32,10,6,2,1,16,12,3,3,3,4,30,0,0,0,1,11,13,10,2,2,19,3,2,1,16,0,5,0,1,3,1,1,19
'320400B0100',32,10,3,1,0,8,7,2,3,0,8,20,0,2,0,3,5,14,4,7,2,22,4,1,0,5,4,2,0,0,1,2,1,14
'320899B0100',32,10,8,2,1,21,9,2,2,2,4,46,0,4,0,2,11,9,19,5,1,32,12,1,0,29,8,1,3,0,1,0,4,17
'320416B0100',32,10,1,2,1,4,1,1,1,2,4,9,1,0,0,0,6,2,8,3,1,7,4,0,1,8,5,2,1,0,0,0,0,5
'321081E0100',32,10,0,0,0,7,2,1,0,0,2,12,0,0,0,0,1,3,2,0,0,7,3,0,0,2,0,2,1,0,0,0,0,5
'320832B0100',32,10,4,2,0,9,8,0,1,2,1,23,1,0,0,0,5,4,7,6,0,12,4,0,0,11,1,2,0,0,1,0,0,12
'320896B0100',32,10,9,5,1,17,11,4,1,7,3,32,3,0,0,2,9,5,13,6,1,18,9,0,0,14,5,5,0,0,0,0,1,24
'321197B0100',32,10,4,0,1,22,14,2,5,3,2,42,0,3,0,4,15,4,16,3,5,37,2,0,0,23,6,3,1,0,1,0,3,25
'320903C0100',32,10,4,5,3,26,21,3,2,6,8,52,3,1,0,4,14,11,22,10,3,32,9,1,0,19,3,5,0,0,3,0,2,29
'320396B0100',32,10,4,3,0,16,9,4,3,4,2,31,0,2,0,3,6,13,4,4,2,29,7,0,0,7,8,5,2,0,0,0,1,18
'321604C0100',32,10,2,3,2,25,15,3,0,5,6,43,1,2,0,4,10,11,17,4,5,28,10,1,0,17,4,8,0,0,1,0,0,30
'321214C0100',32,10,2,2,1,22,11,3,4,5,7,47,4,4,0,2,12,15,16,6,5,26,10,0,1,16,6,6,2,0,1,0,2,32
'321708B0100',32,11,5,4,1,12,11,3,3,3,7,31,2,1,0,3,7,9,14,5,3,17,1,0,0,12,4,3,0,1,0,0,0,14
'320440B0100',32,11,4,5,2,18,10,2,1,4,2,36,2,0,0,3,15,12,10,4,2,31,7,0,0,13,3,5,0,1,2,3,0,19
'321709B0100',32,11,6,3,0,18,9,1,3,1,8,39,2,3,0,4,12,9,10,2,3,25,5,1,0,14,5,5,0,1,1,2,0,18
'321674B0100',32,11,1,2,0,3,6,1,0,1,1,10,0,1,0,1,5,3,3,1,1,4,5,0,0,1,1,1,0,0,0,0,0,6
'321162B0100',32,11,1,5,0,9,8,2,1,4,4,34,1,0,0,2,9,8,15,4,1,20,8,0,2,12,0,2,0,0,0,0,1,16
'320445B0100',32,11,9,6,0,24,17,4,0,3,6,37,2,3,0,3,14,11,15,3,1,36,9,3,0,16,1,8,3,2,1,0,1,28
'321693B0100',32,11,2,4,1,24,15,2,1,3,4,27,2,0,0,4,11,11,16,6,3,33,4,0,0,14,0,8,0,0,0,0,1,26
'321695B0100',32,11,6,5,1,17,11,5,3,4,2,45,1,1,0,1,19,9,13,10,2,40,9,1,1,19,4,4,1,1,1,0,0,25
'321177B0100',32,11,3,2,0,9,5,0,1,4,2,16,1,1,0,0,8,5,10,2,3,18,4,0,0,9,4,1,1,0,0,0,0,7
'321701B0100',32,11,2,3,1,24,8,0,1,4,0,30,0,1,0,2,10,3,15,4,2,20,7,0,0,8,2,4,1,0,1,0,1,14
'321122B0100',32,11,1,0,0,6,5,1,0,1,5,21,1,1,0,1,5,2,14,1,0,21,4,1,0,3,3,3,1,0,1,0,0,13
'320516B0100',32,11,9,3,2,34,20,3,5,8,6,69,4,5,0,3,14,16,19,9,6,43,9,2,0,28,5,7,0,0,1,1,0,28
'321704B0100',32,11,6,0,0,4,6,2,0,1,1,22,1,1,0,1,4,3,7,0,0,12,5,0,0,5,3,3,1,0,0,0,0,10
'321104B0100',32,11,1,2,0,11,10,4,2,2,4,18,1,0,0,2,10,4,7,3,1,14,3,0,0,4,1,1,0,0,0,1,0,11
'321682B0100',32,11,4,3,5,19,14,4,1,4,6,41,1,0,0,1,15,17,20,9,5,36,11,1,0,22,5,4,2,0,1,0,0,25
'320148S0100',32,12,16,7,0,50,32,9,2,7,11,103,1,1,0,8,27,25,38,17,11,66,25,2,1,44,12,16,0,1,2,1,2,63
'320271C0200',32,12,2,4,0,18,20,0,1,8,3,53,2,3,0,4,16,12,25,5,2,35,12,0,0,14,2,6,2,0,1,0,0,29
'320246B0100',32,12,5,3,1,18,10,3,3,5,7,47,1,3,0,2,7,14,14,4,0,21,12,1,0,15,3,10,0,1,0,1,2,27
'320240C0100',32,12,7,3,1,22,10,5,4,3,9,39,0,2,0,1,14,12,24,4,3,32,10,1,2,24,5,7,1,0,2,1,0,18
'320279C0100',32,12,4,7,0,11,13,5,0,3,4,46,1,1,0,6,6,6,10,6,5,27,8,0,1,13,4,11,0,0,1,0,0,17
'320304B0100',32,12,9,7,2,16,18,1,3,4,4,50,4,2,0,3,12,13,23,4,3,31,7,0,1,19,6,12,2,1,0,1,2,21
'320269B0100',32,12,7,4,1,14,8,7,1,1,7,40,2,1,0,5,13,9,8,2,4,39,7,1,0,16,4,11,1,0,1,3,1,18
'320318B0100',32,12,2,4,1,30,21,4,2,5,6,57,2,0,0,7,16,15,21,11,5,31,14,1,1,13,8,14,3,0,0,2,0,26
'320265C0100',32,12,11,6,1,18,18,2,2,5,12,56,1,4,0,4,18,14,18,4,1,43,14,0,0,16,4,11,1,1,0,1,1,35
'320140C0400',32,12,7,6,1,24,13,10,3,12,4,43,2,1,0,5,16,15,23,5,7,46,15,2,0,25,5,6,0,0,1,0,1,30
'320250B0100',32,12,3,7,0,21,18,2,3,3,7,60,0,0,0,2,8,18,19,3,4,24,15,0,0,15,4,8,1,1,0,2,1,24
'321278B0100',32,12,5,4,0,23,14,3,2,6,6,47,1,3,0,4,19,9,22,4,4,32,7,0,0,19,5,14,1,0,0,2,2,26
'320244B0100',32,12,2,6,3,17,10,7,1,5,8,38,0,1,0,2,9,7,8,5,0,21,5,0,0,15,4,5,2,0,1,1,0,23
'320070B0100',32,12,6,1,0,21,15,0,1,3,3,37,3,4,0,3,9,10,11,4,1,27,8,0,0,11,1,7,2,0,0,0,0,28
'320231C0100',32,12,6,3,0,13,11,8,2,3,4,55,1,0,0,4,9,8,9,8,3,29,7,0,1,12,5,5,0,0,1,1,2,23
'320226B0100',32,12,4,5,1,19,7,3,0,7,1,22,1,1,0,2,8,7,12,1,2,23,4,0,0,9,4,1,1,0,0,0,1,11
'320708B0100',32,12,8,4,3,14,14,3,1,7,5,46,2,0,0,6,15,12,11,8,2,42,11,1,2,22,7,9,2,0,0,0,0,28
'320063B0100',32,12,5,5,1,29,16,3,1,4,7,58,2,2,0,2,15,9,16,6,8,39,9,0,0,26,2,4,1,0,1,2,2,30
'320295B0100',32,12,6,4,0,22,16,1,4,3,4,33,2,0,0,2,11,10,19,1,2,31,6,0,0,19,7,10,2,0,0,0,1,33
'321607B0100',32,13,8,3,1,31,25,1,3,4,9,53,1,1,0,4,19,14,25,9,8,34,11,0,0,24,6,9,3,0,1,0,3,39
'320816B0100',32,13,1,5,2,23,15,5,3,5,6,38,2,2,0,4,12,7,9,0,2,28,16,0,0,7,3,4,0,1,0,2,2,17
'320827B0100',32,13,4,6,1,9,11,2,2,6,4,28,0,3,0,5,10,6,14,3,1,15,4,0,0,6,3,4,0,0,2,0,0,15
'320425B0100',32,13,5,6,0,20,16,2,1,6,6,45,1,1,0,1,16,16,12,3,1,33,7,0,0,15,6,4,0,0,1,0,1,20
'320413C0100',32,13,5,5,0,22,13,4,4,2,7,44,2,0,0,4,14,7,22,3,4,24,8,2,0,11,3,5,0,0,2,0,0,13
'320408E0100',32,13,3,2,1,6,8,1,1,4,4,25,0,0,0,0,11,12,6,4,0,13,5,0,0,6,0,3,0,1,0,0,0,10
'320409B0100',32,13,9,4,0,24,19,6,3,9,7,56,1,2,0,4,16,14,18,4,5,42,6,0,0,24,8,7,1,1,3,0,0,35
'321089C0100',32,13,6,6,0,22,15,9,6,5,4,39,2,2,0,7,12,16,14,7,5,35,11,0,0,14,1,4,1,0,1,0,1,29
'320904B0100',32,13,4,3,1,11,12,6,1,5,7,40,3,1,0,4,17,7,21,5,5,31,8,0,0,21,3,3,2,0,0,1,1,25
'321089C0200',32,13,10,5,1,21,16,7,3,1,6,43,0,0,0,4,11,10,18,6,4,29,7,1,1,11,6,9,0,0,1,2,3,22
'321635B0100',32,13,8,3,1,18,21,6,3,6,7,51,2,2,0,4,19,7,18,6,4,45,8,1,0,28,8,5,2,0,2,0,2,19
'321608C0100',32,13,7,6,2,24,22,7,4,3,8,59,2,2,0,0,22,13,21,4,3,46,9,1,1,21,5,7,1,0,0,0,0,25
'321089B0100',32,13,4,2,1,26,17,4,0,4,3,43,2,3,0,2,10,12,23,11,1,33,8,0,0,16,5,8,1,1,0,0,3,27
'320871B0100',32,13,3,1,3,11,8,4,0,2,4,28,0,0,0,2,13,6,12,3,2,27,10,0,0,11,1,4,0,0,1,0,1,19
'320547B0100',32,14,5,2,0,14,7,1,2,2,3,37,0,2,0,0,6,11,20,7,4,24,6,2,0,16,4,7,0,1,1,0,0,16
'320539C0100',32,14,13,2,2,24,21,4,1,8,4,69,0,1,0,3,17,13,17,7,4,44,17,0,1,27,5,5,1,0,1,1,1,36
'321028C0100',32,14,5,7,1,16,13,3,1,4,6,39,0,4,0,2,11,7,15,5,3,29,6,0,1,17,6,7,2,0,1,0,0,23
'320539C0200',32,14,10,8,0,15,13,9,2,3,1,67,5,2,0,2,25,11,20,6,5,49,9,0,2,25,3,3,3,0,2,4,0,29
'321659B0100',32,14,6,8,1,26,25,4,2,4,8,72,2,3,0,4,22,13,27,7,5,42,13,1,0,30,4,4,1,0,2,0,2,31
'320526B0100',32,14,3,2,0,14,9,1,1,2,4,38,2,2,0,5,15,8,11,5,0,24,6,0,0,17,7,4,0,0,0,0,1,19
'320529C0200',32,14,4,5,2,25,18,4,3,5,9,67,2,4,0,4,10,12,16,4,4,37,12,0,1,21,7,4,1,0,1,0,1,29
'321033C0100',32,14,3,5,0,12,16,6,0,6,4,35,3,1,0,3,14,10,18,3,2,30,12,0,0,15,4,6,0,0,0,0,1,23
