CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PVEM_PT_MORENA_PANAL,PVEM_PT_MORENA,PVEM_MORENA_PANAL,PVEM_PT_PANAL,PT_MORENA_PANAL,PVEM_PT,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'180844C0100',18,5,35,11,38,8,11,29,15,20,5,0,6,43,11,7,0,0,11,4,26,12,2,3,0,3,15,3,0,2,12,2,3,2,10
'180132C0100',18,5,29,6,36,10,15,32,9,33,6,0,6,33,11,7,0,0,8,2,21,4,1,4,4,0,13,3,0,1,6,2,1,3,12
'180861B0100',18,5,20,10,23,4,11,25,10,15,6,0,6,26,4,3,0,0,7,0,16,2,1,0,0,3,10,2,0,1,2,2,0,6,2
'180847C0200',18,5,42,14,33,12,20,34,16,27,7,0,6,29,7,11,1,0,5,1,20,6,0,5,3,1,21,5,0,5,6,1,0,3,13
'180865B0100',18,5,26,11,27,6,12,27,7,20,8,0,6,24,6,4,0,0,10,2,18,3,0,0,1,0,10,1,3,0,8,1,0,5,4
'180850C0100',18,5,34,16,25,11,20,26,7,18,6,1,8,31,3,4,0,0,11,2,12,3,1,4,6,1,13,0,2,1,8,5,3,8,8
'180132C0200',18,5,25,13,28,7,13,34,14,21,6,0,9,27,10,9,0,0,6,1,27,4,2,3,4,2,19,2,1,0,10,1,0,2,4
'180221B0100',18,5,28,14,33,13,13,31,16,35,12,0,10,30,7,5,0,0,9,2,23,5,1,3,2,1,11,1,1,2,10,2,0,2,10
'180411C0100',18,5,19,12,24,10,16,23,6,21,7,1,7,28,4,5,1,0,8,2,12,5,1,2,4,2,11,6,1,0,3,1,2,4,16
'180859B0100',18,5,32,15,36,7,20,24,14,30,12,0,15,37,9,6,0,0,4,2,28,6,2,5,2,2,9,1,0,1,3,2,2,2,10
'180133C0200',18,5,21,6,29,13,14,35,10,28,9,1,8,30,6,10,0,0,6,2,23,6,1,2,2,1,7,2,0,3,7,0,0,5,4
'180241B0100',18,5,27,6,21,4,15,18,10,23,3,0,4,27,7,4,1,0,3,1,17,4,3,1,4,2,9,1,2,0,3,0,0,6,4
'180114C0100',18,5,35,13,48,14,13,42,10,36,12,1,8,26,8,9,0,0,5,5,24,5,1,1,2,1,13,4,0,0,10,1,0,6,8
'180847E0303',18,5,29,12,39,4,17,23,7,26,8,0,6,32,2,2,1,0,4,8,23,10,1,2,4,3,9,2,2,3,11,3,1,3,9
'180225B0100',18,5,25,12,30,2,16,32,16,23,11,1,10,41,4,11,2,0,13,1,27,8,2,5,3,0,15,2,0,0,6,3,0,3,6
'180244C0100',18,5,23,11,26,7,14,27,8,23,5,0,7,30,8,7,0,1,4,1,19,5,2,2,4,1,10,3,2,1,3,5,3,3,12
'180987B0100',18,6,32,16,26,10,12,26,12,24,10,0,10,33,3,9,0,0,8,2,29,2,3,4,1,4,14,2,2,1,7,0,4,2,10
'180495B0100',18,6,31,16,28,7,18,23,10,26,8,0,8,20,5,6,0,0,7,3,24,4,2,2,1,1,10,2,1,0,6,3,0,4,11
'180270E0300',18,6,18,10,18,4,7,15,6,13,2,0,2,11,3,3,0,0,3,1,12,6,1,2,2,1,7,0,1,0,7,0,1,1,6
'180311B0100',18,6,41,12,39,8,14,25,12,21,7,0,6,44,6,9,0,0,8,5,22,7,2,2,3,2,24,2,3,1,9,3,2,8,8
'180460C0100',18,6,18,9,22,7,10,29,6,15,7,0,4,24,4,6,1,0,5,1,16,2,0,0,1,0,12,0,2,0,11,2,0,3,7
'180589B0100',18,6,10,3,11,2,6,12,3,10,0,0,8,11,2,5,0,0,5,1,8,4,1,1,2,1,5,0,1,0,3,0,0,3,3
'180275E0100',18,6,21,7,23,2,9,12,11,15,4,1,4,15,3,3,0,0,3,0,15,0,0,0,0,0,10,0,2,0,5,4,0,2,5
'180020B0100',18,6,15,7,9,5,6,10,5,12,3,0,7,10,4,3,0,0,2,1,7,2,1,3,1,0,7,2,0,1,6,0,1,1,1
'180348C0100',18,6,27,6,30,13,12,28,7,24,6,0,1,34,4,8,0,0,13,2,22,6,2,1,4,2,14,1,1,2,6,2,1,2,10
'180396E0100',18,6,4,1,3,0,2,4,2,3,0,0,0,1,2,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1,1,0,0,1
'180501B0100',18,6,23,21,33,5,7,31,7,27,7,0,7,30,4,4,0,0,5,0,11,3,3,2,2,1,8,3,1,2,6,1,3,6,6
'180293B0100',18,6,10,6,15,4,6,18,3,17,0,0,3,12,3,6,0,0,3,0,6,6,0,0,2,1,7,0,0,0,2,1,1,0,6
'180539B0100',18,6,33,21,36,9,15,28,13,21,10,1,7,29,5,6,0,0,8,4,23,4,1,6,2,3,22,1,0,1,12,3,0,3,12
'180358B0100',18,6,15,11,16,2,12,15,8,14,2,1,3,20,7,4,0,0,5,1,11,4,1,2,1,2,8,4,0,0,2,2,0,5,10
'180812C0100',18,6,18,8,21,6,11,23,7,23,1,1,6,21,2,6,0,0,2,1,8,5,0,3,3,1,8,1,0,0,7,0,0,2,8
'180435B0100',18,6,13,10,19,4,9,28,7,22,7,0,10,19,3,1,0,1,7,1,17,7,3,2,1,0,9,1,1,0,3,0,1,1,4
'180267B0100',18,6,32,13,40,11,13,29,17,21,5,0,11,36,5,5,1,0,10,2,26,4,1,2,4,1,13,2,0,1,5,4,0,3,12
'180510B0100',18,6,20,6,20,3,9,13,7,13,5,0,4,20,7,4,0,0,7,1,14,3,0,1,1,0,6,1,0,0,11,1,3,3,8
'180816C0100',18,6,23,11,33,6,11,34,10,14,5,0,7,30,4,7,0,0,7,1,23,5,2,2,5,0,15,0,1,0,5,3,2,3,3
'180508B0100',18,6,32,13,25,10,12,23,9,34,7,0,12,27,10,5,1,0,8,3,15,7,2,2,1,2,18,2,1,0,4,2,2,8,8
'180518B0100',18,6,10,6,7,1,8,7,2,5,0,0,1,11,5,1,0,0,1,0,8,1,1,0,2,0,3,1,1,0,0,2,0,0,4
'180335B0100',18,6,10,5,8,1,6,13,4,13,0,0,5,8,3,2,0,0,1,0,7,3,0,0,1,0,3,1,1,1,4,1,0,2,4
'180493B0100',18,6,24,5,24,5,6,22,5,20,10,0,5,25,4,3,0,0,3,1,14,6,2,3,4,2,6,3,1,0,3,1,0,1,6
'180019B0100',18,6,6,5,4,0,6,9,0,4,1,0,3,4,1,1,0,0,1,0,2,0,0,1,1,0,1,0,1,0,0,1,1,0,3
'180333C0100',18,6,31,9,16,9,16,23,8,23,9,0,10,32,6,2,1,0,4,1,17,6,3,2,3,2,12,1,0,3,4,3,0,4,3
'180349B0100',18,6,21,9,25,4,20,29,10,16,3,0,5,32,6,9,0,0,3,1,11,5,2,2,4,0,6,3,1,1,8,3,1,2,6
'180814B0100',18,6,21,13,25,8,7,30,9,27,11,0,7,22,7,5,0,0,6,0,29,9,1,1,5,0,12,4,0,1,4,2,2,4,10
'180542B0100',18,6,25,9,37,7,8,23,9,30,3,1,3,22,7,7,0,0,7,1,13,6,3,3,4,1,8,0,0,1,8,2,1,6,5
'180318B0100',18,6,30,11,18,6,19,34,12,15,8,0,5,29,4,4,0,0,9,0,14,1,2,3,3,1,13,2,0,1,5,4,1,6,6
'180582B0100',18,6,23,15,28,3,12,22,8,19,6,0,12,27,4,6,0,0,5,1,14,2,2,1,2,1,8,3,0,0,7,3,0,2,8
'180486B0100',18,6,22,7,11,4,10,11,8,13,4,0,7,24,3,5,0,0,6,0,9,0,2,1,0,0,4,2,1,2,5,2,0,1,5
'180374B0100',18,6,7,2,6,6,4,4,2,4,1,0,2,1,0,2,0,0,3,1,6,3,0,1,1,0,2,0,0,0,1,1,0,0,1
'180205B0100',18,6,8,3,15,0,8,9,4,4,3,0,2,8,6,3,0,0,2,1,4,4,0,1,1,1,5,1,0,1,4,2,1,0,2
'180346E0100',18,6,12,4,16,5,7,19,1,9,3,0,2,19,2,1,1,0,2,2,5,2,1,0,1,0,3,2,0,0,1,1,2,0,2
'180842B0100',18,6,21,11,19,5,13,20,10,18,11,0,3,21,5,12,0,0,8,0,17,4,2,0,1,0,6,2,2,0,9,7,1,3,6
'180258B0100',18,6,20,13,23,7,18,21,13,19,6,0,9,32,8,9,0,0,8,1,25,4,2,2,0,1,14,0,0,1,6,4,0,2,15
'180287B0100',18,6,23,9,19,0,11,23,6,15,9,0,6,33,3,10,0,0,10,2,21,6,0,1,0,1,11,2,2,0,8,3,0,5,9
'180047B0100',18,6,28,13,20,6,14,31,17,17,4,0,8,35,6,2,0,0,7,1,20,7,0,1,3,0,11,4,1,0,12,3,0,2,7
'180270C0200',18,6,30,11,19,6,13,23,8,18,9,0,11,22,6,6,0,0,6,0,18,5,1,1,2,1,13,2,1,0,5,3,2,1,7
'180835C0100',18,6,23,8,16,3,10,15,8,22,4,0,4,29,6,2,0,0,5,1,15,2,3,2,0,0,10,2,0,1,4,1,1,3,6
'180989C0100',18,6,35,14,34,7,13,24,5,36,6,0,10,29,6,7,1,0,8,0,25,3,2,3,4,2,11,1,1,0,5,3,1,1,8
'180288B0100',18,6,21,8,17,11,7,20,8,17,8,0,12,20,6,4,0,0,7,0,13,1,1,2,1,0,4,1,0,1,7,3,0,4,4
'180815B0100',18,6,16,8,21,9,9,28,9,15,3,0,9,19,3,5,0,0,8,0,15,4,0,3,3,0,9,0,1,2,7,1,0,1,5
'180390C0100',18,6,29,15,30,4,8,36,8,18,7,0,4,33,10,6,0,0,1,1,20,4,3,1,2,0,12,1,2,3,4,0,1,2,9
'180570C0100',18,6,25,8,20,9,7,30,10,13,6,1,12,23,5,3,0,0,0,2,23,4,0,2,4,0,8,2,0,0,2,2,2,5,6
'180047E0100',18,6,3,2,1,0,2,4,1,5,0,1,1,2,1,0,0,0,2,0,2,1,0,0,1,0,3,0,1,0,0,0,1,3,3
'180263B0100',18,6,9,3,12,1,2,9,7,8,0,0,4,6,1,1,0,0,1,1,4,2,0,0,1,0,3,1,0,0,2,0,0,0,2
'180332B0100',18,6,11,4,7,4,3,8,3,6,1,0,0,7,4,1,1,0,2,1,4,2,1,2,0,1,6,0,0,0,1,0,1,0,2
'180258C0100',18,6,31,13,33,7,22,27,15,21,9,0,8,26,9,5,0,0,12,2,22,1,4,1,6,1,13,2,1,3,7,2,1,1,11
'180545C0100',18,6,26,10,25,4,15,26,12,16,3,0,5,24,6,6,0,0,5,3,15,4,1,1,3,2,8,3,2,1,9,3,0,3,8
'180343B0100',18,6,12,8,29,6,10,23,13,18,4,1,6,23,5,7,0,0,7,0,11,3,0,0,3,0,10,0,0,1,4,2,2,1,6
'180591C0100',18,6,15,3,19,1,21,17,5,18,2,0,5,22,6,3,0,0,7,0,17,3,0,1,0,1,10,1,0,0,3,1,1,1,5
'180441C0100',18,6,29,9,32,9,12,20,12,21,4,0,8,29,11,4,1,0,4,3,27,4,0,7,1,0,8,0,0,1,4,4,1,3,10
'180322B0100',18,6,31,14,18,10,7,29,7,18,5,0,6,29,8,12,0,0,7,1,14,5,4,3,3,1,11,3,1,0,7,3,0,6,6
'180540B0100',18,6,15,4,16,4,6,23,6,17,3,0,6,21,5,10,0,0,3,2,20,3,0,2,4,2,10,1,0,0,5,0,0,4,2
'180333B0100',18,6,28,9,37,10,8,38,5,25,6,1,9,31,6,6,1,0,1,2,16,2,2,1,2,1,13,1,0,2,8,0,0,4,6
'180484C0100',18,6,25,12,28,8,6,20,7,25,8,0,4,20,4,3,0,0,4,2,20,1,0,2,0,0,9,1,1,1,4,0,1,4,8
'180564B0100',18,6,17,10,26,6,7,21,9,21,7,0,4,19,2,9,1,0,3,2,18,3,2,0,3,0,9,4,1,0,5,2,1,4,7
'180264B0100',18,6,24,10,24,4,14,34,10,20,7,0,7,22,4,7,0,0,2,0,21,7,1,4,3,3,20,2,0,3,9,2,0,4,4
'180366B0100',18,6,22,19,30,8,15,23,3,26,9,0,10,29,10,6,0,0,6,3,23,9,2,2,2,0,13,4,1,0,10,2,1,6,6
'180258C0300',18,6,31,6,29,7,13,27,10,19,7,0,12,24,12,3,0,0,3,1,26,7,2,2,3,0,11,2,0,0,8,2,1,2,9
'180460B0100',18,6,28,11,17,1,10,21,4,19,6,0,3,27,9,5,0,0,2,0,13,3,1,4,3,0,10,2,1,1,4,1,1,4,4
'180327C0100',18,6,24,8,18,11,15,21,11,19,6,0,5,22,2,9,0,0,6,0,17,3,2,4,1,1,10,2,0,0,6,0,0,3,4
'180193B0100',18,7,19,4,12,4,4,11,3,4,5,0,3,15,2,2,0,0,2,3,10,2,1,3,0,0,10,2,0,0,4,4,2,1,7
'180174B0100',18,7,6,1,4,4,1,5,0,9,2,0,0,6,2,1,0,0,3,0,5,3,1,1,1,0,0,0,0,1,3,0,0,0,1
'180116C0800',18,7,26,14,32,5,16,25,15,28,14,0,17,45,8,9,0,0,10,4,20,6,1,2,3,3,23,3,0,2,6,3,1,6,9
'180116C0300',18,7,37,16,31,8,24,33,16,34,15,2,8,45,9,10,0,0,8,1,18,6,1,7,3,0,13,1,1,1,11,2,0,4,8
'180238B0100',18,7,14,6,20,4,14,22,4,18,5,0,8,13,5,5,0,0,5,0,7,4,4,1,2,0,6,0,0,0,7,1,0,2,6
'180107B0100',18,7,37,15,33,10,17,46,7,27,6,0,12,39,12,10,1,0,5,3,17,4,2,2,1,0,23,4,0,1,7,0,1,5,8
'180093B0100',18,7,9,1,8,0,9,5,3,9,3,0,1,5,3,3,0,0,3,1,3,1,0,0,2,1,4,0,1,1,2,0,1,1,5
'180169C0100',18,7,19,7,21,6,10,22,8,16,4,1,5,30,2,1,0,0,6,0,13,1,1,1,2,1,12,2,0,1,6,3,0,1,4
'180417E0100',18,7,6,2,6,3,4,4,3,5,3,0,1,9,1,2,0,0,1,0,3,1,0,0,0,0,0,2,0,0,3,1,0,0,1
'180112C0100',18,7,36,17,29,7,19,32,12,22,7,0,9,35,8,10,0,0,4,1,23,2,3,1,4,2,23,0,0,0,10,3,1,9,7
'180154B0100',18,7,20,12,24,8,12,25,6,17,5,0,9,18,8,8,0,0,7,0,13,2,0,4,0,1,7,1,1,0,10,1,0,2,8
'180059C0100',18,7,37,10,39,9,17,33,7,24,8,1,10,30,9,6,1,0,4,1,26,8,1,3,3,2,15,2,0,4,12,2,2,5,10
'180178B0100',18,7,19,11,17,9,7,22,7,22,4,0,2,18,3,7,0,0,4,2,19,2,0,1,2,0,8,0,2,3,3,1,1,1,4
'180146B0100',18,7,13,3,7,4,7,13,8,9,4,1,2,18,2,6,0,0,1,1,4,0,1,0,1,1,3,2,0,0,4,1,0,0,4
'180232B0100',18,7,15,6,18,2,11,17,9,10,3,0,3,15,2,4,0,0,2,0,12,4,1,0,1,0,7,1,0,0,2,1,1,1,5
'180062B0100',18,7,10,11,13,3,2,14,3,13,2,0,4,11,3,2,0,0,2,0,13,4,0,0,2,1,7,2,0,0,1,2,0,2,6
'180246B0100',18,7,5,0,2,0,2,5,3,4,2,0,0,3,0,4,0,0,4,0,4,0,0,2,0,0,3,0,0,1,1,1,0,0,4
'180088B0100',18,7,14,11,26,7,14,14,7,18,8,0,3,19,4,1,0,0,5,1,12,7,1,0,3,4,7,1,0,0,7,0,0,0,9
'180192C0100',18,7,33,13,29,8,12,34,17,32,6,2,18,21,6,7,0,0,8,2,18,9,2,2,7,1,18,2,1,1,11,5,1,8,11
'180186B0100',18,7,36,9,30,8,13,38,18,19,6,0,9,29,7,7,0,0,10,1,17,5,4,2,4,2,13,1,1,2,6,2,1,5,10
'180112C0300',18,7,44,15,45,9,20,34,9,36,5,0,5,34,6,9,0,0,4,0,22,5,2,2,3,2,21,0,3,3,11,1,1,6,11
'180417B0100',18,7,10,6,11,2,7,12,3,3,1,0,5,10,0,5,0,0,3,0,7,2,0,0,2,1,5,0,0,1,1,0,0,2,3
'180116B0100',18,7,31,13,45,5,22,34,12,23,6,0,12,29,10,11,0,0,7,1,19,6,4,4,4,2,25,1,1,2,6,0,2,5,16
'180183B0100',18,7,26,10,22,6,10,20,8,14,6,0,6,22,3,5,0,0,9,0,12,6,2,4,1,0,14,1,2,1,7,0,0,5,6
'180116C0500',18,7,34,12,45,3,18,39,9,29,8,0,9,34,8,13,0,0,8,3,27,4,0,4,4,0,19,4,0,0,10,3,1,7,6
'180076B0100',18,7,4,2,5,0,2,7,4,5,2,0,2,4,0,1,0,0,0,0,5,1,0,2,3,1,3,0,0,1,4,0,1,0,2
'180171C0100',18,7,29,11,28,4,13,30,10,20,9,0,6,26,8,4,0,0,5,0,25,5,2,3,1,0,11,1,0,0,5,3,1,3,5
'180159B0100',18,7,28,11,24,1,11,18,12,16,7,0,2,19,3,7,0,0,5,2,20,3,0,2,0,1,11,0,1,2,6,1,0,2,6
'180064B0100',18,7,10,6,10,5,3,9,5,7,0,0,2,10,5,3,0,0,0,2,5,2,0,1,2,0,5,0,0,0,0,1,0,0,0
'180427C0100',18,7,22,23,27,6,5,21,3,16,6,0,5,21,4,3,0,0,4,2,16,6,0,3,4,3,11,2,1,1,7,4,1,2,9
'180407B0100',18,7,11,6,15,0,6,13,1,9,2,0,4,11,5,5,0,0,5,1,7,5,2,1,4,0,9,0,1,0,2,0,2,1,3
'180195B0100',18,7,16,7,20,6,6,25,6,12,8,0,2,25,6,2,0,0,1,0,12,2,0,3,0,0,11,1,2,1,3,1,2,2,7
'180112C0600',18,7,32,18,41,10,17,38,12,29,7,1,10,30,8,10,0,1,10,1,27,6,1,2,1,2,10,2,0,0,8,3,1,6,11
'180360B0100',18,8,29,15,34,7,17,37,13,33,10,0,9,44,9,14,1,0,7,2,25,7,3,5,3,1,15,2,3,0,11,3,2,8,9
'180312B0100',18,8,23,13,22,8,5,31,9,24,6,0,4,33,5,7,1,0,11,1,23,4,2,0,3,0,17,4,2,0,5,4,2,2,10
'180303B0100',18,8,22,7,22,8,15,25,11,18,5,1,5,25,5,5,0,0,2,0,17,1,3,2,3,1,13,0,1,1,10,0,1,2,5
'180370B0100',18,8,29,14,23,10,16,30,13,11,5,1,8,21,3,2,0,0,6,1,14,11,1,2,1,1,10,2,1,1,4,2,1,3,5
'180543C0100',18,8,33,10,27,6,13,25,14,23,7,0,5,35,6,9,0,0,5,3,23,2,3,4,2,2,14,5,3,2,11,1,2,4,5
'180032B0100',18,8,15,12,13,4,8,14,4,17,1,0,3,25,4,3,0,0,7,2,14,2,2,1,5,0,7,0,0,0,2,2,1,3,10
'180497B0100',18,8,21,11,12,4,10,24,10,21,6,0,4,19,5,11,1,0,4,1,16,3,0,1,3,1,16,1,0,1,7,0,1,1,12
'180290B0100',18,8,32,11,33,8,13,36,15,30,10,1,10,31,10,10,0,0,10,4,30,6,2,2,6,2,16,2,1,1,7,3,2,4,11
'180033C0100',18,8,16,6,15,4,9,21,10,11,6,1,11,16,5,2,0,0,7,1,12,4,0,0,0,0,9,0,0,1,6,3,1,2,4
'180038C0100',18,8,20,12,18,6,12,26,9,21,7,0,9,26,5,4,0,0,8,1,18,4,0,1,3,2,16,1,0,1,6,0,1,1,2
'180532B0100',18,8,33,11,25,8,10,27,13,25,7,0,7,24,10,5,0,0,5,4,16,3,1,0,6,0,11,2,0,0,4,0,1,3,6
'180369B0100',18,8,22,7,17,2,21,23,6,27,3,0,11,33,7,6,0,0,5,0,17,2,1,4,3,1,10,2,0,1,7,5,1,6,6
'180197B0100',18,8,20,13,25,7,15,25,11,26,12,0,10,30,5,5,0,0,7,0,13,5,0,3,4,1,8,3,0,0,7,1,1,7,9
'180286E0100',18,8,10,4,5,3,3,10,5,8,2,0,1,13,1,3,0,0,1,0,11,2,0,0,3,0,3,1,0,0,0,2,0,1,3
'180283B0100',18,8,45,11,25,7,12,35,7,27,10,0,7,37,10,6,0,0,8,1,14,5,1,2,3,4,11,0,2,0,8,2,1,5,7
'180307B0100',18,8,18,16,22,5,9,29,13,27,2,0,10,26,6,4,0,0,6,2,10,2,1,2,2,1,15,3,0,1,7,0,2,8,5
'180841B0100',18,8,25,14,29,12,19,29,8,26,9,1,7,32,3,10,1,0,6,0,22,13,2,2,2,2,10,5,1,1,12,2,2,4,9
'180273E0100',18,8,22,6,26,3,11,15,12,21,6,0,7,25,3,1,1,0,5,0,15,4,0,2,4,1,8,3,1,2,6,0,3,4,4
'180593B0100',18,8,21,18,15,3,10,20,4,20,6,0,6,27,5,6,0,0,4,1,20,2,2,3,2,1,7,5,0,1,4,1,0,2,8
'180822C0100',18,8,16,10,16,6,10,27,6,14,8,0,6,19,7,3,0,0,6,1,15,2,1,0,0,1,12,2,0,0,4,1,0,0,6
'180357B0100',18,8,27,11,28,10,8,33,8,22,6,0,4,38,7,11,0,0,1,3,22,6,2,3,7,2,18,2,0,2,12,2,1,4,6
'180317B0100',18,8,15,8,21,7,9,26,9,23,2,1,3,24,10,5,0,0,7,0,11,5,0,1,1,0,9,6,0,0,2,3,0,3,9
'180024C0100',18,8,18,11,21,5,10,20,6,18,3,0,4,28,6,4,0,0,7,0,8,2,1,1,1,0,13,1,0,0,5,0,2,2,3
'180200B0100',18,8,11,3,8,3,4,8,4,10,1,1,4,11,5,0,0,0,2,1,9,6,0,1,2,0,2,1,0,1,2,2,0,1,2
'180199B0100',18,8,14,4,18,2,6,14,6,5,2,0,3,12,1,2,0,0,5,0,17,2,0,0,3,2,3,0,2,1,2,2,0,3,3
'180463B0100',18,8,22,10,36,10,13,31,13,20,6,0,12,35,5,10,0,0,7,1,13,6,3,2,3,3,10,2,2,2,6,6,2,6,12
'180003B0100',18,8,28,16,34,8,11,40,20,25,6,0,11,31,9,11,1,0,13,5,23,6,0,1,4,0,16,3,3,2,5,5,2,3,4
'180022B0100',18,8,7,6,13,3,8,8,4,7,2,2,5,7,3,2,0,0,4,0,7,4,0,1,2,0,6,0,0,0,1,0,1,1,4
'180352C0200',18,8,28,7,23,4,18,18,10,22,8,0,7,23,5,6,0,1,8,4,25,6,0,4,2,1,11,1,1,1,5,0,1,4,10
'180198B0100',18,8,15,5,13,3,6,16,7,12,1,0,4,13,4,3,0,0,6,0,15,3,1,2,1,2,5,0,0,0,1,1,2,1,2
'180351C0100',18,8,22,10,23,5,11,20,8,19,3,0,10,18,6,5,0,1,4,3,14,5,1,0,0,0,7,0,0,2,1,1,3,3,9
'180567B0100',18,8,44,19,33,7,16,35,18,33,5,0,11,37,6,13,0,0,10,0,32,7,3,6,4,1,18,1,1,0,7,3,0,6,9
'180046C0100',18,8,13,7,17,3,12,23,6,20,2,1,7,20,5,3,0,0,4,0,14,3,1,1,1,0,15,1,2,1,6,2,0,3,9
'180030B0100',18,8,5,6,11,3,8,15,3,10,3,0,4,11,4,0,0,0,1,0,8,1,2,2,2,0,8,1,0,0,2,0,0,0,6
'180516B0100',18,8,37,7,26,11,12,30,12,30,7,0,12,36,8,1,1,0,8,4,14,5,3,2,3,1,13,2,0,0,6,2,2,4,8
'180252C0100',18,9,25,12,29,5,7,25,9,18,6,0,9,22,6,7,0,0,4,1,19,6,0,3,2,0,17,1,0,3,7,3,1,2,5
'180423B0100',18,9,27,14,36,7,20,32,13,32,10,0,11,40,6,9,0,0,7,1,21,2,0,2,5,1,11,2,2,0,10,3,0,3,7
'180405B0100',18,9,2,2,5,1,2,3,2,6,1,0,2,8,0,0,0,0,0,0,4,0,0,0,1,0,3,2,0,0,1,0,0,0,3
'180075B0100',18,9,26,8,40,7,17,29,5,27,7,0,5,38,7,4,0,0,5,2,18,5,1,4,2,2,19,2,0,1,6,2,0,6,14
'180409B0100',18,9,15,6,14,4,8,16,5,17,6,0,6,11,3,2,1,0,3,2,11,2,0,1,4,1,5,1,0,0,6,1,0,2,8
'180061E0100',18,9,4,5,9,4,5,8,2,2,2,0,3,11,0,1,0,0,2,0,7,1,0,2,0,0,4,0,1,0,2,1,0,0,4
'180867B0100',18,9,36,15,35,5,19,25,14,24,3,0,14,40,5,5,0,0,5,1,25,6,5,2,2,1,9,4,4,1,11,1,3,1,10
'180872B0100',18,9,12,8,15,1,5,10,4,9,3,0,2,14,6,2,0,0,3,1,7,0,0,0,2,0,14,1,1,0,1,1,0,3,5
'180058B0100',18,9,22,10,27,5,10,25,10,24,9,1,5,26,4,9,0,0,1,0,18,8,1,2,3,1,7,1,1,1,4,2,0,3,10
'180972B0100',18,9,27,13,27,12,16,34,13,25,11,1,12,31,5,6,0,0,5,1,26,9,1,2,6,1,18,3,2,1,12,3,0,4,12
'180252B0100',18,9,28,11,31,6,8,23,5,14,2,0,10,19,8,3,0,0,10,1,27,4,2,2,0,2,7,1,0,1,10,3,1,6,9
'180177B0100',18,9,23,8,27,7,16,19,6,15,5,0,7,25,2,5,0,0,7,2,15,3,1,2,2,0,15,0,0,2,9,0,3,4,6
'180252E0100',18,9,19,4,21,4,9,9,11,17,5,0,2,17,2,4,0,0,2,1,17,3,0,3,2,0,9,2,1,0,2,1,0,0,3
'180979B0100',18,9,34,10,31,9,15,26,14,29,6,0,13,31,7,3,0,0,6,1,25,7,2,2,3,0,10,2,1,2,4,3,0,0,8
'180424B0100',18,9,16,8,24,5,7,26,11,22,4,0,10,21,5,6,0,0,4,1,18,3,1,2,1,1,11,1,0,3,3,1,1,2,10
'180972C0400',18,9,30,16,30,8,24,41,14,26,6,0,10,25,12,3,0,0,8,2,25,3,2,2,2,1,9,1,0,2,5,0,0,0,7
'180981C0300',18,9,38,12,36,5,19,27,19,33,13,0,8,43,7,4,0,0,10,1,35,5,4,5,5,3,13,3,2,0,7,2,0,3,11
'180422B0100',18,9,35,17,28,11,14,49,13,27,8,1,4,44,12,5,0,0,4,3,21,4,6,4,2,1,15,0,2,1,11,3,4,2,6
'180419B0100',18,9,20,17,41,5,18,21,10,22,4,0,6,24,6,7,1,0,4,1,28,7,2,2,2,0,8,2,0,0,7,1,1,1,6
'180981C0100',18,9,42,21,30,5,21,34,17,35,11,0,9,40,12,9,2,0,8,2,26,10,2,2,2,1,12,2,0,0,7,2,3,7,12
'180429C0100',18,9,11,10,24,6,11,18,6,22,8,1,5,24,10,3,0,0,3,2,21,5,1,2,1,2,12,3,1,0,8,3,0,5,7
'180094B0100',18,9,28,15,37,4,14,28,11,31,4,0,7,29,6,6,0,0,2,3,13,1,5,0,6,0,20,5,1,1,8,3,2,2,5
'180120C0500',18,9,32,15,39,6,18,25,13,22,9,1,11,26,10,10,2,0,9,3,24,9,2,1,7,1,18,0,2,0,7,0,1,4,9
