CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,PVEM,MORENA,PANAL,PVEM_PT_MORENA_PANAL,PVEM_PT_MORENA,PVEM_MORENA_PANAL,PVEM_PT_PANAL,PT_MORENA_PANAL,PVEM_PT,PVEM_MORENA,PVEM_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,VIVA,LN,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'180113B0100',18,5,33,18,36,8,16,35,12,27,9,0,14,43,5,10,0,1,11,2,35,2,3,4,3,0,17,4,0,2,8,1,2,3,10
'180113C0100',18,5,28,11,41,6,10,33,15,34,6,2,12,34,13,9,1,0,9,2,35,6,1,1,2,0,21,0,3,3,6,3,0,2,11
'180113S0100',18,5,66,16,70,10,36,53,16,55,10,0,14,69,10,13,0,0,13,4,41,13,5,4,9,4,23,9,3,2,16,4,3,9,20
'180114B0100',18,5,24,15,30,11,21,46,10,23,15,1,15,31,9,10,0,0,10,2,24,7,2,6,4,1,16,2,1,0,9,2,0,4,10
'180114C0100',18,5,35,13,48,14,13,42,10,36,12,1,8,26,8,9,0,0,5,5,24,5,1,1,2,1,13,4,0,0,10,1,0,6,8
'180114C0200',18,5,50,10,39,4,22,41,8,25,10,0,10,32,6,7,0,0,10,2,27,6,2,3,3,1,7,5,2,2,8,1,2,5,12
'180114C0300',18,5,37,10,35,13,21,30,9,30,8,0,10,37,9,2,0,0,7,2,24,6,0,2,3,1,23,2,0,2,12,1,2,3,11
'180115B0100',18,3,20,13,31,10,21,37,10,26,3,0,9,46,3,7,0,0,8,0,23,7,4,7,3,0,15,5,0,2,10,3,4,6,12
'180115C0100',18,3,35,17,36,6,17,26,14,21,10,0,7,29,12,9,1,1,6,3,28,6,3,5,0,1,12,5,2,0,5,1,2,6,13
'180115C0200',18,3,41,14,39,10,15,34,15,33,8,0,12,36,7,9,0,0,5,4,23,5,2,1,4,3,18,3,1,0,8,2,1,6,9
'180115C0300',18,3,29,11,30,8,13,37,17,30,9,0,7,38,5,8,1,0,4,3,30,6,4,0,3,0,15,1,2,0,4,0,0,5,11
'180115C0400',18,3,24,14,28,10,16,38,19,26,13,0,7,44,10,7,2,0,9,2,25,6,1,4,0,1,16,4,3,2,7,0,2,4,13
'180115C0500',18,3,27,13,38,5,17,25,12,30,7,0,11,32,5,4,0,0,8,3,24,12,1,1,5,1,17,4,0,2,5,2,2,2,4
'180115C0600',18,3,30,10,37,6,22,33,17,28,11,0,7,31,10,6,0,0,11,2,19,4,1,1,5,0,13,3,1,2,8,1,0,8,4
'180115C0700',18,3,31,13,38,11,19,43,16,20,10,1,9,42,5,5,0,0,9,5,25,9,0,3,2,1,17,3,0,3,7,0,3,2,12
'180115C0800',18,3,32,7,29,8,22,35,13,39,7,0,6,34,11,6,0,0,7,3,26,9,3,6,3,1,16,0,1,1,10,0,1,3,11
'180115C0900',18,3,27,13,25,10,18,34,9,25,10,1,8,43,4,6,2,0,14,3,23,8,2,1,1,1,12,1,2,1,8,4,1,2,12
'180115C1000',18,3,32,13,38,8,16,24,10,28,5,0,11,46,8,4,0,0,7,1,25,7,3,3,2,2,16,2,1,2,8,3,2,3,9
'180115C1100',18,3,38,9,30,6,18,44,14,25,10,1,7,41,13,8,1,0,7,3,31,7,3,5,1,1,16,3,2,4,4,5,1,4,14
'180115C1200',18,3,35,14,31,5,17,28,13,34,3,1,8,44,9,6,0,0,6,2,19,13,0,1,7,0,20,3,0,0,6,1,2,9,7
'180115C1300',18,3,41,14,37,10,12,38,12,23,7,1,3,33,10,5,0,0,7,0,25,4,4,0,3,1,18,4,0,2,8,6,4,2,6
'180115C1400',18,3,33,15,38,6,12,29,9,22,11,1,11,49,9,2,1,0,7,0,35,12,0,1,3,1,15,1,2,0,8,3,0,4,7
'180115C1500',18,3,40,14,27,5,11,31,11,22,11,0,14,38,8,13,1,1,8,2,31,8,0,5,1,1,11,2,1,0,7,2,1,5,9
'180116B0100',18,7,31,13,45,5,22,34,12,23,6,0,12,29,10,11,0,0,7,1,19,6,4,4,4,2,25,1,1,2,6,0,2,5,16
'180116C0100',18,7,42,18,28,6,23,40,9,26,5,0,11,33,7,13,0,0,8,1,33,3,3,3,3,1,20,1,0,1,8,1,1,5,12
'180116C0200',18,7,36,16,42,6,17,26,17,34,12,0,9,45,12,10,0,0,6,2,24,5,2,4,5,0,13,5,2,0,10,5,0,3,9
'180116C0300',18,7,37,16,31,8,24,33,16,34,15,2,8,45,9,10,0,0,8,1,18,6,1,7,3,0,13,1,1,1,11,2,0,4,8
'180116C0400',18,7,27,24,35,4,15,37,5,35,9,0,6,40,10,9,0,0,14,2,18,8,0,6,6,2,25,4,1,2,4,1,0,8,9
'180116C0500',18,7,34,12,45,3,18,39,9,29,8,0,9,34,8,13,0,0,8,3,27,4,0,4,4,0,19,4,0,0,10,3,1,7,6
'180116C0600',18,7,29,13,38,13,17,18,9,30,9,0,7,36,7,11,0,0,11,1,30,8,3,5,2,2,10,3,2,0,12,3,1,5,15
'180116C0700',18,7,27,8,36,6,23,27,7,27,10,0,13,36,9,9,0,0,9,2,29,11,0,3,5,3,8,2,0,5,14,5,1,8,7
'180116C0800',18,7,26,14,32,5,16,25,15,28,14,0,17,45,8,9,0,0,10,4,20,6,1,2,3,3,23,3,0,2,6,3,1,6,9
'180116C0900',18,7,37,15,50,6,8,32,13,20,9,0,11,40,4,7,0,0,9,3,21,8,3,4,4,1,15,4,2,1,9,8,1,5,9
'180117B0100',18,3,38,14,36,5,10,28,12,32,8,0,13,38,8,9,0,0,8,1,26,7,2,5,4,1,14,3,3,0,9,2,0,6,12
'180117C0100',18,3,42,18,43,8,18,31,12,35,12,0,11,28,10,9,0,0,7,4,33,5,3,7,4,3,14,2,4,2,11,2,0,3,11
'180117C0200',18,3,31,21,37,6,22,30,15,33,9,0,12,40,8,6,0,0,10,2,28,9,1,2,0,1,17,2,1,0,9,3,3,5,12
'180117C0300',18,3,32,11,39,5,22,28,9,35,4,1,13,47,13,15,1,0,8,0,29,7,3,2,6,1,20,0,1,1,8,3,3,6,11
'180118B0100',18,3,31,18,40,12,23,35,15,26,15,0,14,40,5,10,1,0,10,4,25,8,1,2,3,0,12,2,0,0,10,5,1,4,10
'180118C0100',18,3,29,16,43,12,9,35,11,36,4,0,7,37,8,8,0,0,4,3,18,4,1,1,10,3,13,2,2,0,9,2,3,3,12
'180118C0200',18,3,41,9,37,7,16,40,9,27,10,0,2,36,6,11,0,0,9,2,25,9,2,3,4,1,11,4,0,2,11,5,1,3,7
'180118C0300',18,3,31,13,30,10,14,29,10,44,10,2,10,29,9,5,1,0,7,1,36,10,1,1,4,2,18,5,2,0,8,1,0,5,8
'180118C0400',18,3,35,15,28,10,12,35,13,28,8,1,8,44,4,8,0,0,7,0,25,8,3,4,1,3,15,0,2,2,11,1,2,2,13
'180118C0500',18,3,36,12,40,9,17,21,14,30,5,0,15,41,9,10,0,0,5,2,32,10,1,4,2,2,13,1,2,2,15,1,2,5,14
'180118C0600',18,3,32,16,33,8,10,29,12,39,7,0,12,35,9,11,0,0,8,2,21,4,4,4,2,2,18,4,2,2,16,1,0,6,7
'180118C0700',18,3,31,17,50,8,13,33,10,18,8,0,10,40,12,8,0,0,11,5,27,5,3,2,3,2,16,5,1,1,9,2,3,1,4
'180118C0800',18,3,31,13,31,6,15,35,13,29,11,0,8,40,9,11,1,0,10,0,21,6,1,3,5,1,11,6,1,1,7,1,2,3,13
'180118C0900',18,3,37,12,35,8,12,39,8,21,11,0,9,46,12,10,1,0,9,2,21,6,2,6,3,2,16,0,0,2,6,2,1,4,10
'180118C1000',18,3,34,15,35,13,19,26,19,19,9,0,11,34,8,6,1,0,5,0,30,11,1,2,2,1,16,2,1,1,7,1,3,3,9
'180118E0100',18,3,36,20,31,5,23,38,13,21,11,0,10,38,11,8,1,0,8,0,21,6,2,3,2,0,22,1,1,1,7,4,3,3,8
'180118E0101',18,3,45,17,45,4,18,28,14,30,8,0,8,42,7,8,0,0,14,1,30,8,0,2,2,2,14,5,1,1,11,4,1,2,15
'180118E0102',18,3,20,17,37,11,15,35,15,37,4,0,9,26,5,5,0,0,7,4,25,9,3,5,4,1,11,1,2,2,8,4,2,10,9
'180118E0103',18,3,31,14,31,10,12,43,11,26,9,1,16,38,7,8,0,0,11,0,30,5,2,4,2,2,16,1,0,2,11,3,0,4,13
'180118E0104',18,3,33,9,33,5,17,26,9,35,5,0,13,31,6,11,0,0,5,3,23,7,2,6,1,1,9,1,1,1,10,1,0,6,9
'180118E0105',18,3,35,16,29,7,18,43,20,18,7,0,8,24,6,10,0,0,12,2,23,6,2,4,5,3,11,1,2,0,12,4,2,9,11
'180118E0200',18,3,33,14,38,9,17,38,5,26,6,0,7,27,8,5,0,0,12,0,16,3,1,4,4,2,18,2,1,0,9,1,2,4,15
'180118E0201',18,3,34,12,33,7,14,26,13,29,8,0,14,35,5,7,0,0,6,2,29,11,1,3,5,1,18,2,1,4,6,2,1,3,14
'180118E0202',18,3,33,7,30,5,14,35,13,27,5,0,9,28,5,10,0,0,8,0,24,10,2,2,4,0,19,2,0,3,8,2,2,5,13
'180118E0203',18,3,23,9,28,11,17,34,13,29,11,0,7,27,6,7,0,0,9,1,23,10,0,5,7,0,17,3,0,1,7,3,4,5,11
'180118E0300',18,3,22,11,28,4,15,29,10,37,12,0,9,27,5,10,0,0,11,2,23,5,1,3,5,3,12,0,0,0,8,2,1,6,11
'180118E0301',18,3,30,14,37,8,18,20,7,33,8,0,10,41,8,10,0,0,3,0,27,14,0,4,2,1,19,0,1,2,11,2,2,5,10
'180119B0100',18,3,27,16,32,6,15,42,17,23,9,0,14,29,3,9,0,0,12,3,25,8,4,3,6,0,8,3,2,1,5,4,3,3,8
'180119C0100',18,3,38,15,30,12,16,24,6,28,8,0,11,34,8,6,1,0,12,3,29,4,2,4,4,2,12,2,0,2,6,3,3,4,7
'180119C0200',18,3,32,11,33,8,15,30,7,28,8,0,4,35,8,10,0,0,8,0,29,6,3,3,8,1,10,0,1,1,13,1,1,5,15
'180119C0300',18,3,33,9,34,3,20,36,14,31,9,0,9,32,7,5,0,0,13,1,17,5,1,5,1,3,15,1,2,1,12,4,0,5,11
'180119C0400',18,3,25,8,39,6,16,25,13,26,8,0,8,33,7,9,0,1,6,1,21,8,2,3,4,1,16,5,1,0,8,3,2,3,8
'180119C0500',18,3,30,18,39,4,23,29,13,31,6,1,17,29,10,3,0,0,1,2,23,5,2,2,4,0,15,5,0,1,5,1,2,8,9
'180120B0100',18,9,31,14,38,5,13,35,2,31,8,0,8,40,9,12,0,0,8,2,20,7,3,3,3,0,12,0,0,1,6,4,4,7,17
'180120C0100',18,9,30,8,32,13,16,21,9,36,11,0,5,37,10,9,0,0,6,3,27,8,3,0,3,2,19,2,2,2,5,1,1,5,9
'180120C0200',18,9,32,11,32,10,14,31,15,29,10,0,10,36,6,9,0,0,15,1,22,2,4,2,3,0,9,1,0,2,5,2,2,3,6
'180120C0300',18,9,34,11,31,9,13,32,10,28,9,0,9,33,7,5,0,0,7,1,27,6,1,2,2,0,13,1,0,0,6,2,1,7,7
'180120C0400',18,9,36,13,29,6,20,30,12,36,6,0,10,42,5,8,0,0,7,2,20,11,3,3,4,1,15,3,1,3,9,4,1,3,6
'180120C0500',18,9,32,15,39,6,18,25,13,22,9,1,11,26,10,10,2,0,9,3,24,9,2,1,7,1,18,0,2,0,7,0,1,4,9
'180121B0100',18,7,30,17,30,11,12,23,8,20,4,1,8,28,6,8,0,0,8,2,13,2,2,0,3,1,12,3,2,0,6,5,0,7,9
'180121C0100',18,7,21,10,33,6,12,32,11,25,8,0,11,28,4,4,0,0,7,2,10,8,0,1,3,1,13,4,1,1,5,2,0,4,8
'180121C0200',18,7,32,12,24,8,15,29,11,24,6,0,14,27,5,11,0,0,3,0,29,3,1,3,1,3,15,1,0,1,8,1,0,4,11
'180122B0100',18,3,33,16,38,11,15,33,6,34,12,0,14,33,9,7,1,0,2,1,31,7,3,6,4,2,15,1,4,1,10,2,1,2,9
'180122C0100',18,3,29,21,30,4,17,27,11,28,11,0,7,34,6,3,0,0,11,0,25,4,0,3,4,2,17,2,2,0,8,5,0,7,8
'180122C0200',18,3,32,13,29,7,20,24,14,32,9,1,8,35,8,6,0,0,9,2,32,5,1,3,2,0,16,1,1,1,8,1,1,2,18
'180122C0300',18,3,29,13,33,6,22,45,11,27,5,0,10,38,9,7,0,0,7,2,22,9,0,4,4,0,13,2,1,0,15,5,1,7,7
'180123B0100',18,3,23,15,33,6,11,33,5,21,7,0,9,40,6,6,0,0,4,0,15,8,0,2,3,2,10,2,0,0,8,2,1,4,8
'180123C0100',18,3,29,14,29,9,12,25,6,28,7,0,8,28,8,9,0,0,9,0,23,5,0,2,1,2,15,2,1,2,4,4,1,7,7
'180123C0200',18,3,33,11,33,7,14,29,11,18,5,0,9,25,5,11,0,0,9,4,21,11,0,2,2,2,14,2,0,3,8,0,0,3,9
'180123C0300',18,3,29,8,25,9,16,19,11,26,8,0,4,24,8,4,0,0,4,2,14,6,3,2,6,0,14,2,1,1,8,3,2,5,9
'180124B0100',18,3,24,13,34,6,16,27,10,25,6,1,12,28,7,3,0,0,3,1,18,1,2,3,4,1,12,2,0,0,7,1,1,3,4
'180124C0100',18,3,22,11,34,5,21,27,8,34,9,0,6,25,5,5,1,0,7,2,25,13,2,3,2,1,11,2,0,0,6,3,1,2,6
'180125B0100',18,5,26,14,23,7,12,23,11,18,5,1,5,33,10,9,0,0,3,0,26,4,0,1,1,1,18,3,1,2,12,2,1,2,11
'180125C0100',18,5,29,8,25,13,15,24,15,26,5,0,6,32,5,9,0,0,1,0,24,5,2,3,1,2,12,1,1,0,9,4,0,4,6
'180126B0100',18,5,27,13,25,1,15,24,10,26,7,0,5,34,7,7,0,0,3,1,22,4,2,6,0,1,9,0,0,1,5,1,0,3,2
'180126C0100',18,5,23,18,33,7,20,27,12,11,11,0,5,28,6,3,0,0,6,1,15,8,2,5,0,1,9,1,2,0,10,0,2,5,9
'180126C0200',18,5,28,6,29,7,7,32,10,17,6,0,4,18,8,6,0,0,7,0,19,5,1,2,3,2,16,1,0,1,2,4,1,2,5
'180127B0100',18,5,47,12,32,8,8,31,14,27,7,1,11,40,11,11,0,0,6,2,28,8,2,1,2,1,18,1,2,0,7,0,2,2,6
'180128B0100',18,3,26,4,25,7,6,17,6,15,2,0,9,22,4,5,0,0,5,0,15,2,3,1,1,0,17,0,0,0,8,1,1,2,4
'180128C0100',18,3,23,8,21,8,15,21,8,15,9,0,6,19,4,4,0,0,5,4,11,1,0,1,4,2,12,1,0,1,5,1,2,1,6
'180129B0100',18,5,34,9,23,6,16,24,15,19,7,0,12,36,8,5,0,0,4,1,24,6,2,2,2,0,10,1,1,1,3,0,0,2,8
'180129C0100',18,5,26,11,33,10,9,17,3,33,4,3,7,31,8,9,0,1,6,1,18,7,1,3,2,0,12,4,2,0,5,2,2,3,6
'180130B0100',18,5,28,16,43,8,13,27,13,20,10,0,12,34,10,4,0,0,11,1,17,9,1,2,3,2,18,2,0,0,4,9,0,2,12
'180131B0100',18,5,27,10,25,3,8,26,8,14,4,0,12,42,7,7,0,0,7,1,17,8,2,0,3,1,18,5,1,0,6,1,0,5,9
'180132B0100',18,5,30,18,28,6,9,24,9,17,6,0,7,32,7,9,0,0,3,4,13,7,3,1,4,1,17,4,0,1,8,3,0,5,10
'180132C0100',18,5,29,6,36,10,15,32,9,33,6,0,6,33,11,7,0,0,8,2,21,4,1,4,4,0,13,3,0,1,6,2,1,3,12
'180132C0200',18,5,25,13,28,7,13,34,14,21,6,0,9,27,10,9,0,0,6,1,27,4,2,3,4,2,19,2,1,0,10,1,0,2,4
'180133B0100',18,5,18,10,32,5,12,36,8,30,7,0,7,35,9,11,0,0,3,2,21,8,2,1,5,0,10,1,1,1,3,1,1,3,11
'180133C0100',18,5,31,9,22,8,15,34,9,16,9,0,6,28,6,3,1,0,8,1,20,1,3,1,5,0,9,4,2,0,7,2,2,1,8
'180133C0200',18,5,21,6,29,13,14,35,10,28,9,1,8,30,6,10,0,0,6,2,23,6,1,2,2,1,7,2,0,3,7,0,0,5,4
'180134B0100',18,5,21,8,19,4,11,28,8,15,2,0,4,23,3,5,0,0,8,0,20,1,0,2,2,1,11,2,0,1,4,2,1,3,5
'180134C0100',18,5,26,10,16,7,9,23,13,17,6,1,7,19,4,0,1,1,7,1,20,7,1,2,1,0,8,1,1,0,6,0,1,0,3
'180135B0100',18,5,13,8,23,4,11,20,9,18,5,0,6,20,7,6,0,0,2,2,16,5,1,2,2,1,12,0,1,1,7,2,1,1,5
'180135C0100',18,5,21,6,22,6,9,17,8,22,4,0,9,25,5,4,0,0,3,0,21,3,1,0,2,1,15,2,0,1,1,3,1,2,5
'180136B0100',18,5,38,20,35,7,13,34,14,32,6,0,14,36,10,11,0,0,5,0,29,6,3,6,4,3,15,2,1,4,7,3,2,5,8
'180137B0100',18,5,30,13,16,8,15,15,11,20,4,0,4,25,5,6,0,0,6,1,21,3,2,2,1,1,6,3,2,3,4,2,3,3,9
'180137C0100',18,5,31,11,32,7,16,19,8,21,6,0,9,21,6,10,0,0,6,0,14,3,1,2,3,0,11,1,0,1,7,2,0,1,7
'180137C0200',18,5,29,9,14,4,21,34,11,27,8,1,3,22,3,4,0,0,4,0,17,3,0,0,5,0,14,2,2,0,2,2,0,3,11
'180137S0100',18,5,65,32,61,18,40,69,17,43,17,0,11,61,15,10,1,0,12,3,53,9,3,2,4,2,26,2,1,1,17,2,0,7,16
'180138B0100',18,5,30,12,39,7,19,36,6,30,11,0,11,35,8,6,0,0,8,0,20,5,0,1,5,1,15,2,0,1,13,1,1,5,9
'180139B0100',18,9,35,14,35,11,21,35,12,27,9,1,7,34,8,6,1,0,4,3,22,2,5,3,4,0,22,2,0,3,7,6,0,4,13
'180140B0100',18,9,26,13,24,5,12,29,9,20,6,1,7,25,6,3,0,0,8,1,15,6,0,3,0,0,17,2,0,1,9,0,1,4,1
'180141B0100',18,9,29,9,40,10,15,28,11,33,4,0,7,34,6,10,1,0,4,2,14,9,2,4,4,1,9,1,0,2,5,3,0,4,10
'180142B0100',18,7,5,1,3,3,6,6,5,8,1,0,1,4,0,2,0,0,1,0,4,0,0,0,0,0,4,1,0,0,2,1,1,1,0
'180143B0100',18,7,12,5,7,1,7,12,5,7,2,0,0,12,1,2,0,0,1,1,10,3,0,1,3,1,4,3,0,0,3,1,1,2,0
'180143E0100',18,7,6,6,8,2,3,12,3,6,3,0,0,11,3,2,0,0,2,0,4,0,2,0,1,0,1,0,0,0,1,0,0,0,1
'180144B0100',18,9,30,14,23,5,11,35,15,29,8,0,4,31,7,3,0,0,6,3,26,7,2,3,2,0,6,3,0,3,9,2,5,1,7
'180145B0100',18,7,26,9,31,3,16,36,9,33,3,1,3,38,5,3,0,0,3,2,20,5,1,6,3,1,12,0,0,0,6,4,1,2,7
'180145E0100',18,7,11,4,11,1,6,6,3,12,3,0,3,18,3,4,0,0,3,0,5,0,0,0,0,0,4,0,0,0,1,0,0,1,2
'180146B0100',18,7,13,3,7,4,7,13,8,9,4,1,2,18,2,6,0,0,1,1,4,0,1,0,1,1,3,2,0,0,4,1,0,0,4
'180147B0100',18,7,17,8,20,7,10,21,6,12,6,0,3,24,5,3,0,0,3,1,10,3,3,3,1,1,16,1,0,1,3,1,1,2,1
'180148B0100',18,5,40,13,39,3,24,45,13,25,8,0,13,34,16,10,0,0,7,2,21,6,1,4,1,0,8,1,1,4,4,1,0,5,11
'180149B0100',18,5,28,14,33,8,7,33,11,23,6,0,6,32,8,5,0,0,7,1,11,10,4,1,7,1,12,2,0,0,4,2,2,1,14
'180150B0100',18,5,34,16,27,9,13,25,13,27,7,1,8,21,7,4,0,0,7,3,23,6,3,2,2,0,18,3,0,4,7,1,1,6,11
'180151B0100',18,9,29,9,35,5,15,20,9,26,10,0,5,28,4,9,1,0,3,3,21,4,1,0,2,1,13,1,1,4,4,1,0,0,10
'180151C0100',18,9,25,12,28,6,15,23,5,18,3,0,7,32,5,3,1,0,7,4,27,4,1,0,3,2,16,3,0,2,4,5,1,0,12
'180152B0100',18,7,26,13,30,3,7,20,8,24,5,0,4,28,3,6,0,0,5,1,17,8,2,3,2,1,5,0,0,0,2,0,1,1,9
'180152C0100',18,7,25,4,30,3,11,26,9,21,11,0,5,26,8,10,0,0,3,1,21,5,0,1,1,0,10,2,0,2,6,1,0,1,5
'180153B0100',18,7,9,3,18,2,4,13,2,9,1,0,3,13,4,2,0,0,2,0,8,2,0,0,1,0,5,1,1,0,2,1,0,1,2
'180154B0100',18,7,20,12,24,8,12,25,6,17,5,0,9,18,8,8,0,0,7,0,13,2,0,4,0,1,7,1,1,0,10,1,0,2,8
'180155B0100',18,5,18,11,32,8,10,27,13,23,5,0,9,31,7,6,0,0,10,2,16,2,1,2,0,0,6,1,0,1,6,0,2,2,8
'180156B0100',18,3,17,12,31,4,16,23,10,21,4,0,8,27,5,7,0,0,4,1,13,5,1,2,3,0,8,1,0,1,2,3,0,2,6
'180157B0100',18,9,34,20,37,6,17,34,12,31,8,0,9,31,9,7,0,0,9,6,24,8,1,5,3,3,8,2,1,0,5,2,2,4,10
'180158B0100',18,7,35,15,20,5,9,25,11,18,7,2,10,31,8,7,0,0,6,0,16,3,1,0,3,1,12,1,1,2,11,2,0,5,4
'180158C0100',18,7,34,10,23,6,9,25,7,16,3,0,5,20,4,8,0,0,12,2,20,3,1,3,2,0,12,2,0,1,9,2,0,4,9
'180159B0100',18,7,28,11,24,1,11,18,12,16,7,0,2,19,3,7,0,0,5,2,20,3,0,2,0,1,11,0,1,2,6,1,0,2,6
'180159C0100',18,7,24,16,11,2,11,21,11,22,4,0,6,17,3,5,2,0,3,1,17,2,1,3,1,2,6,0,1,2,7,3,2,3,6
'180160B0100',18,5,34,11,28,8,20,31,12,28,9,2,8,30,6,7,0,0,11,2,28,10,1,1,5,2,14,3,1,0,4,4,0,4,11
'180161B0100',18,5,23,10,28,8,10,37,11,21,5,0,5,27,3,11,1,0,5,2,15,6,0,1,0,0,14,3,0,1,7,2,1,3,5
'180161C0100',18,5,28,10,22,6,17,21,9,23,9,1,4,30,9,8,0,0,4,1,24,5,0,1,1,0,11,3,2,0,8,1,0,4,6
'180162B0100',18,3,24,7,20,7,13,24,9,23,7,1,7,30,8,5,0,0,7,0,18,12,2,0,1,0,6,3,1,1,8,1,2,8,7
'180163B0100',18,7,18,9,34,7,8,18,6,26,7,1,6,31,4,1,0,0,3,0,11,5,2,0,2,0,12,3,1,2,2,1,0,3,9
'180163C0100',18,7,24,16,24,4,12,29,8,10,8,0,4,19,9,12,0,0,8,1,15,4,2,1,3,0,6,0,1,0,2,4,0,1,4
'180164B0100',18,7,18,7,17,5,8,16,6,13,7,0,7,22,8,4,0,0,4,0,18,1,1,2,1,0,7,1,0,1,5,0,1,4,3
'180164C0100',18,7,13,10,22,3,18,15,7,21,6,0,8,20,10,5,0,0,9,4,11,3,1,2,2,0,4,0,0,0,5,1,1,1,4
'180165B0100',18,5,35,19,28,6,12,23,18,27,10,0,9,37,9,3,0,0,6,1,19,10,2,5,2,1,19,1,0,0,5,6,1,4,16
'180166B0100',18,7,28,14,27,8,11,18,6,20,4,0,5,21,9,4,0,0,2,3,19,4,1,2,2,1,9,1,0,1,7,1,2,2,7
'180166C0100',18,7,31,9,23,2,11,23,5,12,2,0,7,31,4,6,0,0,7,1,23,2,0,1,3,1,11,2,0,2,12,1,1,4,3
'180167B0100',18,7,30,10,33,10,18,27,8,26,3,0,11,28,8,6,0,1,7,3,17,3,0,1,3,0,15,2,0,1,3,3,0,4,15
'180167C0100',18,7,22,16,25,7,13,28,3,33,10,1,4,36,9,5,0,0,5,1,19,3,2,3,0,1,17,1,1,0,5,3,1,4,6
'180168B0100',18,3,35,16,35,7,6,23,6,25,7,1,9,23,7,10,0,0,5,2,28,5,3,2,4,0,18,3,0,1,12,7,1,2,12
'180168C0100',18,3,35,10,29,9,13,31,12,21,9,0,5,32,13,5,1,0,6,0,26,2,4,4,0,0,13,0,0,0,12,1,2,6,10
'180169B0100',18,7,17,10,26,8,8,14,9,17,2,1,4,24,3,3,0,0,5,1,13,5,3,2,2,1,12,0,0,0,7,1,4,3,6
'180169C0100',18,7,19,7,21,6,10,22,8,16,4,1,5,30,2,1,0,0,6,0,13,1,1,1,2,1,12,2,0,1,6,3,0,1,4
'180170B0100',18,7,15,4,13,2,7,9,6,17,3,1,4,19,3,3,0,0,3,1,16,3,0,2,3,0,5,3,0,0,6,3,0,2,1
'180171B0100',18,7,20,10,18,4,13,23,12,10,9,0,8,32,10,5,0,0,6,3,19,5,3,5,3,1,13,3,1,1,6,4,1,5,8
'180171C0100',18,7,29,11,28,4,13,30,10,20,9,0,6,26,8,4,0,0,5,0,25,5,2,3,1,0,11,1,0,0,5,3,1,3,5
'180172B0100',18,7,7,1,12,1,1,7,2,6,0,0,1,9,3,3,0,0,2,0,2,2,0,0,0,0,3,1,0,0,0,0,0,0,1
'180173B0100',18,5,22,8,26,7,8,18,8,27,7,1,7,30,6,7,0,0,3,3,15,6,3,0,3,2,16,0,0,0,2,4,0,3,1
'180173C0100',18,5,22,10,20,6,11,26,13,30,3,0,4,22,3,7,0,0,4,1,14,3,3,2,2,1,11,1,1,2,10,3,2,3,7
'180174B0100',18,7,6,1,4,4,1,5,0,9,2,0,0,6,2,1,0,0,3,0,5,3,1,1,1,0,0,0,0,1,3,0,0,0,1
'180175B0100',18,5,24,9,24,4,10,29,9,19,4,1,10,21,8,5,0,0,7,1,25,2,2,2,3,1,11,2,2,0,7,0,0,3,10
'180176B0100',18,5,29,14,24,8,10,31,11,26,7,0,12,30,13,8,0,1,5,1,19,3,0,3,0,0,16,1,1,0,4,1,2,3,3
'180177B0100',18,9,23,8,27,7,16,19,6,15,5,0,7,25,2,5,0,0,7,2,15,3,1,2,2,0,15,0,0,2,9,0,3,4,6
'180177C0100',18,9,23,14,21,3,6,20,10,31,5,0,9,21,5,7,0,0,3,2,13,4,2,2,4,1,11,1,0,2,4,4,0,4,8
'180178B0100',18,7,19,11,17,9,7,22,7,22,4,0,2,18,3,7,0,0,4,2,19,2,0,1,2,0,8,0,2,3,3,1,1,1,4
'180179B0100',18,7,28,13,29,9,9,28,13,19,4,0,7,21,7,4,0,0,10,3,19,5,3,2,0,0,7,1,1,0,3,0,0,4,8
'180180B0100',18,7,12,8,22,7,11,20,5,22,6,0,4,26,0,3,0,0,3,2,9,4,0,3,4,2,11,1,0,0,4,4,1,2,7
'180180C0100',18,7,18,10,26,3,10,16,4,15,5,0,5,31,2,8,1,0,8,1,10,2,1,1,1,0,14,0,0,3,5,0,0,0,4
'180181B0100',18,7,15,2,13,4,9,12,5,9,3,0,8,19,5,5,0,0,2,1,11,4,1,3,0,2,9,1,0,0,3,1,0,2,5
'180182B0100',18,7,12,1,12,2,9,9,9,7,3,0,3,7,3,4,1,0,5,1,8,0,0,1,2,1,4,2,0,0,3,0,0,1,4
'180183B0100',18,7,26,10,22,6,10,20,8,14,6,0,6,22,3,5,0,0,9,0,12,6,2,4,1,0,14,1,2,1,7,0,0,5,6
'180183C0100',18,7,27,9,25,10,8,24,2,19,4,0,8,27,4,7,0,0,9,1,11,6,3,2,1,0,8,0,0,1,3,1,0,2,11
'180183E0100',18,7,32,11,30,9,13,38,17,31,6,0,10,37,4,10,0,0,5,4,24,1,2,3,2,2,16,1,0,1,4,2,0,4,10
'180183E0101',18,7,25,19,32,4,14,26,16,36,8,0,7,42,8,13,0,0,6,2,23,6,0,3,2,1,15,2,1,0,8,1,1,2,10
